i,Estimate
1,0.45617545587994
1,5.02376024402997
2,0.55608153534293
2,3.30807832255548
3,0.33212887205082
3,1.27673675256616
4,0.46501577172791
4,1.55420665774553
5,0.60495309943616
5,4.58248409650546
6,0.82449376984429
6,5.73890763091514
7,0.1945672332154
7,0.66029127322352
8,0.63356496040297
8,3.04461111420188
9,0.55338349087271
9,4.73590011751818
10,0.77712396126097
10,4.58518016727616
11,0.31683921686749
11,1.61150879282632
12,0.28286280906169
12,1.35626427555003
13,0.68681166645244
13,6.1404784861094
14,0.80462265630326
14,5.71012078572121
15,0.20607841370011
15,1.36921061532656
16,0.6525794420185
16,6.13327767567435
17,0.58317055829507
17,5.57991051439308
18,0.75015424214836
18,3.65078208199091
19,0.31762188366742
19,2.09563456573153
20,0.49349191073724
20,2.46094624487999
21,0.77513597342938
21,3.09879925027534
22,0.44944264367038
22,2.33406385171384
23,0.85576711281392
23,3.64694971984919
24,0.36654832545122
24,2.95495027496646
25,1.04038598967525
25,5.97321275652211
26,0.69545195012551
26,3.29502601816041
27,0.79980003629856
27,3.71021198425105
28,0.60516434296436
28,3.80748675378613
29,0.24686440868988
29,1.48545528623148
30,0.66045988503986
30,4.02764886821233
31,0.66801054807413
31,2.69391583004553
32,0.59060846980039
32,2.69196726574111
33,0.73566812718246
33,4.84506586536175
34,0.54958955477571
34,4.18044421307314
35,0.18506375235045
35,1.28861681544554
36,0.75901645811229
36,5.10854468425598
37,0.78229229810642
37,2.67056989876584
38,0.40655685410845
38,3.05176402468031
39,0.61086366169414
39,1.57821048866313
40,0.55808804084279
40,2.16754745638152
41,0.50882957837026
41,1.84282783387321
42,0.60237289037109
42,5.07259021720746
43,0.60717345510614
43,4.82191939686155
44,0.56823346978432
44,3.19268500042204
