"idp","XCOORD","YCOORD","xl93","yl93","dc","dep"
19,5.750357,48.311889,903872,6804836,NA,"88"
23,7.145191,48.803549,1004318,6863931,NA,"57"
54,3.004955,44.491349,700394,6376921,NA,"12"
69,1.193327,48.319823,566084,6803699,NA,"28"
83,-0.880028,45.184369,395385,6461381,NA,"33"
98,1.256334,45.261659,563253,6463989,NA,"19"
101,6.828395,47.663185,987222,6736164,NA,"90"
147,3.989899,48.079939,773713,6775969,NA,"10"
168,3.174753,47.459004,713166,6706531,8,"58"
179,-0.762633,44.449596,400707,6379415,8,"33"
188,5.647986,47.972819,897550,6766916,NA,"52"
190,1.236142,47.564757,567383,6719746,NA,"41"
207,1.5503,46.09185,587997,6555702,NA,"23"
214,4.901703,49.160773,838707,6897338,NA,"51"
233,5.721558,49.536052,897047,6940813,8,"54"
244,3.485671,47.114475,736826,6668359,NA,"58"
259,2.351517,43.989841,647979,6321418,NA,"81"
271,4.309607,46.58135,800279,6609866,NA,"71"
296,2.739741,46.057883,679879,6550935,NA,"63"
321,2.249862,45.302859,641210,6467334,NA,"19"
335,5.420781,48.213005,879787,6793051,NA,"52"
340,6.467308,47.820679,959382,6752394,3,"70"
344,7.274327,49.014366,1012521,6887845,NA,"57"
373,1.223956,49.416672,571097,6925584,NA,"76"
456,0.534189,46.314186,510284,6582327,NA,"86"
462,0.345081,42.964753,483231,6210909,NA,"65"
486,3.582653,49.01999,742617,6880167,NA,"2"
492,1.572891,46.325939,590212,6581662,NA,"23"
526,0.805591,49.591756,541281,6945821,NA,"76"
554,2.574683,43.755847,665741,6295295,NA,"81"
560,5.684851,46.441174,906083,6596971,NA,"39"
572,6.30917,45.358092,959018,6478617,NA,"73"
617,4.166443,46.979691,788664,6653930,NA,"71"
652,1.30166,42.834555,561007,6194281,NA,"9"
653,0.995608,47.616202,549447,6725891,NA,"41"
694,1.534454,47.171393,588998,6675598,NA,"36"
698,6.289815,47.592694,947167,6726518,NA,"70"
711,5.105807,46.834856,860483,6639329,NA,"71"
771,1.669696,49.024627,602710,6881345,NA,"75"
782,3.144682,47.225329,710948,6680569,NA,"58"
790,-0.005956,44.378402,460562,6368932,NA,"33"
791,1.850075,47.28111,613079,6687388,NA,"41"
812,0.956573,42.974383,533173,6210494,NA,"31"
826,-0.421474,45.178696,431334,6459087,NA,"33"
828,2.598084,43.450209,667453,6261317,NA,"81"
834,1.803552,49.294858,612954,6911242,NA,"60"
836,5.163114,47.427562,863046,6705257,8,"21"
852,4.773873,47.616384,833241,6725497,8,"21"
875,1.012918,45.852869,545819,6530075,NA,"87"
906,1.181432,42.743497,550936,6184376,NA,"9"
911,3.595784,49.558963,743125,6940129,8,"2"
932,5.92085,44.885014,930581,6424913,8,"38"
938,-0.518492,47.066776,433061,6668896,NA,"79"
947,6.59965,49.130347,962641,6898271,8,"57"
959,6.428179,49.388224,948893,6926373,8,"57"
990,6.406797,49.119065,948633,6896393,8,"57"
999,2.37854,46.922291,652710,6647086,NA,"18"
1002,2.603944,44.708898,668629,6401165,NA,"12"
1005,5.330896,48.053358,873637,6775116,NA,"52"
1030,0.83533,46.696509,534611,6624091,8,"86"
1040,2.488514,48.666897,662334,6840870,NA,"75"
1055,3.204025,49.256979,714855,6906388,NA,"2"
1087,-0.085354,43.890921,452125,6315056,NA,"32"
1096,1.507515,47.207183,587033,6679611,NA,"36"
1113,5.890983,48.793658,912331,6858729,NA,"54"
1118,-1.379292,43.512395,345930,6277967,NA,"40"
1181,2.562069,46.850105,666631,6638975,NA,"18"
1199,3.052469,46.254278,704042,6572713,NA,"3"
1210,4.322616,49.782773,795315,6965672,NA,"8"
1288,1.645491,48.790815,600494,6855379,NA,"75"
1315,-0.880705,43.438464,385803,6267651,NA,"64"
1318,6.493826,47.477476,963051,6714389,NA,"25"
1344,2.500321,43.77396,659764,6297343,NA,"81"
1356,2.221674,46.598358,640419,6611217,NA,"18"
1364,3.143222,48.879975,710504,6864449,7,"77"
1372,3.385556,48.734263,728356,6848307,NA,"77"
1384,3.745604,48.982228,754575,6876068,NA,"51"
1390,5.728881,49.23013,898753,6906817,NA,"55"
1414,3.619576,47.203039,746902,6678267,NA,"58"
1422,4.436259,47.155066,808817,6673744,NA,"21"
1428,4.615849,47.655581,821284,6729596,NA,"21"
1437,2.656657,49.529177,675133,6936706,NA,"60"
1445,3.133969,46.505657,710273,6600637,NA,"3"
1447,3.560205,46.915771,742634,6646327,8,"58"
1465,1.527674,47.621125,589416,6725558,NA,"41"
1485,1.866555,48.414345,616132,6813275,NA,"28"
1548,6.735233,47.504602,981071,6718231,NA,"25"
1659,1.110379,49.559297,563235,6941640,NA,"76"
1711,5.516673,48.462397,886023,6820979,NA,"55"
1718,5.435108,45.259778,890965,6465215,NA,"38"
1729,5.483206,48.80515,882352,6858987,NA,"55"
1856,0.5385,43.040062,499279,6218767,NA,"31"
1866,0.576771,49.013529,522762,6882011,NA,"27"
1886,-1.571564,47.774309,357794,6751455,NA,"44"
1901,-2.91174,47.811746,257952,6762261,NA,"56"
1942,1.612631,47.243876,595060,6683541,NA,"36"
1947,5.706899,48.475124,900030,6822858,NA,"55"
1959,-0.476351,48.273788,442158,6802727,NA,"53"
2040,4.803328,49.396543,830934,6923390,NA,"8"
2123,9.154028,42.080739,1209707,6128797,NA,"2B"
2228,-0.792622,44.988807,401199,6439353,NA,"33"
2235,4.245162,47.716236,793357,6735830,NA,"21"
2261,2.622574,43.414194,669417,6257304,NA,"34"
2319,5.563321,47.903184,891487,6758974,NA,"52"
2359,1.772467,47.118831,606933,6669453,NA,"36"
2383,-0.341169,44.568677,434770,6391123,NA,"33"
2394,4.960079,48.691933,844258,6845322,NA,"51"
2418,7.125611,47.705384,1009256,6741969,8,"68"
2426,0.463679,47.608847,509479,6726223,8,"37"
2436,0.607114,43.202944,505421,6236696,NA,"31"
2442,3.891346,47.469605,767140,6708073,NA,"89"
2510,3.024193,48.125551,701800,6780576,NA,"89"
2525,2.250565,44.853098,640791,6417384,NA,"15"
2553,7.475893,49.113913,1026616,6899715,8,"57"
2564,3.19951,48.987428,714602,6876407,NA,"77"
2575,4.511612,47.711557,813342,6735659,NA,"21"
2586,1.19112,47.186484,563036,6677813,NA,"37"
2621,5.226253,49.081453,862622,6889138,NA,"55"
2653,1.179435,48.948989,566667,6873651,NA,"27"
2660,5.945989,48.018022,919585,6772723,NA,"88"
2695,2.25029,45.032996,640959,6437364,8,"15"
2702,6.007048,48.124143,923685,6784679,NA,"88"
2740,2.681715,45.050489,674942,6439077,NA,"15"
2747,5.646038,48.368866,895930,6810901,NA,"88"
2762,1.588969,45.156438,589128,6451784,NA,"19"
2774,5.53892,46.175249,895835,6567084,NA,"1"
2785,5.934132,48.630398,916173,6840707,NA,"54"
2797,0.997563,46.48257,546401,6600012,3,"86"
2845,-0.607227,48.684414,434542,6848760,NA,"61"
2851,5.6646,45.685361,907361,6513032,NA,"1"
2923,-3.906955,48.303876,188489,6822780,NA,"29"
2928,0.156395,47.315539,485233,6694447,NA,"37"
2931,5.978102,49.258802,916776,6910660,NA,"54"
2936,5.311804,48.665646,870223,6843101,NA,"55"
2963,0.584192,43.148655,503373,6230720,NA,"31"
2975,5.533154,48.731853,886280,6850958,NA,"55"
3042,-1.105514,43.071765,365499,6227861,NA,"64"
3065,1.396236,47.530182,579340,6715649,NA,"41"
3076,1.56628,48.628532,594348,6837442,NA,"28"
3096,5.458166,48.841785,880387,6863001,NA,"55"
3107,1.023934,48.623764,554376,6837775,8,"28"
3135,1.791883,47.802552,609567,6745376,NA,"45"
3143,5.60449,48.136046,893708,6784937,NA,"52"
3149,-1.035959,43.559658,373932,6281734,NA,"40"
3173,2.793052,49.349078,684959,6916634,NA,"60"
3190,3.602499,48.714171,744328,6846173,NA,"51"
3203,2.351579,44.259569,648230,6351385,NA,"12"
3225,3.125437,47.71121,709406,6734543,NA,"89"
3251,0.190895,45.138217,479237,6452697,NA,"24"
3263,3.472346,46.484797,736234,6598420,NA,"3"
3265,3.069396,47.513692,705223,6712594,NA,"58"
3274,5.946283,48.414049,917965,6816707,NA,"54"
3300,4.457607,47.694562,809328,6733695,NA,"21"
3302,2.007811,47.425586,625203,6703274,NA,"41"
3346,0.032403,44.667115,464821,6400865,NA,"33"
3361,2.641659,47.011852,672777,6656909,NA,"18"
3408,0.839819,48.423774,540203,6815907,NA,"61"
3456,2.537322,47.245977,665003,6682955,NA,"18"
3467,6.609894,47.599365,971165,6728309,NA,"70"
3470,6.969134,47.74776,997300,6746070,NA,"90"
3491,0.483255,45.521422,503561,6494458,NA,"24"
3498,-3.721031,48.566073,204702,6850631,NA,"29"
3500,5.0371,47.034526,854676,6661361,NA,"21"
3513,2.58483,46.094325,667924,6555033,8,"63"
3527,4.88954,47.253915,842891,6685444,NA,"21"
3542,4.327808,47.786819,799421,6743772,NA,"89"
3574,5.839061,46.004249,919659,6548895,NA,"74"
3593,7.455133,47.799506,1033342,6753752,NA,"68"
3624,6.034229,49.275071,920790,6912624,8,"57"
3640,6.071051,47.131661,932731,6674681,8,"25"
3678,5.039755,47.610502,853225,6725326,NA,"21"
3721,4.701923,48.391577,825981,6811500,NA,"10"
3722,2.541806,48.415106,666096,6812856,8,"77"
3804,-1.002267,44.676593,382939,6405535,8,"33"
3835,5.49726,48.588873,884144,6834986,NA,"55"
3854,3.463845,47.330614,735030,6692357,NA,"58"
3857,6.550703,48.19592,963742,6794327,NA,"88"
3976,3.16636,46.9193,712660,6646581,NA,"58"
4000,0.292676,48.595421,500397,6836224,NA,"61"
4009,4.30442,47.157392,798825,6673829,NA,"21"
4054,1.293413,45.999792,567932,6545878,NA,"87"
4058,4.814829,46.211438,839903,6569562,NA,"1"
4095,5.743287,48.618044,902166,6838829,NA,"55"
4224,6.350898,48.400978,947943,6816449,NA,"88"
4279,1.885335,49.367066,619017,6919187,NA,"60"
4303,2.400945,43.648226,651656,6283426,NA,"81"
4318,0.715152,45.471032,521494,6488314,NA,"24"
4331,9.134179,42.11806,1207744,6132810,NA,"2B"
4356,2.805463,47.69495,685408,6732747,NA,"45"
4379,0.288877,48.001752,497852,6770289,NA,"72"
4404,2.001019,48.504705,626208,6823184,NA,"75"
4408,-0.531158,45.82408,425931,6531067,NA,"17"
4427,4.811998,49.576104,831105,6943378,8,"8"
4428,1.884534,49.456896,619100,6929181,NA,"60"
4435,2.902277,44.276102,692200,6353014,NA,"12"
4531,2.958708,49.402245,697002,6922530,NA,"60"
4580,0.944504,48.550928,548313,6829830,8,"28"
4614,4.216376,46.150959,793877,6561961,NA,"42"
4615,1.110659,44.936281,550966,6428125,NA,"24"
4618,0.951044,49.323988,551026,6915756,NA,"76"
4645,6.247054,48.458469,940001,6822513,NA,"54"
4667,1.435587,46.774797,580638,6631701,NA,"36"
4671,1.171773,46.862388,560738,6641859,NA,"36"
4707,2.479176,45.248829,659142,6461189,NA,"15"
4715,-0.758913,48.950396,424795,6878822,NA,"14"
4716,5.662995,47.360257,900964,6698936,8,"70"
4798,3.156495,44.544288,712432,6382814,NA,"48"
4897,5.773288,44.133566,921868,6341070,NA,"4"
4926,2.2243,45.338821,639246,6471347,NA,"19"
4930,4.987549,49.230828,844771,6905282,NA,"55"
4942,5.75736,48.005674,905579,6770844,NA,"52"
4950,-1.278648,43.875736,356246,6317841,NA,"40"
4960,5.65923,46.874158,902498,6644964,8,"39"
4968,5.616652,47.037457,898656,6662983,NA,"39"
5008,-0.747921,45.098094,405294,6451309,NA,"33"
5049,0.02127,44.936833,465069,6430835,NA,"24"
5062,0.044364,44.991302,467116,6436812,8,"24"
5088,5.005947,47.467289,851090,6709356,NA,"21"
5152,3.486731,44.703234,738557,6400576,NA,"48"
5198,4.20396,47.303026,790968,6689883,8,"21"
5213,2.958473,44.8334,696718,6414916,NA,"15"
5231,6.068367,48.230234,927786,6796636,8,"88"
5340,2.274382,46.166554,644013,6563227,NA,"23"
5342,1.146738,46.808148,558690,6635881,NA,"36"
5354,3.168451,45.353772,713190,6472723,NA,"63"
5355,5.977546,48.863017,918395,6866672,NA,"54"
5383,2.302057,43.43254,643464,6259520,NA,"11"
5386,3.399141,48.068789,729729,6774343,NA,"89"
5400,0.097054,43.049712,463336,6221062,8,"65"
5413,4.163999,46.133811,789863,6559996,NA,"42"
5420,6.11051,48.066849,931628,6778615,NA,"88"
5497,0.90809,42.955782,529161,6208530,NA,"9"
5506,3.67282,47.220424,750916,6680231,NA,"58"
5508,3.402131,49.542863,729117,6938249,NA,"2"
5535,3.333227,47.421769,725123,6702433,8,"58"
5548,2.931596,49.438312,695037,6926544,8,"60"
5558,3.930245,47.882888,769529,6754020,NA,"89"
5580,5.603221,49.413446,888932,6926890,NA,"55"
5600,-0.776954,47.888251,417830,6760956,NA,"53"
5606,3.421688,46.557266,732305,6606446,NA,"3"
5611,1.543773,46.541673,588414,6605657,NA,"36"
5655,2.300059,46.490456,646313,6599178,NA,"18"
5674,1.971825,48.81024,624494,6857177,NA,"75"
5724,4.551768,48.034691,815647,6771615,NA,"10"
5741,3.710048,45.582355,755369,6498343,NA,"63"
5747,5.130626,48.831938,856387,6861208,8,"55"
5763,6.265912,47.629527,945203,6730532,NA,"70"
5775,5.130145,46.798254,862447,6635315,NA,"71"
5797,7.160666,48.676846,1006195,6849923,NA,"57"
5799,2.544658,49.134139,666768,6892801,NA,"60"
5805,4.82474,49.27027,832813,6909382,NA,"8"
5843,-0.43743,49.06621,448877,6890617,NA,"14"
5845,0.890675,44.627765,532702,6394309,NA,"24"
5867,2.249005,45.842648,641713,6527277,NA,"23"
5934,6.418789,47.191912,958778,6682450,8,"25"
5983,5.256113,46.218916,873889,6571269,NA,"1"
5998,5.490947,49.380486,880902,6922962,8,"55"
6011,2.770282,46.651575,682432,6616859,NA,"3"
6138,1.395783,43.051026,569198,6218186,NA,"9"
6149,2.593701,47.9834,669689,6764857,NA,"45"
6208,5.628972,44.660035,908380,6399128,NA,"26"
6230,-0.259254,46.064738,448125,6556862,NA,"79"
6243,7.490654,48.987204,1028493,6885707,NA,"57"
6286,2.007259,47.515534,625287,6713266,NA,"41"
6292,4.490083,47.837923,811463,6749666,NA,"21"
6318,-3.422367,48.076161,222238,6794527,NA,"56"
6323,3.519147,47.438011,739128,6704313,NA,"58"
6325,5.058172,47.970031,853567,6765295,NA,"52"
6335,3.92215,47.613127,769274,6724043,8,"89"
6340,5.007973,45.918969,855615,6537454,NA,"1"
6380,-0.374913,43.18264,425512,6237357,NA,"64"
6421,5.837526,47.19302,914797,6680830,NA,"25"
6456,4.660566,48.068561,823675,6775543,NA,"10"
6463,6.083862,49.201577,924719,6904595,NA,"57"
6494,-0.722517,46.485316,414550,6605099,NA,"85"
6499,5.984468,49.348539,916862,6920653,NA,"57"
6521,2.179485,43.162859,633224,6229638,NA,"11"
6555,4.573739,44.75851,824536,6407838,NA,"7"
6565,2.429548,46.040574,655884,6549139,NA,"23"
6600,3.774571,47.075248,758774,6664177,NA,"58"
6601,1.175654,46.682484,560572,6621877,NA,"36"
6622,5.587832,47.866502,893451,6754960,NA,"52"
6647,2.66071,45.806228,673649,6523012,NA,"63"
6662,-2.679313,48.182411,278261,6802068,NA,"22"
6668,-0.462472,43.971813,422240,6325292,NA,"40"
6763,4.22943,48.022352,791648,6769821,NA,"10"
6769,5.072155,48.239626,853824,6795272,NA,"52"
6780,5.357694,48.988278,872530,6879059,NA,"55"
6787,0.019255,43.155917,457442,6233098,NA,"65"
6822,4.914215,47.217363,844855,6681430,8,"21"
6831,5.218372,45.013571,874741,6437381,NA,"26"
6839,5.008444,49.104501,846650,6891274,NA,"55"
6848,6.125065,48.642445,930180,6842585,8,"54"
6851,2.803871,47.515069,685239,6712763,NA,"45"
6855,2.170618,46.220425,636070,6569288,NA,"23"
6867,0.916606,46.589565,540506,6612051,NA,"86"
6886,0.827202,43.242217,523433,6240543,NA,"31"
6891,4.973749,48.961406,844515,6875301,NA,"51"
6912,2.431578,47.210134,656976,6679026,NA,"18"
6945,5.124398,47.194472,860825,6679295,NA,"21"
6977,6.371484,47.265638,954850,6690478,NA,"25"
6998,3.331544,47.331824,725038,6692441,NA,"58"
7021,5.722729,47.466564,905063,6710892,8,"70"
7038,2.61416,46.778016,670561,6630948,8,"18"
7052,3.117486,47.171541,708899,6674591,NA,"58"
7090,2.352192,46.598415,650410,6611133,NA,"18"
7096,0.750898,49.573081,537267,6943855,NA,"76"
7108,4.487453,49.744029,807274,6961572,8,"8"
7109,-0.844083,43.223712,387604,6243662,8,"64"
7152,4.421784,47.461275,807108,6707733,NA,"21"
7221,3.329878,47.241875,724954,6682449,8,"58"
7223,4.29539,45.465651,801223,6485964,NA,"42"
7288,5.190757,44.474289,874228,6377443,NA,"26"
7295,-0.96376,47.451016,401448,6713124,NA,"44"
7299,0.462543,45.377096,501430,6478490,NA,"24"
7340,1.339553,44.884606,568898,6421981,NA,"24"
7359,5.989571,48.646697,920187,6842671,NA,"54"
7379,1.303268,42.74475,560924,6184293,NA,"9"
7415,0.412122,45.358239,497417,6476525,NA,"24"
7458,6.123428,48.246476,931800,6798600,NA,"88"
7515,4.836363,47.813017,837426,6747445,NA,"21"
7528,1.90134,47.479213,617260,6709337,8,"41"
7571,6.008586,48.916048,920446,6872651,NA,"54"
7581,4.747953,48.804337,828372,6857450,NA,"51"
7615,-0.16006,47.291127,461236,6692646,NA,"49"
7622,5.386847,48.555789,876116,6831058,NA,"55"
7628,7.842888,48.953449,1054458,6883483,NA,"67"
7635,1.069025,43.425083,543577,6260354,NA,"31"
7636,6.015555,46.322873,931957,6584759,NA,"1"
7650,1.074957,43.155547,543327,6230388,NA,"31"
7654,3.876254,47.865618,765515,6752055,NA,"89"
7656,3.079145,46.308093,706091,6578691,NA,"3"
7666,2.192838,47.623854,639376,6725140,NA,"41"
7727,1.828995,43.934713,605974,6315776,NA,"81"
7730,1.886651,46.0757,613956,6553487,NA,"23"
7756,5.419659,46.358643,886015,6587152,NA,"39"
7775,-0.232003,43.833581,440089,6309161,NA,"40"
7784,2.642182,47.101815,672862,6666901,NA,"18"
7899,7.594164,48.928649,1036435,6879642,NA,"67"
7919,2.351603,44.349496,648314,6361375,NA,"12"
7921,4.876081,49.197282,836742,6901353,NA,"51"
7964,2.998202,46.056669,699861,6550767,NA,"63"
8000,-0.048002,48.337217,474184,6808459,NA,"72"
8035,-2.696855,47.803193,273923,6760132,NA,"56"
8049,2.699876,47.839229,677549,6748802,NA,"45"
8067,-0.503568,45.788767,427897,6527054,NA,"17"
8072,4.450448,47.514742,809158,6713711,NA,"21"
8077,4.724656,47.113441,830765,6669559,NA,"21"
8081,5.93434,49.026259,914553,6884694,NA,"54"
8083,4.529334,47.495277,815136,6711661,NA,"21"
8084,4.64319,48.284805,821881,6799543,NA,"10"
8106,4.782584,45.492051,839221,6489637,NA,"69"
8139,4.894949,47.919727,841525,6759402,NA,"21"
8154,4.849162,48.082674,837682,6777423,NA,"52"
8157,5.402687,48.825242,876373,6861037,NA,"55"
8173,4.977223,46.351798,852029,6585445,NA,"1"
8196,4.542182,46.523084,818212,6603718,NA,"71"
8206,5.013109,49.194297,846736,6901267,NA,"55"
8219,-0.798273,48.247657,418159,6800926,8,"53"
8220,4.305798,47.913145,797541,6757779,NA,"89"
8236,5.023615,46.764799,854420,6631387,NA,"71"
8244,5.034502,46.458476,856127,6597400,8,"1"
8295,5.711483,45.611917,911288,6505005,NA,"73"
8318,7.579672,49.055378,1034558,6893650,8,"57"
8334,1.343085,46.108207,572028,6557833,NA,"87"
8385,4.733325,46.717246,832388,6625580,NA,"71"
8386,3.264257,46.504674,720264,6600553,NA,"3"
8428,5.015612,49.769447,845285,6965245,8,"8"
8483,6.03326,48.879293,922410,6868636,NA,"54"
8557,1.662982,47.442085,599241,6705490,NA,"41"
8565,4.15432,49.73152,783271,6959778,8,"2"
8583,-0.842386,43.637491,389979,6289594,NA,"40"
8591,3.565135,45.979942,743753,6542403,NA,"63"
8604,2.379184,47.731862,653466,6737013,NA,"45"
8611,4.824025,48.119195,835717,6781437,NA,"10"
8626,3.642131,45.96108,749731,6540354,NA,"63"
8645,0.977213,48.335516,550113,6805831,NA,"28"
8648,3.272017,46.954474,720687,6650510,NA,"58"
8703,1.567027,43.070362,583198,6220067,8,"9"
8710,5.217071,47.444233,867060,6707221,NA,"21"
8748,-1.519573,47.794052,361807,6753421,NA,"35"
8770,5.818689,47.715807,911299,6738818,8,"70"
8787,-0.298627,45.271687,441406,6468995,NA,"17"
8798,6.533887,48.32258,961864,6808334,NA,"88"
8800,2.199149,45.194856,637114,6455379,NA,"19"
8861,3.247875,47.080621,718807,6664515,NA,"58"
8866,4.007064,46.92813,776623,6648037,NA,"58"
8867,1.352814,45.568451,571529,6497890,NA,"87"
8868,3.894964,45.777894,769542,6520203,NA,"42"
8870,6.317354,47.249503,950836,6688514,NA,"25"
8886,2.671997,43.432024,673430,6259268,NA,"34"
8895,0.515955,45.305988,505360,6470464,NA,"24"
8921,6.180974,47.560327,939139,6722590,NA,"70"
8932,2.82656,44.204531,686139,6345073,NA,"12"
8936,6.086268,48.103635,929664,6782629,NA,"88"
8948,1.845115,47.820776,613581,6747341,NA,"45"
8976,6.364725,47.878295,951440,6758458,3,"70"
8995,3.656164,47.616446,749290,6724212,NA,"89"
9010,1.41249,48.123922,581889,6781582,NA,"28"
9037,3.098013,47.657421,707357,6728564,NA,"89"
9078,-0.990312,45.325183,387524,6477431,NA,"33"
9116,3.104516,48.10706,707779,6778526,NA,"89"
9171,4.840611,47.902911,837511,6757438,NA,"21"
9203,5.134813,46.888166,862533,6645307,NA,"71"
9250,4.85279,47.596701,839219,6723447,NA,"21"
9285,3.428925,45.621438,733424,6502525,NA,"63"
9311,2.352448,47.498015,651249,6711050,NA,"18"
9340,5.157545,47.823696,861424,6749239,NA,"52"
9341,5.426071,48.302851,879873,6803044,8,"52"
9385,3.705192,47.453957,753134,6706193,NA,"89"
9386,1.497849,49.508721,591168,6935411,NA,"76"
9391,-3.8954,47.979754,186201,6786822,NA,"29"
9400,2.93166,44.689635,694585,6398949,8,"12"
9414,2.084872,47.947439,631684,6761179,NA,"45"
9440,-0.187147,43.942567,444183,6321115,NA,"40"
9461,-0.840114,48.04855,413981,6778975,NA,"53"
9473,6.20714,47.919638,939484,6762558,8,"70"
9495,5.424068,49.184415,876716,6901010,NA,"55"
9496,1.560913,48.988028,594681,6877415,NA,"75"
9525,5.952151,48.107846,919671,6782715,NA,"88"
9531,6.596499,48.428379,965965,6820291,NA,"88"
9565,0.66342,47.180028,523069,6678145,NA,"37"
9580,5.281633,48.612425,868173,6837122,8,"55"
9589,4.619725,47.745481,821370,6739588,NA,"21"
9649,-0.121797,43.00896,445324,6217215,NA,"65"
9696,2.018552,45.626305,623529,6503450,NA,"19"
9762,3.989273,49.769813,771312,6963878,NA,"2"
9780,0.000566,43.011705,455313,6217133,NA,"65"
9810,2.080068,48.93635,632606,6871101,NA,"75"
9828,6.082504,48.805772,926338,6860607,NA,"54"
9830,0.294824,45.770125,489805,6522547,NA,"16"
9927,1.939523,49.475053,623115,6931146,NA,"60"
9931,3.602664,44.25226,748123,6350544,NA,"48"
9946,3.545665,48.606883,740229,6834215,NA,"10"
9953,2.008361,47.335635,625119,6693282,NA,"41"
9962,4.6236,47.835376,821455,6749580,8,"21"
9986,1.839213,45.607658,609526,6501569,NA,"19"
10002,-2.236264,47.425759,305540,6715907,NA,"44"
10012,-0.955659,43.454191,379827,6269698,NA,"64"
10017,3.225105,47.296708,717011,6688512,8,"58"
10022,6.587033,48.644785,964173,6844291,NA,"54"
10058,1.788966,42.927996,601044,6203936,NA,"9"
10136,1.993803,45.482287,621397,6487482,NA,"19"
10140,6.364748,49.282427,944792,6914416,NA,"57"
10164,2.215641,49.295982,642935,6910991,8,"60"
10226,0.044455,47.457354,477372,6710500,NA,"49"
10235,2.066664,46.274211,628128,6575350,NA,"23"
10308,1.226375,42.941589,555114,6206316,NA,"9"
10366,7.809965,48.900909,1052407,6877504,NA,"67"
10398,1.261592,46.305421,566217,6579864,NA,"87"
10410,3.471493,47.690363,735369,6732325,NA,"89"
10430,5.236446,48.775446,864330,6855144,NA,"55"
10442,5.237166,44.887067,876619,6423378,NA,"26"
10449,5.685542,47.719715,901307,6738904,NA,"52"
10472,1.783432,48.611768,610320,6835310,NA,"75"
10486,5.431379,48.392692,879959,6813037,NA,"88"
10491,0.920193,43.459181,531623,6264449,NA,"32"
10512,7.452134,49.150951,1024652,6903730,NA,"57"
10537,2.475601,43.809957,657800,6301356,8,"81"
10566,6.118649,47.058054,936659,6666653,NA,"25"
10580,4.040722,47.161594,778842,6673999,NA,"58"
10588,-0.86063,43.079351,385476,6227697,NA,"64"
10590,5.470269,48.139708,883716,6785023,NA,"52"
10596,3.486555,49.613954,735181,6946194,NA,"2"
10789,1.129324,42.90461,547090,6202388,NA,"9"
10794,6.144138,47.417456,937003,6706620,NA,"70"
10815,4.72083,49.991181,823503,6989419,NA,"8"
10874,5.742027,49.01391,900545,6882816,NA,"55"
10878,0.119373,44.381006,470551,6368849,NA,"47"
10880,2.141012,47.245987,635027,6683207,NA,"18"
10904,5.133787,47.37427,860996,6699279,NA,"21"
10919,5.482043,47.437334,887044,6707049,NA,"70"
10941,6.178959,47.164128,940759,6678608,8,"25"
10966,4.348523,44.81683,806605,6413985,NA,"7"
11002,0.837242,48.513659,540286,6825900,8,"61"
11004,0.135871,47.171159,483102,6678476,NA,"37"
11034,4.873287,44.680042,848443,6399642,NA,"26"
11035,5.44994,44.161271,895913,6343291,NA,"26"
11049,4.584708,48.177995,817782,6787586,NA,"10"
11096,0.860113,47.704523,539538,6735967,NA,"41"
11132,0.232894,47.388945,491294,6702391,NA,"37"
11142,7.739596,49.012217,1046515,6889548,NA,"67"
11162,5.106641,48.382771,855959,6811244,NA,"52"
11186,2.250013,45.212903,641127,6457344,8,"15"
11229,-0.641945,44.542932,410778,6389322,NA,"33"
11299,-3.246405,48.192857,236325,6806405,NA,"22"
11307,2.450489,43.666161,655668,6285390,NA,"81"
11329,4.673833,47.7624,825384,6741552,NA,"21"
11339,2.074479,44.65495,626622,6395524,NA,"46"
11343,0.762233,44.715961,522795,6404382,NA,"24"
11353,1.274947,42.960056,559126,6208281,NA,"9"
11355,7.419483,49.098315,1022601,6897751,NA,"57"
11412,2.274267,46.256524,644096,6573218,8,"23"
11420,-3.011625,48.005503,252135,6784292,NA,"56"
11516,2.788315,48.80995,684454,6856674,NA,"77"
11528,0.557698,45.594616,509621,6502400,NA,"24"
11533,-0.23007,43.240136,437547,6243251,8,"64"
11557,0.525686,48.131575,515955,6784129,NA,"72"
11596,1.915566,45.679943,615587,6509511,NA,"19"
11635,5.471465,47.257579,886872,6687066,NA,"21"
11671,7.338894,47.984778,1023523,6773823,NA,"68"
11700,1.240735,49.91979,573562,6981534,NA,"76"
11750,4.740772,47.473095,831106,6709527,NA,"21"
11755,-0.44924,43.7023,421993,6295325,NA,"40"
11760,5.0658,48.635586,852201,6839258,NA,"55"
11816,-1.00445,43.021009,373440,6221802,NA,"64"
11820,-0.055443,44.953194,459092,6432882,NA,"33"
11828,5.753904,49.193453,900717,6902803,8,"55"
11835,4.806991,47.183713,836828,6677502,NA,"21"
11860,3.382415,45.873808,729664,6530532,NA,"63"
11921,4.68529,46.214197,829912,6569647,NA,"69"
11993,4.931803,49.214064,840757,6903317,NA,"51"
12016,5.817343,48.507913,908058,6826786,NA,"54"
12076,-0.654428,42.887529,401276,6205591,NA,"64"
12091,5.11141,48.47261,856045,6821236,NA,"52"
12113,5.167158,48.003435,861595,6769223,NA,"52"
12125,4.152747,48.131501,785755,6781863,NA,"10"
12298,5.592537,47.074159,896692,6666997,NA,"39"
12316,2.147698,45.356707,633268,6473395,NA,"19"
