i,Estimate
1,-2.5725473547219
1,0.0215082468276
1,-0.0136160410483
1,-0.0219189522164
1,0.19747472303012
1,0.70112700183449
1,-0.0286893649836
1,0.63387700337533
2,0.71258145294794
2,0.01367669672748
2,-0.008753464996
2,0.21557699293709
2,0.00160257873381
2,0.80702465153497
3,1.88283744552024
3,0.00679408787629
3,-0.0042831239772
3,-0.0001917905994
3,0.25311539450334
4,-14.142960729197
4,0.01689037337971
4,-0.0100732587668
4,-0.024394170765
4,-0.0004458939336
4,0.3085832275246
4,2.184341792312
4,-0.0818297073831
4,1.45475896123022
5,-5.2943766126784
5,0.02535609608195
5,-0.0109524342783
5,-0.0104657303281
5,-0.0008225192366
5,0.20267429939041
5,0.99781527328332
5,-0.037374250827
5,1.11283095301687
6,-6.9983076842644
6,0.01211323631793
6,-0.0138562022459
6,-0.0128912759173
6,-0.0007137625075
6,0.06997752030622
6,1.2353582572281
6,-0.0457607687393
6,1.19773085582727
7,-3.3693050979911
7,0.04105243557117
7,-0.0129657700364
7,0.02010013822004
7,0.89853020295189
7,-0.03843841611
7,0.81571200926725
7,-0.008373021042
7,-0.0075156421463
8,-11.841675197961
8,0.03798377736853
8,-0.0083907580924
8,-0.0275644607888
8,0.19976247777711
8,1.66267384733228
8,-0.0622241025455
8,1.62817758612895
8,-0.0048385928506
9,-13.69316307231
9,0.03092878075095
9,-0.0122107488929
9,-0.0278690785882
9,0.2643809261318
9,1.8197649164343
9,-0.0633250033367
9,1.23591479360265
9,0.00188055810646
10,1.14501457195904
10,0.03173680739189
10,-0.0115801548016
10,1.05455335028267
11,-13.878517877846
11,0.04564207990064
11,-0.0144874788336
11,-0.0429009408214
11,0.00013132934499
11,0.27384793350288
11,1.85917776067342
11,-0.0694883880647
11,1.93640231600848
11,-0.0053275302363
12,-58.280802263447
12,0.02223562408569
12,-0.0004089674558
12,8.18382075987641
12,-0.283762450138
12,-0.0023781659721
12,1.33882462368199
13,0.02328875519254
13,-0.0104766212719
13,-0.0006496357368
13,0.72842057750868
14,1.20698563629284
14,0.01256742916919
14,-0.0055062064816
14,0.2330884905132
14,-0.0853583318648
14,0.00097718554812
14,0.53599338560111
15,-14.605896869744
15,0.02023002065177
15,-0.0465034036267
15,0.0002341622055
15,0.2918515679453
15,1.69550906651482
15,-0.0650632588213
15,2.56498625794852
15,0.00279132358895
16,-10.23385384319
16,0.02208032127686
16,0.00270679883726
16,-0.030150598267
16,-0.0001617708014
16,0.28283484883625
16,0.84899642697485
16,-0.0306274087742
16,2.8114648063675
17,-4.7542121712527
17,0.0262930058075
17,-0.0451600220853
17,0.31365543815579
17,2.69698723133661
18,-2.6212506424256
18,0.02500786767599
18,-0.0064353624915
18,-0.0181160955519
18,0.17155493621885
18,0.00208975000821
18,0.82796197655855
19,-13.822079407722
19,-0.0011553080451
19,-0.0104304000688
19,-0.0153062504235
19,-0.0006432322374
19,2.36310268508407
19,-0.0914297525684
19,0.97979896659652
19,0.00503375497225
20,-6.0818518674175
20,0.02151869905626
20,-0.0067655571604
20,-0.0196108509177
20,-0.0003748828944
20,0.97952675312816
20,-0.0375634893489
20,1.48720379766924
21,-7.9976553662612
21,0.00491098599199
21,-0.0078436832372
21,-0.0250249702169
21,-0.0001917398519
21,0.25663889979547
21,1.32418302507947
21,-0.0518073355102
21,1.52838023677232
21,0.00521579625901
22,-6.5444182830956
22,0.01836174336066
22,-0.0091203936993
22,-0.0241772901112
22,-0.0001512266221
22,0.32516916057668
22,0.6446550499438
22,-0.0187059866736
22,0.00083597263616
22,1.85803203718724
23,0.45761780565323
23,0.00566277189033
23,0.74041685286592
24,-4.5118850915459
24,0.02931091640363
24,-0.0047539920539
24,-0.0300173316883
24,0.53454597381182
24,0.15972834625646
24,2.20049117236614
25,-7.6949845309012
25,0.01930746742748
25,-0.0080638180905
25,-0.021337134569
25,-0.0007090591346
25,0.32255208238924
25,1.20842195187119
25,-0.0486273764393
25,1.54590060693513
26,0.00441295363948
26,-0.0045478520506
26,0.43697737488378
26,-0.0140128038953
27,2.58542822970285
27,0.01695391224537
27,-0.0073165721728
27,-0.0004291909405
27,-0.1410563873051
27,1.12365624414229
28,0.12335022566903
28,0.02860219775787
28,-0.0151893062921
28,1.64737087440168
29,-2.3025814189786
29,0.02443388602846
29,-0.0006104380854
29,0.34674430096412
29,0.16881813928703
29,1.02286441621322
30,-25.205699409197
30,0.11780700673409
30,2.91722718297796
30,-0.0861903917209
30,0.98680926860148
30,-0.0248301457726
31,-1.7123404147726
31,0.03325827726563
31,-0.003691911467
31,-0.0081751638796
