"idp","XCOORD","YCOORD","xl93","yl93","dc","dep"
19,5.75082,48.310076,903872,6804836,NA,"88"
23,7.145612,48.801732,1004318,6863931,NA,"57"
45,-0.759158,43.026571,393417,6221638,NA,"64"
54,3.005469,44.489538,700394,6376921,NA,"12"
69,1.193937,48.318031,566084,6803699,NA,"28"
83,-0.879391,45.182579,395385,6461381,NA,"33"
98,1.256908,45.259857,563253,6463989,NA,"19"
101,6.828817,47.661365,987222,6736164,NA,"90"
147,3.990417,48.078133,773713,6775969,NA,"10"
168,3.17529,47.457199,713166,6706531,8,"58"
170,6.479061,48.304713,957850,6806370,NA,"88"
188,5.64845,47.971005,897550,6766916,NA,"52"
190,1.236741,47.562962,567383,6719746,NA,"41"
207,1.550874,46.090049,587997,6555702,NA,"23"
214,4.902202,49.158966,838707,6897338,NA,"51"
233,5.722033,49.534243,897047,6940813,8,"54"
244,3.486195,47.112667,736826,6668359,NA,"58"
259,2.352047,43.988033,647979,6321418,NA,"81"
271,4.3101,46.579537,800279,6609866,NA,"71"
276,2.031493,48.01746,627754,6769207,8,"45"
296,2.740278,46.056077,679879,6550935,NA,"63"
321,2.250406,45.301053,641210,6467334,NA,"19"
335,5.421254,48.211192,879787,6793051,NA,"52"
344,7.274746,49.012549,1012521,6887845,NA,"57"
373,1.224578,49.414884,571097,6925584,NA,"76"
526,0.806229,49.589971,541281,6945821,NA,"76"
534,5.304985,46.629994,876281,6617211,8,"71"
554,2.575204,43.754037,665741,6295295,NA,"81"
572,6.309591,45.356269,959018,6478617,NA,"73"
617,4.166944,46.97788,788664,6653930,NA,"71"
652,1.30221,42.83275,561007,6194281,NA,"9"
653,0.996216,47.614408,549447,6725891,NA,"41"
694,1.53504,47.169595,588998,6675598,NA,"36"
698,6.290254,47.590876,947167,6726518,NA,"70"
711,5.106277,46.833041,860483,6639329,NA,"71"
771,1.670298,49.022834,602710,6881345,NA,"75"
782,3.145218,47.223524,710948,6680569,NA,"58"
791,1.850652,47.279311,613079,6687388,NA,"41"
826,-0.420851,45.176903,431334,6459087,NA,"33"
834,1.804153,49.293066,612954,6911242,NA,"60"
836,5.163587,47.425748,863046,6705257,8,"21"
852,4.77436,47.614573,833241,6725497,8,"21"
875,1.013506,45.85107,545819,6530075,NA,"87"
906,1.181985,42.741693,550936,6184376,NA,"9"
932,5.92128,44.883192,930581,6424913,8,"38"
947,6.600092,49.128533,962641,6898271,8,"57"
959,6.428629,49.386412,948893,6926373,8,"57"
990,6.407246,49.117251,948633,6896393,8,"57"
999,2.379097,46.920488,652710,6647086,NA,"18"
1002,2.604472,44.707089,668629,6401165,NA,"12"
1005,5.33137,48.051545,873637,6775116,NA,"52"
1030,0.835932,46.694714,534611,6624091,8,"86"
1040,2.489086,48.665099,662334,6840870,NA,"75"
1055,3.20458,49.25518,714855,6906388,NA,"2"
1087,-0.084754,43.889124,452125,6315056,NA,"32"
1096,1.508102,47.205386,587033,6679611,NA,"36"
1113,5.891445,48.791845,912331,6858729,NA,"54"
1118,-1.378659,43.510605,345930,6277967,NA,"40"
1181,2.562619,46.848301,666631,6638975,NA,"18"
1199,3.052998,46.25247,704042,6572713,NA,"3"
1210,4.32314,49.780971,795315,6965672,NA,"8"
1274,0.73686,49.157785,534887,6897901,NA,"27"
1288,1.646091,48.789022,600494,6855379,NA,"75"
1315,-0.880087,43.436671,385803,6267651,NA,"64"
1318,6.494258,47.475657,963051,6714389,NA,"25"
1344,2.500844,43.772151,659764,6297343,NA,"81"
1356,2.222232,46.596556,640419,6611217,NA,"18"
1364,3.143775,48.878175,710504,6864449,7,"77"
1372,3.3861,48.732461,728356,6848307,NA,"77"
1384,3.746138,48.980426,754575,6876068,NA,"51"
1390,5.729353,49.22832,898753,6906817,NA,"55"
1414,3.620097,47.201231,746902,6678267,NA,"58"
1422,4.436753,47.153254,808817,6673744,NA,"21"
1428,4.616342,47.65377,821284,6729596,NA,"21"
1441,5.108413,47.895063,857496,6757267,NA,"52"
1442,4.573285,45.998643,821715,6545737,NA,"69"
1445,3.134498,46.50385,710273,6600637,NA,"3"
1446,2.29956,48.017849,647739,6769039,NA,"45"
1447,3.560724,46.913963,742634,6646327,8,"58"
1464,0.683712,45.68473,519694,6512308,NA,"24"
1485,1.867144,48.41255,616132,6813275,NA,"28"
1548,6.735657,47.502782,981071,6718231,NA,"25"
1609,2.301509,45.139157,645056,6449318,NA,"15"
1659,1.111007,49.55751,563235,6941640,NA,"76"
1711,5.517144,48.460585,886023,6820979,NA,"55"
1718,5.435555,45.257958,890965,6465215,NA,"38"
1723,1.17446,45.546935,557525,6496008,NA,"87"
1755,2.378686,46.380684,652207,6587138,NA,"3"
1846,5.892564,44.830094,928531,6418936,NA,"38"
1866,0.577409,49.011742,522762,6882011,NA,"27"
1886,-1.570875,47.77253,357794,6751455,NA,"44"
1924,4.316419,48.18102,797797,6787756,NA,"10"
1941,6.029967,47.293278,928889,6692700,NA,"25"
1942,1.613215,47.242077,595060,6683541,NA,"36"
1959,-0.47569,48.272004,442158,6802727,NA,"53"
2044,2.149465,44.995084,632933,6433435,NA,"15"
2052,-0.475342,45.247548,427403,6467112,NA,"33"
2070,4.908562,48.187539,841781,6789379,NA,"52"
2114,0.610399,46.385559,516345,6590270,NA,"86"
2123,9.154343,42.078905,1209707,6128797,NA,"2B"
2228,-0.791989,44.987016,401199,6439353,NA,"33"
2235,4.245668,47.714427,793357,6735830,NA,"21"
2312,5.796456,44.095024,923831,6337057,NA,"4"
2319,5.563786,47.90137,891487,6758974,NA,"52"
2359,1.773045,47.117032,606933,6669453,NA,"36"
2394,4.960571,48.690124,844258,6845322,NA,"51"
2418,7.126024,47.703563,1009256,6741969,8,"68"
2426,0.464303,47.607056,509479,6726223,8,"37"
2436,0.607687,43.201143,505421,6236696,NA,"31"
2438,3.691069,48.963094,750561,6874104,NA,"51"
2442,3.891861,47.467797,767140,6708073,NA,"89"
2510,3.024742,48.123749,701800,6780576,NA,"89"
2525,2.251105,44.851291,640791,6417384,NA,"15"
2547,3.371791,48.01328,727680,6768365,NA,"89"
2553,7.476306,49.112095,1026616,6899715,8,"57"
2564,3.200062,48.985628,714602,6876407,NA,"77"
2575,4.512109,47.709747,813342,6735659,NA,"21"
2586,1.191716,47.184688,563036,6677813,NA,"37"
2618,5.672176,45.377171,909067,6479047,8,"38"
2621,5.226741,49.079644,862622,6889138,NA,"55"
2660,5.946443,48.016206,919585,6772723,NA,"88"
2695,2.250832,45.03119,640959,6437364,8,"15"
2702,6.007501,48.122328,923685,6784679,NA,"88"
2740,2.682244,45.04868,674942,6439077,NA,"15"
2747,5.646504,48.367053,895930,6810901,NA,"88"
2762,1.589532,45.154634,589128,6451784,NA,"19"
2776,1.937669,42.71128,612829,6179864,NA,"9"
2785,5.934591,48.628584,916173,6840707,NA,"54"
2796,7.627293,48.97942,1038486,6885620,NA,"67"
2845,-0.606556,48.682633,434542,6848760,NA,"61"
2846,-0.453166,43.286708,419617,6249392,NA,"64"
2851,5.665044,45.68354,907361,6513032,NA,"1"
2868,5.968456,45.998347,929649,6548809,NA,"74"
2923,-3.906186,48.302114,188489,6822780,NA,"29"
2931,5.978566,49.256991,916776,6910660,NA,"54"
2936,5.312285,48.663836,870223,6843101,NA,"55"
2963,0.584765,43.146854,503373,6230720,NA,"31"
2997,3.334361,46.034395,725820,6548549,NA,"63"
3042,-1.104893,43.069973,365499,6227861,NA,"64"
3065,1.396829,47.528386,579340,6715649,NA,"41"
3076,1.566881,48.626739,594348,6837442,NA,"28"
3107,1.024553,48.621974,554376,6837775,8,"28"
3135,1.792468,47.800755,609567,6745376,NA,"45"
3173,2.793622,49.347282,684959,6916634,NA,"60"
3203,2.35211,44.257761,648230,6351385,NA,"12"
3241,-3.647921,48.171262,206347,6806647,NA,"29"
3251,0.1915,45.136421,479237,6452697,NA,"24"
3263,3.472865,46.482988,736234,6598420,NA,"3"
3265,3.069937,47.511887,705223,6712594,NA,"58"
3274,5.94674,48.412235,917965,6816707,NA,"54"
3300,4.458106,47.692752,809328,6733695,NA,"21"
3302,2.008384,47.423787,625203,6703274,NA,"41"
3346,0.033007,44.665318,464821,6400865,NA,"33"
3361,2.642208,47.010048,672777,6656909,NA,"18"
3456,2.537877,47.244174,665003,6682955,NA,"18"
3467,6.610323,47.597546,971165,6728309,NA,"70"
3470,6.969553,47.74594,997300,6746070,NA,"90"
3498,-3.720264,48.564311,204702,6850631,NA,"29"
3513,2.585372,46.092519,667924,6555033,8,"63"
3527,4.890021,47.252102,842891,6685444,NA,"21"
3542,4.328312,47.785009,799421,6743772,NA,"89"
3567,0.896588,45.399734,535414,6480206,NA,"24"
3593,7.455536,47.797685,1033342,6753752,NA,"68"
3608,0.278733,46.902018,492846,6648418,NA,"86"
3624,6.034691,49.27326,920790,6912624,8,"57"
3640,6.071494,47.129843,932731,6674681,8,"25"
3678,5.040235,47.608689,853225,6725326,NA,"21"
3688,5.494763,45.850538,893528,6531135,NA,"1"
3721,4.702421,48.389768,825981,6811500,NA,"10"
3722,2.542374,48.413307,666096,6812856,8,"77"
3804,-1.001632,44.674803,382939,6405535,8,"33"
3835,5.497734,48.587062,884144,6834986,NA,"55"
3849,5.733363,48.040583,903615,6774859,8,"52"
3854,3.464371,47.328808,735030,6692357,NA,"58"
3857,6.551138,48.194103,963742,6794327,NA,"88"
3976,3.166892,46.917493,712660,6646581,NA,"58"
4000,0.293317,48.593635,500397,6836224,NA,"61"
4009,4.304918,47.155581,798825,6673829,NA,"21"
4017,5.013329,48.131216,849724,6783315,NA,"52"
4039,-0.536213,42.978848,411347,6215497,NA,"64"
4054,1.293994,45.997992,567932,6545878,NA,"87"
4058,4.815303,46.209622,839903,6569562,NA,"1"
4185,-3.689214,47.826421,200046,6768724,NA,"29"
4224,6.351342,48.399163,947943,6816449,NA,"88"
4303,2.40147,43.646417,651656,6283426,NA,"81"
4331,9.134495,42.116225,1207744,6132810,NA,"2B"
4356,2.806014,47.693148,685408,6732747,NA,"45"
4357,3.633541,44.48392,750341,6376499,NA,"48"
4369,4.894426,49.55462,837084,6941328,NA,"8"
4379,0.289512,47.999963,497852,6770289,NA,"72"
4384,-2.941232,47.844665,255986,6766274,NA,"56"
4404,2.001604,48.502909,626208,6823184,NA,"75"
4408,-0.530524,45.822289,425931,6531067,NA,"17"
4427,4.812504,49.574299,831105,6943378,8,"8"
4428,1.885135,49.455105,619100,6929181,NA,"60"
4435,2.902793,44.274292,692200,6353014,NA,"12"
4437,5.987007,46.664242,928287,6622760,8,"39"
4474,3.526951,45.384707,741197,6476483,NA,"43"
4531,2.959273,49.400448,697002,6922530,NA,"60"
4579,-0.14921,48.207384,466074,6794535,NA,"53"
4580,0.945124,48.549138,548313,6829830,8,"28"
4588,-0.007153,47.436525,473358,6708535,8,"49"
4614,4.216868,46.149146,793877,6561961,NA,"42"
4615,1.111234,44.934479,550966,6428125,NA,"24"
4618,0.951673,49.322201,551026,6915756,NA,"76"
4645,6.247502,48.456654,940001,6822513,NA,"54"
4667,1.436171,46.772998,580638,6631701,NA,"36"
4671,1.172366,46.860591,560738,6641859,NA,"36"
4707,2.479713,45.247022,659142,6461189,NA,"15"
4715,-0.758233,48.948617,424795,6878822,NA,"14"
4716,5.663452,47.358441,900964,6698936,8,"70"
4760,3.736007,47.595722,755268,6722163,NA,"89"
4798,3.157005,44.542477,712432,6382814,NA,"48"
4866,3.940586,49.085825,768668,6887941,NA,"51"
4897,5.773716,44.131743,921868,6341070,NA,"4"
4926,2.224846,45.337016,639246,6471347,NA,"19"
4930,4.988045,49.229021,844771,6905282,NA,"55"
4942,5.75782,48.00386,905579,6770844,NA,"52"
4950,-1.278014,43.873946,356246,6317841,NA,"40"
4960,5.659683,46.87234,902498,6644964,8,"39"
4968,5.617108,47.03564,898656,6662983,NA,"39"
5022,2.247196,47.280302,643054,6687137,NA,"18"
5049,0.021877,44.935037,465069,6430835,NA,"24"
5062,0.044972,44.989507,467116,6436812,8,"24"
5073,3.009781,46.95451,700703,6650679,NA,"18"
5088,5.006426,47.465476,851090,6709356,NA,"21"
5152,3.487232,44.701421,738557,6400576,NA,"48"
5198,4.204463,47.301215,790968,6689883,8,"21"
5209,2.709779,45.372433,677242,6475024,NA,"15"
5213,2.958992,44.83159,696718,6414916,NA,"15"
5231,6.068819,48.228419,927786,6796636,8,"88"
5248,2.986346,49.364365,698967,6918515,NA,"60"
5340,2.274934,46.164749,644013,6563227,NA,"23"
5342,1.147332,46.806351,558690,6635881,NA,"36"
5355,5.978006,48.861205,918395,6866672,NA,"54"
5383,2.302583,43.430731,643464,6259520,NA,"11"
5386,3.399677,48.066985,729729,6774343,NA,"89"
5400,0.09764,43.047914,463336,6221062,8,"65"
5413,4.164492,46.131998,789863,6559996,NA,"42"
5420,6.110959,48.065033,931628,6778615,NA,"88"
5476,4.948771,48.99613,842550,6879316,8,"51"
5497,0.908653,42.953979,529161,6208530,NA,"9"
5506,3.673339,47.218616,750916,6680231,NA,"58"
5508,3.402683,49.541065,729117,6938249,NA,"2"
5535,3.333759,47.419963,725123,6702433,8,"58"
5548,2.932163,49.436515,695037,6926544,8,"60"
5558,3.930763,47.881081,769529,6754020,NA,"89"
5580,5.603699,49.411637,888932,6926890,NA,"55"
5600,-0.776288,47.886468,417830,6760956,NA,"53"
5606,3.422208,46.555457,732305,6606446,NA,"3"
5611,1.544352,46.539873,588414,6605657,NA,"36"
5655,2.300614,46.488652,646313,6599178,NA,"18"
5674,1.972416,48.808446,624494,6857177,NA,"75"
5724,4.552267,48.032881,815647,6771615,NA,"10"
5747,5.131114,48.830129,856387,6861208,8,"55"
5763,6.266353,47.627709,945203,6730532,NA,"70"
5775,5.130614,46.796438,862447,6635315,NA,"71"
5797,7.161086,48.675029,1006195,6849923,NA,"57"
5805,4.825242,49.268464,832813,6909382,NA,"8"
5843,-0.436759,49.06443,448877,6890617,NA,"14"
5845,0.891254,44.625965,532702,6394309,NA,"24"
5867,2.249555,45.840843,641713,6527277,NA,"23"
5897,-0.14989,46.515472,458528,6606735,NA,"79"
5934,6.419221,47.190092,958778,6682450,8,"25"
5983,5.256574,46.217098,873889,6571269,NA,"1"
5998,5.491429,49.378677,880902,6922962,8,"55"
6011,2.770824,46.649769,682432,6616859,NA,"3"
6138,1.396332,43.049221,569198,6218186,NA,"9"
6149,2.594262,47.981599,669689,6764857,NA,"45"
6161,5.778279,44.617657,920334,6395030,NA,"5"
6208,5.629408,44.658213,908380,6399128,NA,"26"
6209,6.207419,46.819106,944428,6640606,NA,"25"
6214,4.416379,45.947648,809675,6539845,NA,"69"
6230,-0.258626,46.062947,448125,6556862,NA,"79"
6243,7.491066,48.985386,1028493,6885707,NA,"57"
6286,2.007833,47.513734,625287,6713266,NA,"41"
6292,4.490582,47.836113,811463,6749666,NA,"21"
6318,-3.421617,48.074395,222238,6794527,NA,"56"
6323,3.519673,47.436205,739128,6704313,NA,"58"
6325,5.058654,47.968219,853567,6765295,NA,"52"
6335,3.922665,47.611319,769274,6724043,8,"89"
6380,-0.374311,43.180844,425512,6237357,NA,"64"
6421,5.837976,47.191203,914797,6680830,NA,"25"
6456,4.661062,48.066751,823675,6775543,NA,"10"
6463,6.084322,49.199766,924719,6904595,NA,"57"
6494,-0.72187,46.483528,414550,6605099,NA,"85"
6499,5.984933,49.346728,916862,6920653,NA,"57"
6521,2.180012,43.16105,633224,6229638,NA,"11"
6536,2.400484,42.747943,650818,6183542,NA,"66"
6537,2.923934,48.717672,694363,6846596,7,"77"
6555,4.574209,44.756693,824536,6407838,NA,"7"
6565,2.430094,46.038769,655884,6549139,NA,"23"
6600,3.775085,47.073439,758774,6664177,NA,"58"
6601,1.176245,46.680687,560572,6621877,NA,"36"
6614,1.821368,44.832127,606809,6415670,NA,"46"
6616,-0.540694,43.068628,411429,6225486,8,"64"
6647,2.661247,45.804421,673649,6523012,NA,"63"
6662,-2.678584,48.180641,278261,6802068,NA,"22"
6668,-0.46186,43.970018,422240,6325292,NA,"40"
6682,1.555398,47.583531,591381,6721544,8,"41"
6763,4.229939,48.020544,791648,6769821,NA,"10"
6769,5.072639,48.237815,853824,6795272,NA,"52"
6780,5.358176,48.986468,872530,6879059,NA,"55"
6787,0.019844,43.154119,457442,6233098,NA,"65"
6822,4.914695,47.21555,844855,6681430,8,"21"
6831,5.218824,45.011752,874741,6437381,NA,"26"
6839,5.008938,49.102694,846650,6891274,NA,"55"
6848,6.125519,48.640631,930180,6842585,8,"54"
6851,2.804421,47.513265,685239,6712763,NA,"45"
6855,2.171174,46.218621,636070,6569288,NA,"23"
6859,1.9401,45.912147,617802,6535470,NA,"23"
6867,0.917205,46.587769,540506,6612051,NA,"86"
6886,0.827769,43.240415,523433,6240543,NA,"31"
6891,4.974244,48.959598,844515,6875301,NA,"51"
6909,0.616499,49.479607,527191,6933944,NA,"76"
6945,5.124871,47.192658,860825,6679295,NA,"21"
6977,6.371918,47.263819,954850,6690478,NA,"25"
6998,3.332074,47.330017,725038,6692441,NA,"58"
7021,5.723185,47.464748,905063,6710892,8,"70"
7038,2.614708,46.776212,670561,6630948,8,"18"
7052,3.118022,47.169736,708899,6674591,NA,"58"
7090,2.352746,46.596611,650410,6611133,NA,"18"
7096,0.751537,49.571296,537267,6943855,NA,"76"
7108,4.487972,49.742227,807274,6961572,8,"8"
7109,-0.843468,43.221919,387604,6243662,8,"64"
7125,3.379514,45.69208,729495,6510551,NA,"63"
7152,4.422281,47.459464,807108,6707733,NA,"21"
7157,6.269052,48.023822,943584,6774515,8,"88"
7168,2.180988,42.801728,632889,6189685,NA,"11"
7221,3.330409,47.240069,724954,6682449,8,"58"
7235,4.030198,47.645788,777302,6727972,NA,"89"
7273,1.645897,46.75647,596607,6629570,NA,"36"
7281,1.990978,46.020275,621899,6547425,NA,"23"
7299,0.463142,45.375299,501430,6478490,NA,"24"
7312,3.017419,45.478944,701320,6486811,NA,"63"
7362,4.32182,44.761521,804556,6408008,NA,"7"
7379,1.303817,42.742945,560924,6184293,NA,"9"
7415,0.412722,45.356442,497417,6476525,NA,"24"
7436,0.737979,42.93359,515161,6206648,NA,"31"
7458,6.123878,48.244661,931800,6798600,NA,"88"
7528,1.901918,47.477414,617260,6709337,8,"41"
7571,6.009046,48.914236,920446,6872651,NA,"54"
7581,4.748453,48.80253,828372,6857450,NA,"51"
7589,7.08731,47.867335,1005415,6759990,8,"68"
7615,-0.15942,47.289338,461236,6692646,NA,"49"
7622,5.387324,48.553978,876116,6831058,NA,"55"
7628,7.843288,48.95163,1054458,6883483,NA,"67"
7635,1.069587,43.42328,543577,6260354,NA,"31"
7636,6.015993,46.321052,931957,6584759,NA,"1"
7640,-0.632582,47.710207,427658,6740889,8,"49"
7650,1.075516,43.153743,543327,6230388,NA,"31"
7654,3.876773,47.863811,765515,6752055,NA,"89"
7656,3.079674,46.306285,706091,6578691,NA,"3"
7666,2.193408,47.622054,639376,6725140,NA,"41"
7727,1.829539,43.932906,605974,6315776,NA,"81"
7730,1.887214,46.073897,613956,6553487,NA,"23"
7756,5.420116,46.356826,886015,6587152,NA,"39"
7784,2.642732,47.100011,672862,6666901,NA,"18"
7899,7.594572,48.926831,1036435,6879642,NA,"67"
7912,6.0967,47.489245,933075,6714648,8,"70"
7919,2.352136,44.347688,648314,6361375,NA,"12"
7921,4.876581,49.195475,836742,6901353,NA,"51"
7931,1.585035,47.367845,593179,6697547,2,"41"
7964,2.998731,46.054861,699861,6550767,NA,"63"
8000,-0.047353,48.335431,474184,6808459,NA,"72"
8049,2.700432,47.837427,677549,6748802,NA,"45"
8067,-0.502936,45.786977,427897,6527054,NA,"17"
8077,4.725141,47.111628,830765,6669559,NA,"21"
8081,5.934803,49.024447,914553,6884694,NA,"54"
8083,4.529828,47.493466,815136,6711661,NA,"21"
8139,4.895436,47.917915,841525,6759402,NA,"21"
8154,4.849652,48.080863,837682,6777423,NA,"52"
8157,5.403166,48.823431,876373,6861037,NA,"55"
8173,4.977694,46.349982,852029,6585445,NA,"1"
8196,4.542668,46.52127,818212,6603718,NA,"71"
8206,5.013605,49.192489,846736,6901267,NA,"55"
8219,-0.797601,48.245876,418159,6800926,8,"53"
8220,4.306303,47.911336,797541,6757779,NA,"89"
8236,5.024088,46.762984,854420,6631387,NA,"71"
8243,0.770812,48.942526,536687,6873900,NA,"27"
8244,5.034971,46.45666,856127,6597400,8,"1"
8265,2.138926,47.96373,635698,6763144,NA,"45"
8318,7.580081,49.05356,1034558,6893650,8,"57"
8334,1.343665,46.106407,572028,6557833,NA,"87"
8378,5.147559,48.128083,859716,6783230,NA,"52"
8385,4.733806,46.715432,832388,6625580,NA,"71"
8386,3.264782,46.502866,720264,6600553,NA,"3"
8428,5.016113,49.767642,845285,6965245,8,"8"
8557,1.663567,47.440288,599241,6705490,NA,"41"
8583,-0.841767,43.635698,389979,6289594,NA,"40"
8591,3.565645,45.978131,743753,6542403,NA,"63"
8604,2.379749,47.730062,653466,6737013,NA,"45"
8626,3.642639,45.959269,749731,6540354,NA,"63"
8645,0.97783,48.333725,550113,6805831,NA,"28"
8648,3.272546,46.952667,720687,6650510,NA,"58"
8703,1.567571,43.068556,583198,6220067,8,"9"
8710,5.217543,47.442419,867060,6707221,NA,"21"
8748,-1.518885,47.792273,361807,6753421,NA,"35"
8770,5.819144,47.713991,911299,6738818,8,"70"
8787,-0.298006,45.269894,441406,6468995,NA,"17"
8798,6.534325,48.320763,961864,6808334,NA,"88"
8800,2.199694,45.19305,637114,6455379,NA,"19"
8824,6.930481,47.603338,995164,6730100,NA,"90"
8861,3.248406,47.078814,718807,6664515,NA,"58"
8866,4.00757,46.926319,776623,6648037,NA,"58"
8867,1.353388,45.56665,571529,6497890,NA,"87"
8870,6.317789,47.247684,950836,6688514,NA,"25"
8886,2.672512,43.430213,673430,6259268,NA,"34"
8905,5.570883,45.830362,899505,6529085,NA,"1"
8921,6.181417,47.558509,939139,6722590,NA,"70"
8932,2.827078,44.202721,686139,6345073,NA,"12"
8936,6.086718,48.101819,929664,6782629,NA,"88"
8948,1.845698,47.818978,613581,6747341,NA,"45"
8995,3.656687,47.614639,749290,6724212,NA,"89"
9010,1.413091,48.122127,581889,6781582,NA,"28"
9037,3.098554,47.655617,707357,6728564,NA,"89"
9113,1.788682,45.58762,605513,6499604,NA,"19"
9116,3.105062,48.105258,707779,6778526,NA,"89"
9171,4.841099,47.9011,837511,6757438,NA,"21"
9203,5.135283,46.886351,862533,6645307,NA,"71"
9250,4.853276,47.594889,839219,6723447,NA,"21"
9285,3.429437,45.619627,733424,6502525,NA,"63"
9311,2.353012,47.496214,651249,6711050,NA,"18"
9341,5.426544,48.301039,879873,6803044,8,"52"
9347,2.920947,43.608913,693575,6279078,NA,"34"
9385,3.705712,47.452149,753134,6706193,NA,"89"
9386,1.498463,49.506931,591168,6935411,NA,"76"
9391,-3.894637,47.977991,186201,6786822,NA,"29"
9399,6.736791,49.123588,972634,6898185,8,"57"
9400,2.932178,44.687825,694585,6398949,8,"12"
9412,5.880218,46.631582,920260,6618832,NA,"39"
9414,2.085449,47.945641,631684,6761179,NA,"45"
9461,-0.839444,48.046768,413981,6778975,NA,"53"
9473,6.207584,47.917821,939484,6762558,8,"70"
9495,5.42455,49.182606,876716,6901010,NA,"55"
9496,1.561519,48.986236,594681,6877415,NA,"75"
9525,5.952606,48.10603,919671,6782715,NA,"88"
9531,6.596936,48.426563,965965,6820291,NA,"88"
9565,0.664033,47.178234,523069,6678145,NA,"37"
9580,5.282114,48.610614,868173,6837122,8,"55"
9589,4.620219,47.74367,821370,6739588,NA,"21"
9649,-0.121205,43.007163,445324,6217215,NA,"65"
9696,2.019106,45.624501,623529,6503450,NA,"19"
9762,3.989808,49.768012,771312,6963878,NA,"2"
9780,0.001154,43.009906,455313,6217133,NA,"65"
9810,2.080657,48.934555,632606,6871101,NA,"75"
9822,1.491148,43.265657,577388,6242092,NA,"9"
9828,6.082961,48.803959,926338,6860607,NA,"54"
9830,0.295432,45.76833,489805,6522547,NA,"16"
9927,1.940122,49.473261,623115,6931146,NA,"60"
9931,3.603158,44.250446,748123,6350544,NA,"48"
9946,3.546202,48.60508,740229,6834215,NA,"10"
9953,2.008934,47.333835,625119,6693282,NA,"41"
9962,4.624095,47.833566,821455,6749580,8,"21"
9974,6.10217,45.687719,941345,6514738,NA,"73"
9999,7.063851,47.904323,1003452,6764004,8,"68"
10002,-2.235559,47.423983,305540,6715907,NA,"44"
10012,-0.955038,43.452398,379827,6269698,NA,"64"
10017,3.225639,47.294903,717011,6688512,8,"58"
10058,1.789503,42.926189,601044,6203936,NA,"9"
10136,1.994357,45.480483,621397,6487482,NA,"19"
10140,6.3652,49.280615,944792,6914416,NA,"57"
10164,2.216229,49.294188,642935,6910991,8,"60"
10205,0.582418,48.058684,519885,6776102,NA,"72"
10235,2.067224,46.272408,628128,6575350,NA,"23"
10308,1.226928,42.939785,555114,6206316,NA,"9"
10366,7.810366,48.89909,1052407,6877504,NA,"67"
10410,3.472023,47.688558,735369,6732325,NA,"89"
10442,5.237616,44.885247,876619,6423378,NA,"26"
10447,2.455275,45.732853,657597,6515154,8,"23"
10486,5.431853,48.39088,879959,6813037,NA,"88"
10491,0.920759,43.457379,531623,6264449,NA,"32"
10512,7.452549,49.149134,1024652,6903730,NA,"57"
10566,6.119089,47.056235,936659,6666653,NA,"25"
10580,4.041229,47.159784,778842,6673999,NA,"58"
10588,-0.860015,43.077558,385476,6227697,NA,"64"
10590,5.47074,48.137895,883716,6785023,NA,"52"
10596,3.487105,49.612156,735181,6946194,NA,"2"
10794,6.14458,47.415638,937003,6706620,NA,"70"
10815,4.721344,49.989378,823503,6989419,NA,"8"
10847,2.125346,44.671235,630634,6397488,NA,"46"
10874,5.742497,49.012099,900545,6882816,NA,"55"
10878,0.119972,44.379209,470551,6368849,NA,"47"
10880,2.141579,47.244186,635027,6683207,NA,"18"
10884,3.590624,45.941866,745717,6538390,NA,"63"
10896,3.805156,44.319869,764174,6358400,NA,"48"
10904,5.134261,47.372456,860996,6699279,NA,"21"
10919,5.482507,47.435518,887044,6707049,NA,"70"
10941,6.179398,47.16231,940759,6678608,8,"25"
10966,4.348999,44.815014,806605,6413985,NA,"7"
10983,5.816644,45.642916,919315,6508933,NA,"73"
11002,0.837865,48.511869,540286,6825900,8,"61"
11004,0.1365,47.169368,483102,6678476,NA,"37"
11034,4.873746,44.678223,848443,6399642,NA,"26"
11035,5.450379,44.159449,895913,6343291,NA,"26"
11049,4.585207,48.176186,817782,6787586,NA,"10"
11073,3.053568,48.267445,703934,6796547,NA,"89"
11096,0.860725,47.702731,539538,6735967,NA,"41"
11132,0.233522,47.387155,491294,6702391,NA,"37"
11142,7.739999,49.010399,1046515,6889548,NA,"67"
11162,5.107125,48.38096,855959,6811244,NA,"52"
11186,2.250557,45.211097,641127,6457344,8,"15"
11212,6.026441,45.708245,935368,6516787,NA,"73"
11299,-3.245659,48.19109,236325,6806405,NA,"22"
11329,4.674325,47.76059,825384,6741552,NA,"21"
11339,2.075023,44.653143,626622,6395524,NA,"46"
11355,7.419897,49.096497,1022601,6897751,NA,"57"
11389,2.224473,45.516933,639413,6491327,NA,"19"
11409,4.429735,46.973391,808647,6653760,8,"71"
11412,2.27482,46.25472,644096,6573218,8,"23"
11420,-3.010888,48.003734,252135,6784292,NA,"56"
11449,-1.985177,47.938031,327980,6771684,NA,"35"
11458,5.933783,47.044171,922653,6664775,NA,"25"
11516,2.788879,48.808152,684454,6856674,NA,"77"
11528,0.558297,45.592819,509621,6502400,NA,"24"
11539,3.211559,48.050555,715722,6772463,NA,"89"
11557,0.526315,48.129786,515955,6784129,NA,"72"
11579,2.599012,43.538264,667537,6271305,NA,"81"
11596,1.916124,45.678139,615587,6509511,NA,"19"
