"idp","XCOORD","YCOORD","xl93","yl93","dc","dep"
124619,5.969487,44.845594,934542,6420882,NA,"38"
124620,5.918286,47.206747,920810,6682777,NA,"25"
124634,3.941691,49.121766,768701,6891939,NA,"51"
124635,1.204598,42.831754,553017,6194347,NA,"9"
124658,7.482168,47.796506,1035340,6753734,NA,"68"
124691,6.293784,44.420218,962117,6374689,NA,"4"
124697,6.134021,45.776714,943430,6524711,NA,"74"
124706,1.996356,45.156631,621096,6451517,NA,"19"
124751,4.528761,45.531506,819274,6493803,NA,"42"
124804,0.599337,45.917425,513915,6538333,NA,"16"
124854,7.122134,47.956009,1007501,6769965,NA,"68"
124855,2.620094,47.801671,671520,6744855,NA,"45"
124973,5.955819,48.933857,916466,6874684,NA,"54"
125007,0.837135,47.59447,537440,6723992,NA,"37"
125015,2.65676,45.030759,672927,6437095,NA,"15"
125145,6.845874,48.489344,984021,6828129,NA,"54"
125148,2.650297,48.395087,674073,6810790,NA,"77"
125160,4.220866,44.763292,796565,6408076,NA,"7"
125173,5.054105,48.400178,851979,6813276,8,"52"
125182,0.933038,47.991453,545799,6767892,NA,"41"
125245,5.924686,48.484909,916035,6824719,NA,"54"
125249,1.769823,47.422868,607218,6703425,NA,"41"
125251,4.095733,47.212952,782889,6679960,NA,"58"
125317,3.506592,48.047982,737706,6772277,NA,"89"
125337,6.549182,47.833954,965395,6754340,NA,"70"
125338,1.193437,49.576285,569248,6943589,NA,"76"
125344,5.312495,47.241977,874865,6685170,NA,"21"
125377,4.712214,48.605427,826186,6835483,8,"51"
125399,-1.037466,43.593779,373964,6285729,NA,"40"
125404,7.233964,48.293732,1013825,6807884,NA,"68"
125419,0.918711,44.536375,534617,6384303,NA,"47"
125435,-0.498782,43.213585,415556,6241434,NA,"64"
125446,5.253694,46.163158,873838,6565275,8,"1"
125455,0.533955,47.122285,513028,6672233,NA,"37"
125470,5.47932,47.381593,886992,6701054,NA,"21"
125509,0.095906,44.940159,470926,6431186,NA,"24"
125529,-0.940863,45.793062,393945,6529332,NA,"17"
125542,-0.761085,43.062475,393450,6225633,NA,"64"
125568,1.699747,46.630819,600487,6615548,NA,"36"
125569,1.737863,47.908408,605671,6757400,NA,"45"
125586,4.594934,47.150255,820807,6673641,NA,"21"
125587,1.96095,46.631981,620470,6615381,NA,"36"
125624,5.778721,47.913237,907491,6760835,8,"52"
125630,6.551521,47.527637,967100,6720350,NA,"70"
125641,6.073994,47.165779,932765,6678677,NA,"25"
125650,6.788369,49.08568,976597,6894153,NA,"57"
125682,1.764168,45.479535,603414,6487632,8,"19"
125692,1.329744,46.862091,572728,6641760,NA,"36"
125716,0.88044,48.925938,544665,6871835,NA,"27"
125719,4.170708,47.859563,787498,6751868,7,"89"
125744,1.835129,48.933779,614618,6871252,NA,"75"
125776,2.545747,49.25813,666886,6906792,NA,"60"
125787,6.333905,47.463287,951043,6712494,NA,"25"
125809,-0.904953,43.004276,381415,6219739,NA,"64"
125816,5.629715,48.529486,894086,6828905,NA,"55"
125835,4.261765,46.688361,796385,6621890,NA,"71"
125873,4.659097,46.194931,827897,6567666,8,"69"
125874,6.573537,48.805487,962330,6862295,8,"57"
125879,5.02016,49.318197,846856,6915258,NA,"8"
125894,5.366683,49.597611,871115,6947032,NA,"8"
125903,1.995246,45.336541,621263,6471497,NA,"19"
125937,7.541941,48.947152,1032455,6881675,NA,"57"
125982,2.783006,48.12491,683814,6780727,NA,"45"
126031,-0.579857,44.326819,414577,6365315,NA,"40"
126049,7.144482,47.612696,1011168,6731960,NA,"68"
126102,4.535964,48.285056,813887,6799611,NA,"10"
126159,5.1543,48.253888,859836,6797220,NA,"52"
126232,6.437658,48.810257,952337,6862382,NA,"57"
126313,1.322973,47.221899,573061,6681726,NA,"41"
126342,3.741219,46.78593,756504,6632221,8,"58"
126353,2.566617,47.783808,667506,6742891,NA,"45"
126370,-1.476181,47.199313,361267,6687472,NA,"44"
126390,6.098588,49.019403,926545,6884591,NA,"57"
126440,2.704661,44.598882,676520,6389111,NA,"12"
126507,3.249007,47.11479,718840,6668511,NA,"58"
126513,-2.233444,48.018665,310075,6781823,NA,"35"
126565,1.742915,47.45871,605253,6707438,NA,"41"
126579,6.99573,47.460176,1000865,6714462,NA,"90"
126598,-0.874504,48.621709,414506,6842929,NA,"50"
126604,1.634921,47.602034,597393,6723493,NA,"41"
126622,5.123392,48.686409,856250,6845219,NA,"55"
126667,-0.55447,48.234103,436129,6798779,NA,"53"
126678,3.340775,49.200203,724798,6900307,NA,"2"
126681,3.320907,49.595652,723171,6944296,NA,"2"
126707,1.854421,43.933017,607972,6315759,NA,"81"
126737,4.851367,48.116813,837716,6781420,NA,"52"
126750,6.463756,46.053367,967683,6556474,NA,"74"
126759,1.971528,48.934271,624611,6871168,NA,"75"
126834,4.760636,45.562725,837291,6497646,8,"69"
126849,2.978922,48.771318,698410,6852558,NA,"77"
126885,1.298341,43.048319,561207,6218253,NA,"9"
126892,3.696361,50.202634,749732,7012037,NA,"59"
126902,1.364731,46.376528,574276,6587790,NA,"87"
126963,-0.122314,48.207955,468073,6794519,8,"72"
126987,-3.160059,47.888637,240047,6772398,NA,"56"
126992,3.504833,45.546887,739351,6494482,NA,"63"
127021,4.297149,45.499809,801257,6489960,NA,"42"
127057,4.91474,48.313353,841901,6803369,NA,"52"
127116,1.48464,48.680114,588402,6843488,NA,"28"
127122,-1.027248,43.000502,371426,6219821,NA,"64"
127127,3.348327,46.79007,726530,6632474,NA,"58"
127134,3.168836,47.043431,712778,6660569,8,"58"
127198,1.189397,49.755879,569414,6963577,NA,"76"
127258,4.277904,47.138036,796810,6671847,NA,"21"
127320,3.215151,45.045738,716899,6438723,NA,"15"
127361,7.325708,47.839356,1023384,6757835,NA,"68"
127377,1.267522,47.260983,568961,6686157,NA,"41"
127381,1.660114,45.622906,595556,6503684,NA,"87"
127389,-0.201285,48.727964,464554,6852510,NA,"61"
127427,0.944174,48.585097,548347,6833828,NA,"28"
127469,5.328313,47.997633,873586,6769121,8,"52"
127490,5.580675,45.559956,901246,6499097,NA,"38"
127516,0.451101,47.22894,507132,6684273,NA,"37"
127543,2.567007,47.87374,667590,6752883,NA,"45"
127553,2.897532,48.789713,692431,6854608,NA,"77"
127555,-0.332465,48.635155,454478,6842600,NA,"61"
127578,6.844574,49.101574,980612,6896117,NA,"57"
127585,5.610538,46.49557,900140,6603018,NA,"39"
127661,6.487363,47.728097,961294,6742384,8,"70"
127662,6.028035,48.031668,925598,6774670,8,"88"
127690,3.170398,47.26293,712844,6684950,NA,"58"
127697,5.360273,49.022384,872564,6883056,NA,"55"
127700,-1.251968,47.008393,377074,6665359,NA,"85"
127701,-0.582471,43.409174,409744,6263459,NA,"64"
127704,4.88082,48.170154,839766,6787398,NA,"52"
127710,5.847567,46.12826,919779,6562882,NA,"1"
127716,1.463814,46.683241,582553,6621693,NA,"36"
127728,0.242011,48.5208,496333,6828263,8,"61"
127796,7.734378,48.956606,1046463,6883552,NA,"67"
127812,3.690639,46.858522,752575,6640248,NA,"58"
127884,-1.091587,45.320297,379532,6477496,NA,"33"
127910,2.712461,45.768273,677612,6518982,NA,"63"
127965,-0.169602,44.121069,446346,6341077,NA,"40"
128029,0.731868,47.557082,529413,6720062,NA,"37"
128049,5.409822,47.095386,882721,6669115,NA,"39"
128053,2.745237,46.721839,680501,6624869,NA,"3"
128097,-3.03284,48.219041,252329,6808274,NA,"22"
128098,3.030892,42.476303,702503,6153141,NA,"66"
128099,-0.989849,46.602075,394682,6619251,NA,"85"
128108,4.328056,49.906637,795434,6979664,NA,"8"
128112,3.65644,48.675828,748291,6842142,8,"51"
128156,4.398203,44.778116,810567,6409955,NA,"7"
128159,6.762157,47.501766,983069,6718213,8,"25"
128173,0.106739,48.51833,486340,6828346,NA,"61"
128179,5.475165,46.409338,890063,6593112,8,"39"
128210,6.280149,49.247453,938761,6910470,NA,"57"
128245,5.175067,47.641471,863251,6729237,NA,"21"
128281,3.718304,47.937752,753592,6760151,NA,"89"
128314,-1.327015,43.476384,349893,6273939,NA,"64"
128370,3.298816,46.952449,722685,6650493,NA,"58"
128371,5.652213,46.353879,903863,6587398,NA,"39"
128374,-2.238637,47.459904,305573,6719904,NA,"44"
128422,-0.975697,48.078996,404021,6783054,NA,"53"
128423,2.352972,47.352295,651115,6695063,NA,"18"
128460,1.892627,48.592448,618298,6833244,NA,"75"
128463,1.738211,45.515387,601450,6491645,NA,"19"
128481,1.982591,47.315772,623104,6691301,NA,"41"
128553,1.755112,48.771633,608472,6853314,NA,"75"
128585,-0.098538,48.856011,472664,6866435,NA,"14"
128599,-1.016235,48.293843,402220,6807053,7,"53"
128618,-0.101719,44.284532,452488,6359008,8,"33"
128652,0.62003,42.788016,505040,6190750,NA,"31"
128664,2.926376,48.933374,694565,6870580,NA,"77"
128674,3.327747,47.096146,724819,6666462,8,"58"
128683,1.359883,46.646408,574526,6617763,NA,"36"
128707,6.121618,47.092181,936693,6670650,NA,"25"
128722,5.098332,45.140828,864871,6451452,NA,"26"
128753,4.308137,46.52558,800228,6603872,8,"71"
128762,2.082255,48.610991,632305,6835126,NA,"75"
128764,1.777366,46.703202,606549,6623491,8,"36"
128799,6.908763,49.207136,984713,6908074,NA,"57"
128805,3.94112,47.341165,771018,6694050,NA,"58"
128817,-0.427495,44.798718,428990,6417146,NA,"33"
128819,-0.703044,47.078252,419089,6671010,NA,"49"
128916,5.471676,49.055487,880593,6886985,NA,"55"
128980,1.570423,46.540058,590412,6605641,NA,"36"
129013,6.129617,47.578225,935160,6724623,NA,"70"
129046,1.285902,49.109939,574811,6891572,NA,"27"
129051,2.073578,44.958947,626906,6429489,NA,"46"
129071,1.400639,45.800984,575741,6523832,NA,"87"
129081,3.361883,46.124127,727903,6558523,NA,"3"
129103,3.962271,48.905772,770496,6867938,NA,"51"
129128,1.917219,45.534195,615453,6493526,NA,"19"
129139,2.017859,45.840417,623730,6527427,NA,"23"
129149,0.331754,46.182982,494182,6568472,NA,"86"
129162,6.180357,45.703076,947357,6516684,NA,"73"
129182,3.895546,47.593689,767259,6722061,NA,"89"
129191,2.90441,49.418682,693021,6924562,NA,"60"
129237,5.263948,48.287196,867865,6801148,NA,"52"
129250,1.841063,45.461912,609392,6485584,NA,"19"
129251,-0.003955,43.135627,455428,6231117,8,"65"
129279,0.796477,48.079682,535890,6777968,NA,"72"
129304,6.737373,47.845024,979401,6756218,NA,"70"
129433,-1.096465,43.340048,367742,6257810,NA,"64"
129441,6.807498,47.755427,985120,6746525,NA,"90"
129455,1.951336,47.98125,621725,6765260,NA,"45"
129477,9.067897,41.958372,1203591,6114867,NA,"2A"
129490,5.044804,48.220469,851808,6793291,8,"52"
129504,-1.332772,43.566162,349975,6283928,NA,"40"
129512,2.505455,45.336941,661224,6471162,NA,"15"
129549,3.909938,48.978378,766567,6875966,NA,"51"
129571,7.260913,48.02593,1017426,6778273,NA,"68"
129672,0.480838,43.324859,495548,6250763,8,"65"
129709,1.230723,44.018372,558110,6326165,8,"82"
129730,5.15256,49.225269,856763,6905179,NA,"55"
129757,0.884914,47.792983,541620,6745942,NA,"41"
129765,0.669007,46.170454,520142,6566258,NA,"86"
129804,-0.843767,43.671626,390012,6293590,NA,"40"
129805,2.867238,45.821636,689651,6524876,NA,"63"
129835,-3.526371,48.77239,220868,6872487,NA,"22"
129840,-3.485159,48.648229,222754,6858480,NA,"22"
129864,2.982217,46.846708,698604,6638706,NA,"18"
129901,5.764921,48.525643,904078,6828819,NA,"54"
129914,6.097123,48.62354,928164,6840604,NA,"54"
129915,2.076401,49.778991,633393,6965042,NA,"80"
129933,7.034255,47.891224,1001318,6762437,8,"68"
129956,5.619314,47.071596,898691,6666980,NA,"39"
129996,2.126899,44.257561,630249,6351536,NA,"12"
130020,2.301298,45.445019,645340,6483285,NA,"19"
130027,-1.890379,48.427754,338413,6825563,NA,"35"
130113,-0.658201,47.69155,425643,6738907,NA,"49"
130140,5.507225,46.066283,893734,6555112,8,"1"
130190,5.462892,45.743378,891427,6519163,NA,"38"
130195,0.375117,45.697755,495734,6514505,NA,"16"
130204,0.414203,48.991242,510754,6880111,NA,"14"
130208,4.740511,45.689172,835412,6511650,NA,"69"
130213,4.730089,47.813451,829432,6747514,NA,"21"
130227,3.290968,45.027117,722876,6436674,NA,"15"
130229,1.632854,45.748692,593674,6517687,NA,"87"
130316,2.751456,47.531456,681259,6714795,NA,"45"
130349,7.645327,48.88855,1040398,6875610,8,"67"
130372,0.928247,48.171269,545966,6787877,NA,"28"
130394,-1.011128,43.14488,373555,6235786,NA,"64"
130422,4.753471,50.078555,825588,6999396,NA,"8"
130441,2.276009,45.211112,643125,6457327,NA,"15"
130447,5.580082,48.602837,890157,6836934,NA,"55"
130515,1.183148,46.356829,560272,6585908,NA,"87"
130609,5.394455,46.825709,882464,6639141,NA,"39"
130621,6.595076,47.763551,969181,6746681,8,"70"
130664,0.209041,49.32932,497077,6918202,NA,"14"
130724,4.230898,47.300785,792966,6689866,NA,"21"
130731,4.619653,45.871705,825592,6531716,NA,"69"
130758,7.47345,47.706762,1035253,6743742,NA,"68"
130805,-0.963319,45.738375,391898,6523354,NA,"17"
130806,7.16777,47.575685,1013132,6727946,NA,"68"
130807,4.34816,47.604733,801249,6723771,NA,"21"
130817,1.014504,49.017377,554741,6881745,NA,"27"
130823,1.338568,49.21822,578909,6903531,NA,"27"
130838,3.809262,50.237234,757762,7015967,NA,"59"
130853,6.582341,47.580559,969150,6726328,NA,"70"
130938,6.716977,48.890305,972410,6872202,NA,"57"
130952,4.71393,47.453843,829090,6707545,NA,"21"
130981,5.596949,48.872243,890415,6866912,NA,"55"
131001,2.45055,43.430674,655450,6259419,NA,"81"
131011,3.743567,46.875876,756589,6642212,NA,"58"
131013,6.66448,48.262022,971805,6802252,NA,"88"
131030,0.635103,49.749365,529438,6963909,NA,"76"
131031,4.612077,48.175669,819780,6787569,NA,"10"
131046,1.109705,48.461055,560222,6819738,8,"28"
131047,4.494435,45.96418,815686,6541792,NA,"69"
131110,5.451945,49.181898,878715,6900993,NA,"55"
131117,3.373825,46.753856,728494,6628461,NA,"58"
131152,-0.643302,43.155729,403520,6235540,NA,"64"
131176,0.073969,44.900121,469032,6426806,7,"24"
131179,6.381435,47.77181,953153,6746891,NA,"70"
131188,1.282235,49.289618,574978,6911559,NA,"27"
131206,2.009268,47.279864,625069,6687287,NA,"41"
131225,7.081742,47.507143,1007067,6720004,8,"90"
131242,0.854705,48.871683,542616,6865855,NA,"27"
131245,3.836383,49.26691,760843,6907996,NA,"51"
131247,6.0353,48.517495,924064,6828647,8,"54"
131253,3.755513,44.338504,760195,6360431,NA,"48"
131265,1.08407,47.273532,555126,6687871,NA,"37"
131288,5.782718,48.795048,904336,6858798,8,"54"
131343,5.381883,45.673579,885365,6511222,NA,"38"
131358,6.829679,48.616026,982143,6842137,NA,"54"
131420,7.405789,48.953021,1022462,6881762,NA,"67"
131452,3.84441,47.666335,763330,6730089,NA,"89"
131480,3.018224,47.620139,701328,6724618,NA,"89"
131525,-0.854436,49.179906,419012,6904854,NA,"14"
131532,2.033362,47.693698,627453,6733234,NA,"45"
131544,2.787626,48.664341,684319,6840685,NA,"77"
131553,6.933705,47.332905,996902,6700107,8,"25"
131555,6.753555,47.718306,981279,6742212,NA,"70"
131559,5.283795,48.16073,869743,6787141,NA,"52"
131578,2.326929,45.139169,647054,6449302,NA,"15"
131582,-0.53861,43.518272,413838,6275413,NA,"64"
131589,-2.365162,47.689105,297791,6745948,NA,"56"
131632,1.900151,47.693277,617461,6733318,NA,"45"
131637,1.841863,45.371955,609308,6475594,NA,"19"
131644,0.715424,48.096575,529911,6780016,NA,"72"
131670,-1.582906,47.574005,355615,6729488,NA,"44"
131673,5.893999,48.431836,913985,6818740,NA,"54"
131775,0.795407,49.03273,538768,6883877,NA,"27"
131791,7.179824,48.584206,1008107,6839913,NA,"57"
131793,5.980847,45.046925,934595,6443261,NA,"38"
131822,1.718049,47.314656,603120,6691468,NA,"41"
131827,-2.2854,47.998608,306061,6779857,NA,"35"
131836,1.437071,46.719021,580588,6625706,NA,"36"
131841,5.457388,49.271668,878801,6910986,NA,"55"
131855,1.850076,50.245121,617838,7017147,8,"80"
131904,3.573953,47.489611,743176,6710274,NA,"58"
131905,4.606359,47.42001,821063,6703617,NA,"21"
131906,3.786573,44.571954,762413,6386387,NA,"48"
131962,5.981104,49.292885,916810,6914657,NA,"54"
131978,5.068184,48.669708,852236,6843255,8,"55"
131980,0.640197,42.93209,507170,6206715,NA,"31"
132028,0.979314,46.192601,544137,6568057,NA,"87"
132034,-1.189644,47.262472,383299,6693288,NA,"49"
132051,1.783808,46.073439,605964,6553554,NA,"23"
132079,3.837373,44.589262,766426,6388351,NA,"48"
132082,2.938604,47.638567,695349,6726667,NA,"45"
132094,-0.544473,44.615718,418836,6397248,NA,"33"
132176,2.247881,46.866483,642668,6641175,NA,"18"
132226,4.999219,48.383442,847965,6811312,7,"52"
132234,2.506004,45.516868,661392,6491143,NA,"19"
132239,3.010235,46.990488,700737,6654675,NA,"18"
132265,-0.512135,43.483001,415803,6271401,NA,"64"
132266,3.021702,47.889944,701581,6754595,NA,"89"
132270,1.326619,42.832981,563005,6194264,NA,"9"
132293,3.247486,47.024842,718756,6658520,NA,"58"
132352,5.442968,49.487809,877008,6934988,NA,"54"
132357,1.878387,50.209326,619803,7013132,NA,"80"
132392,3.961023,47.124949,772813,6670053,NA,"58"
132403,2.486597,47.801918,661527,6744939,NA,"45"
132410,0.718188,48.006675,529828,6770024,NA,"72"
132420,5.585684,48.69264,890243,6846926,NA,"55"
132458,3.933065,47.071353,770764,6664075,8,"58"
132459,1.816847,45.317859,607260,6469616,NA,"19"
132471,4.821972,48.063454,835666,6775441,NA,"52"
132485,-3.817692,48.4691,196627,6840702,7,"29"
132499,0.990755,47.830237,549647,6749873,NA,"41"
132506,-0.708313,42.992071,397380,6217610,NA,"64"
132518,2.461051,48.287545,659983,6798916,NA,"77"
132545,4.160046,49.10066,784674,6889804,NA,"51"
132548,2.2731,47.730051,645472,6737080,NA,"45"
132549,1.595278,48.53702,596263,6827432,NA,"28"
132568,-1.047208,45.429712,383627,6489452,NA,"33"
132583,6.799827,47.950741,983502,6768174,NA,"88"
132586,4.805729,50.005665,829517,6991367,NA,"8"
132601,4.100219,46.546986,784259,6606006,NA,"71"
132605,6.793184,47.554633,985120,6724191,NA,"70"
132633,0.031528,44.70128,464854,6404861,8,"33"
132716,6.949223,47.512498,997075,6720091,8,"90"
132717,3.706284,49.538006,751103,6938063,NA,"2"
132729,0.517988,42.930073,497182,6206797,NA,"65"
132731,2.878773,46.991181,690746,6654759,NA,"18"
132736,7.710876,48.993701,1044499,6887567,8,"67"
132738,4.920775,47.341413,844975,6695418,NA,"21"
132799,-0.767046,45.906047,408030,6541206,NA,"17"
132811,1.239712,47.419062,567250,6703759,NA,"41"
132822,4.11497,46.996699,784684,6655963,NA,"71"
132829,0.952495,46.22827,542172,6572070,NA,"87"
132833,0.813203,42.862819,521087,6198608,NA,"31"
132847,0.78179,44.030871,522165,6328462,NA,"32"
132857,5.623001,44.118389,909864,6339175,NA,"4"
132868,2.955372,46.792876,696555,6632728,NA,"3"
132881,4.481364,48.268078,809873,6797647,NA,"10"
132927,5.01763,48.742814,848307,6851284,8,"55"
132933,3.546192,47.43593,741127,6704296,NA,"58"
132947,0.297441,45.714371,489756,6516553,NA,"16"
132948,-0.744283,43.206829,395579,6241599,NA,"64"
132965,5.637433,48.223316,895792,6794912,NA,"52"
132991,-4.052651,47.951411,174194,6784920,NA,"29"
133008,0.589624,45.413344,511454,6482403,NA,"24"
133056,6.815072,48.1303,983675,6788159,NA,"88"
133073,2.062056,47.297994,629083,6689252,NA,"41"
133093,3.11986,47.295663,709017,6688579,8,"58"
133111,4.612203,45.691847,825422,6511735,NA,"69"
133136,2.301071,45.804882,645676,6523247,NA,"23"
133182,2.122103,45.516783,631421,6491394,NA,"19"
133258,6.106495,44.6249,946324,6396804,NA,"5"
133285,1.253071,42.850229,557029,6196312,NA,"9"
133288,1.672086,46.756623,598606,6629553,NA,"36"
133322,1.729296,46.325082,602201,6581562,8,"23"
133348,5.658159,45.143494,908844,6453073,NA,"38"
133363,0.676112,48.491725,528278,6824001,NA,"61"
133378,5.342624,44.954448,884679,6431301,NA,"26"
133441,-0.245269,44.137293,440369,6343124,NA,"40"
133445,-1.059105,43.125386,369543,6233821,NA,"64"
133459,-0.664662,46.863196,420890,6647014,NA,"79"
133487,4.751909,46.535027,834215,6605580,NA,"71"
133499,5.929535,45.4052,929082,6482872,NA,"38"
133509,0.862374,48.602085,542367,6835876,8,"28"
133531,-3.889994,48.393157,190567,6832756,NA,"29"
133553,1.206356,42.741951,552934,6184359,NA,"9"
133605,7.462037,48.968628,1026477,6883726,8,"57"
133641,1.796682,47.387011,609182,6699411,NA,"41"
133643,5.476123,47.777748,885371,6745036,NA,"52"
133649,1.802097,46.847273,608681,6639461,NA,"36"
133661,2.498412,42.909507,658959,6201453,NA,"11"
133688,4.403395,49.707769,801243,6957626,NA,"8"
133700,5.574498,48.513018,890071,6826941,NA,"55"
133710,7.837553,48.89784,1054405,6877487,NA,"67"
133733,5.404136,45.150807,888864,6453245,NA,"38"
133734,-0.945848,43.722548,382070,6299648,NA,"40"
133740,4.714775,46.877836,830543,6643581,NA,"71"
133751,3.13108,46.269948,710054,6574661,8,"3"
133757,0.892972,48.476584,544250,6821869,NA,"61"
133760,5.48559,46.589138,890235,6613095,NA,"39"
133780,2.592687,47.657838,669386,6728885,NA,"45"
133786,0.270391,45.065926,485164,6444655,NA,"24"
133792,2.326886,45.319081,647221,6469282,NA,"15"
133799,4.809131,47.217858,836862,6681498,8,"21"
133813,5.074511,48.273758,853858,6799269,NA,"52"
133818,2.969074,47.96219,697651,6762623,NA,"45"
133893,2.01942,45.570525,623479,6497456,NA,"19"
133897,0.086787,47.096415,479040,6670516,8,"86"
133908,6.017134,48.644047,922186,6842654,NA,"54"
133940,2.842666,45.947701,687771,6538879,8,"63"
133952,5.153445,48.739667,858300,6851198,8,"55"
134030,4.797007,49.826185,829346,6971378,NA,"8"
134060,1.870732,44.97627,610939,6431621,NA,"19"
134091,-2.557915,47.753247,283867,6754056,NA,"56"
134100,1.426962,45.76521,577706,6519819,NA,"87"
134107,2.738892,46.113669,679793,6557331,NA,"63"
134130,2.867947,48.556128,690214,6828642,8,"77"
134156,2.276394,44.851306,642789,6417367,NA,"15"
134158,2.501213,43.898007,659882,6311328,NA,"81"
134177,-3.610561,48.317436,210473,6822603,NA,"29"
134179,1.057585,49.485098,559171,6933679,NA,"76"
134200,6.512532,49.401521,954906,6928320,8,"57"
134249,5.881627,48.648177,912193,6842740,NA,"54"
134294,3.046457,45.748666,703571,6516765,NA,"63"
134325,7.438335,49.005669,1024513,6887741,NA,"57"
134331,6.501735,49.20805,955077,6906784,8,"57"
134394,4.597034,46.57421,822260,6609679,NA,"71"
134402,6.121612,48.586766,930129,6836590,NA,"54"
134405,3.446888,47.760752,733438,6740335,NA,"89"
134462,4.538744,47.709247,815340,6735642,8,"21"
134507,5.500637,47.741082,887335,6741022,NA,"52"
134518,1.924267,48.017132,619760,6769274,NA,"45"
134539,2.626989,49.060289,672697,6884756,NA,"77"
134560,6.430578,48.720499,952251,6852389,NA,"54"
134570,5.441025,47.634676,883235,6729066,NA,"70"
134585,2.378371,45.966825,651821,6541180,NA,"23"
134596,0.673656,45.958148,519806,6542681,NA,"16"
134603,2.03641,47.154,626950,6673282,NA,"18"
134623,4.510527,48.321505,811923,6803625,8,"10"
134628,7.757848,48.919515,1048427,6879538,NA,"67"
134630,7.227179,48.510203,1012035,6831884,NA,"67"
134644,2.426928,44.095879,654073,6333354,NA,"12"
134672,2.980065,46.66678,698435,6618723,NA,"3"
134673,6.613222,47.633471,971200,6732306,8,"70"
134674,-0.737028,43.530791,397872,6277542,NA,"64"
134705,4.098693,47.302877,782974,6689951,NA,"58"
134715,0.361273,47.515375,501402,6716297,NA,"37"
134747,6.205741,47.16143,942757,6678591,8,"25"
134758,4.052523,45.863783,781616,6530092,NA,"42"
134782,6.000946,46.48366,930114,6602760,8,"39"
134790,0.132633,44.055642,470254,6332888,NA,"47"
134791,0.09349,45.044493,471162,6442773,NA,"24"
134798,2.376582,43.448708,649474,6261468,NA,"81"
134813,2.919848,45.92934,693748,6536831,NA,"63"
134837,1.008953,42.847469,537052,6196478,NA,"9"
134841,-0.717825,43.171616,397544,6237587,8,"64"
134858,0.604729,49.012138,524761,6881994,NA,"27"
134926,5.026391,47.860983,851466,6753321,8,"52"
134929,3.009115,46.900534,700653,6644684,8,"18"
134934,3.010322,49.094693,700713,6888518,NA,"60"
134950,-1.375161,43.456744,345881,6271974,8,"64"
134962,2.677064,48.35905,676038,6806776,NA,"77"
135057,0.803533,48.694839,538317,6846303,NA,"27"
135070,2.84516,46.217609,688023,6568852,NA,"63"
135085,2.32612,49.276279,650913,6908925,NA,"60"
135157,5.918369,47.602941,919190,6726759,NA,"70"
135191,4.711315,49.180887,824733,6899457,NA,"51"
135207,5.953356,46.160944,927806,6566809,NA,"1"
135209,-0.071037,48.824698,474545,6862877,NA,"61"
135218,2.811726,45.354056,685217,6472959,NA,"15"
135219,5.505378,48.712811,884264,6848977,8,"55"
135262,7.777894,48.868128,1050239,6873923,NA,"67"
135283,6.530529,46.249126,971869,6578420,NA,"74"
135311,1.535823,45.35218,585315,6473796,NA,"19"
135326,-1.54423,47.773415,359792,6751438,NA,"44"
135347,4.946055,48.942239,842499,6873320,NA,"51"
135380,5.979436,48.105202,921670,6782698,8,"88"
135398,2.044855,50.443148,632014,7039017,8,"62"
135432,6.070144,47.868276,929440,6756649,8,"70"
135511,0.772438,48.888614,536637,6867904,NA,"27"
135516,6.949119,48.431324,991963,6822064,NA,"88"
135539,-0.932043,49.105866,412950,6896908,NA,"50"
135567,-1.005912,43.055115,373473,6225797,NA,"64"
135626,-1.431035,47.308873,365362,6699430,NA,"44"
135632,-0.092674,46.984756,464952,6658641,NA,"79"
135640,0.148526,44.289825,472466,6358843,NA,"47"
135647,4.73883,47.417331,831055,6703531,NA,"21"
135670,4.409049,47.801601,805433,6745720,NA,"21"
135676,2.856298,47.387108,689118,6698740,NA,"18"
135715,5.869437,48.468568,912021,6822754,NA,"88"
135749,2.112024,47.553563,633178,6717597,NA,"41"
135762,3.864824,47.450158,765125,6706091,NA,"89"
135804,3.75133,48.171192,755811,6786114,NA,"10"
135834,5.834994,46.741046,916366,6630856,NA,"39"
135911,1.732302,46.055179,601951,6551589,NA,"23"
135945,4.916098,48.888939,840449,6867341,NA,"51"
135950,3.488893,47.238599,736944,6682348,NA,"58"
135952,1.908135,46.703774,616540,6623408,NA,"36"
135956,3.147135,47.349457,711067,6694558,8,"58"
135970,2.478218,44.653358,658589,6395255,NA,"15"
136038,2.654666,49.114131,674746,6890735,NA,"60"
136046,-0.002691,44.916518,463054,6428853,NA,"33"
136070,0.137706,43.282436,467546,6246999,NA,"65"
136075,4.463114,47.152771,810815,6673727,NA,"21"
136105,1.970686,45.192534,619131,6455530,NA,"19"
136109,1.454398,44.056381,576123,6330011,NA,"82"
136112,1.972797,48.754517,624444,6851181,8,"75"
136115,4.775463,49.377338,828918,6921408,NA,"8"
136154,5.645833,44.081701,911827,6335162,NA,"4"
136166,5.863699,47.982716,913555,6768777,8,"88"
136181,4.934112,49.24818,840791,6907315,NA,"8"
136183,2.878197,49.544557,691140,6938570,NA,"60"
136198,-0.802208,43.367019,391731,6259611,NA,"64"
136215,3.704975,44.32116,756183,6358467,NA,"48"
136254,2.172428,45.804769,635685,6523331,NA,"23"
136324,1.361509,46.556449,574443,6607772,NA,"36"
