species;meanNbObs;lowNbObs;uppNbObs;meanBias;lowBias;uppBias;meanMse;lowMse;uppMse;meanMeanObs;lowMeanObs;uppMeanObs
ALISIER_BLANC;135.223;120.0;150.0;-0.15654946099799177;-0.48784488325906705;0.21168734454021926;4.26741908302064;3.359288764452141;5.461162249632837;10.588576083233871;10.23265306122449;10.952413793103448
ALISIER_TORMINAL;114.38;100.0;127.0;-0.20071322582598047;-0.5583235171760068;0.1596896843921132;3.8648679875944407;2.9535039072398677;5.135010295520427;11.004506448594137;10.586956521739133;11.416666666666663
AUBEPINE_MONOGYNE;89.436;76.0;102.0;0.09014417199682444;-0.18907920005581919;0.3766762912852535;2.6119482857245933;1.7782368696782223;3.501170420567304;7.627869485242789;7.341758241758233;7.914285714285713
AULNE_GLUTINEUX;178.77100000000002;164.0;192.0;-0.23320755115915903;-0.7178658109801714;0.2756823543503754;8.305563703413682;6.661341182926453;10.19938882141201;16.949108105585907;16.350568181818183;17.502051282051276
BOULEAU_VERRUQUEUX;522.987;496.0;549.0;-0.15823759862459782;-0.38065284836654023;0.05393465801816484;5.636550904990485;4.925856891228858;6.361941396899298;16.11333165979219;15.85243902439024;16.379462571976955
CHARME;955.207;916.0;993.0;-0.08460993523683057;-0.26230793928780294;0.1004110346453125;7.5923794947398076;6.847857063302654;8.38386051905177;15.378848155410488;15.146274921301169;15.594967880085653
CHATAIGNIER;983.556;953.0;1017.0;0.07208852494469226;-0.13270855028479805;0.277670443288214;8.36441415025998;7.619819533510935;9.336804048341401;16.711268855908983;16.51139630390145;16.908434959349577
CHENE_PEDONCULE;1897.775;1854.0;1945.0;-0.11446492940624742;-0.26302092731905946;0.021865564759703575;7.90463559661186;7.276736498134509;8.539654658576472;19.070538528250637;18.90965372507868;19.225196437925604
CHENE_PUBESCENT;507.212;484.0;533.0;0.005382451174458343;-0.24780682221170697;0.2546217183391128;5.796969102559572;5.144057998201972;6.47155348655665;14.337958825910047;14.068320610687021;14.613806706114408
CHENE_ROUGE;47.846000000000004;42.0;54.0;-0.09173151996508888;-0.974718163356686;0.7721023238237779;6.625300338341775;4.366315509330631;8.842834394201796;19.179719434370103;18.006382978723405;20.378260869565214
CHENE_SESSILE;1816.846;1778.0;1859.0;-0.10973854432696017;-0.23378675020323164;0.019974185277324273;5.7013642748245825;5.343793201305686;6.0925756985836;20.333227846440266;20.175499999999946;20.49211111111112
CHENE_TAUZIN;36.49;29.0;44.0;-0.174101592437131;-0.9251989627294319;0.541801646229977;4.653026097165205;2.5989016304232564;6.8742180582738;12.074597157543812;10.911764705882353;13.189189189189191
CHENE_VERT;80.47200000000001;71.0;91.0;0.22918407191273876;-0.17026654011026254;0.6243344878392115;3.0917479183380197;2.254450448429453;4.338913153641559;10.439738472119558;9.863291139240514;11.07222222222222
CHENE_LIEGE;26.830000000000002;22.0;32.0;-0.08290255479190885;-0.7014485006918196;0.5542896475688183;2.017040694289336;1.170910957108408;3.1390264325638664;8.409767139758555;7.667999999999999;9.14516129032258
DOUGLAS;519.926;505.0;537.0;-0.002258975653050086;-0.22251420301808922;0.24708215947909223;5.142378540047307;4.350197796099627;6.016622222133448;24.710239132197092;24.36930501930502;25.06960600375232
EPICEA_COMMUN;1467.6680000000001;1438.0;1496.0;-0.11022809578597832;-0.2733752721099654;0.07562662968207728;7.827279039032389;7.263494255511532;8.416853663676305;22.008800384306;21.778947368421093;22.223385452073387
EPICEA_DE_SITKA;60.008;54.0;66.0;0.10647953569821149;-0.6397203986396934;0.8699854937905765;4.589489546985147;3.0864489639090213;6.571231339367605;22.37918076400851;21.509836065573765;23.31774193548387
ERABLE_A_FEUILLES_D_OBIER;63.224000000000004;53.0;73.0;0.13017793944185335;-0.3740038349893174;0.6163241138313588;3.279348370736396;2.268251434732168;4.814460212344059;11.678113869358432;11.096000000000002;12.249152542372885
ERABLE_CHAMPETRE;209.828;192.0;228.0;0.027373283652015835;-0.27120126171505987;0.3271639397733082;5.681800254114468;4.553495499582995;6.91732746500772;13.252844720804024;12.86431924882629;13.636792452830194
ERABLE_SYCOMORE;325.849;306.0;346.0;0.022968381225432818;-0.28901016706051447;0.357020518144527;7.221269910092939;6.156767298393879;8.333412830800444;16.97726831628886;16.599999999999998;17.357407407407415
FRENE_COMMUN;867.273;835.0;899.0;-0.25887917484451256;-0.5011258538625907;-0.020095947305821746;9.09034671507479;8.205698992464312;10.067152681132178;19.196553654755693;18.905964912280712;19.470093457943914
HETRE;2167.257;2124.0;2209.0;-0.23679566810108654;-0.38575191021441835;-0.09704073061568712;8.771215674709198;8.247719089806878;9.348462651542654;18.60486147425566;18.416333178222352;18.79252978918425
HOUX;45.063;35.0;53.0;-0.0171468456624229;-0.4113949769440955;0.32109094642233027;2.0065870572455715;1.5030705431460079;2.552689567251865;7.5063829331050815;7.11;7.92
MELEZE_D_EUROPE;183.22400000000002;174.0;192.0;-0.4626259327733341;-0.9841516092415121;0.00685348031750763;7.933182742370326;6.141266434090328;10.390759460992879;21.235392970141465;20.70552486187844;21.713513513513526
MERISIER;270.28000000000003;250.0;290.0;-0.41002384477583576;-0.742602198969556;-0.08447362675477754;7.8564621525069205;6.575217371883808;9.173962619700713;15.59459911429861;15.153531598513018;16.0124060150376
NOISETIER_COUDRIER;183.75300000000001;166.0;204.0;0.09018680766979163;-0.13602866304105343;0.31085086224569497;2.6621354529240495;2.134056791287497;3.1634593971784257;9.07157546505398;8.872352941176468;9.261052631578954
