species;meanNbObs;lowNbObs;uppNbObs;meanBias;lowBias;uppBias;meanMse;lowMse;uppMse;meanMeanObs;lowMeanObs;uppMeanObs
ALISIER_BLANC;112.08;97.0;127.0;-0.12032914712520328;-0.5142791974514436;0.22167102117697607;4.122089937527928;3.1913939464758916;5.8059262034406505;10.723892550467854;10.336607142857142;11.100917431192658
ALISIER_TORMINAL;93.3;79.0;107.0;-0.1921668782734229;-0.49918974004377126;0.19236339633167027;3.734356916521024;2.8770780478141265;4.928369512044757;11.010622636780388;10.652040816326535;11.555294117647056
AUBEPINE_MONOGYNE;67.7;57.0;80.0;0.07971176272633762;-0.3042909981165989;0.46826191703815034;2.4041157103815456;1.6203460671301628;3.286010136279539;7.653339267131837;7.259322033898305;7.990476190476188
AULNE_GLUTINEUX;143.99;132.0;158.0;-0.2031673099252039;-0.7262830808415928;0.3460117893711824;8.258777256063302;6.441877130943701;10.576355284158728;17.1038133327263;16.522463768115937;17.67910447761194
BOULEAU_VERRUQUEUX;422.63;398.0;443.0;-0.17625877489702496;-0.39761446924231275;0.09382413457987253;5.539868018656106;4.870292826185763;6.391073159726232;16.15105788958232;15.822273781902544;16.428117913832214
CHARME;715.86;684.0;750.0;-0.088475649495147;-0.26249099108310975;0.1216157816187933;7.668953182594996;6.659496871254749;8.449557256529438;15.29098469418574;14.995384615384625;15.560545193687235
CHATAIGNIER;797.02;766.0;826.0;0.06980955106987992;-0.21066324651536628;0.3307058106271759;8.275119915758038;7.331823092427001;9.492055726263954;16.868055296172052;16.62130541871919;17.133249686323705
CHENE_PEDONCULE;1493.89;1448.0;1535.0;-0.1238055618753566;-0.2828550410595895;0.044167281673863065;7.718284788644911;6.972625200236283;8.413083135061264;19.035784142201894;18.85862977602108;19.225797872340433
CHENE_PUBESCENT;391.98;373.0;412.0;-0.007844873055919098;-0.3504689865280096;0.23829829158274535;5.870111751538332;5.086538298783851;6.549925421326373;14.548406031692949;14.289168765743065;14.84621409921671
CHENE_ROUGE;35.01;29.0;41.0;-0.15628861989115045;-1.2507007657607923;0.8669989775374025;6.831470160342465;3.945096030101249;10.018584316844036;19.33424374566984;17.888235294117646;20.71875
CHENE_SESSILE;1431.01;1392.0;1477.0;-0.10904426142579147;-0.271155072211544;0.024521110681631198;5.646053993542352;5.217594158971801;6.135828448752263;20.232051865340715;20.067552447552433;20.386035087719304
CHENE_TAUZIN;26.91;20.0;33.0;-0.1036275955132378;-1.032790865491802;0.7449729630573482;4.64523043638793;2.446684811149423;7.189286541396549;12.099974163211318;10.726086956521737;13.342857142857143
CHENE_VERT;56.800000000000004;46.0;65.0;0.2491207302916479;-0.1929764149322816;0.6662688910139075;2.992149814648203;2.0170879723827384;4.259864048529664;10.794353131543714;10.11551724137931;11.580357142857139
CHENE_LIEGE;19.6;16.0;25.0;-0.04955991962645501;-0.8478012906273364;0.5999003283869968;1.9204361370440532;1.0422482219319822;3.1734850434632036;8.569452334156251;7.670588235294118;9.385714285714284
DOUGLAS;413.78000000000003;400.0;430.0;-0.023285749792597368;-0.27660923023828193;0.26043290003462455;5.185736306329109;4.3514639364439995;6.250157275955837;24.574720581987076;24.152969121140142;25.03184079601989
EPICEA_COMMUN;1246.88;1213.0;1280.0;-0.12852986932090688;-0.32758034693008925;0.08341877680429147;7.774292909018645;7.171579790418314;8.349027742292996;22.032691382766952;21.835130848533115;22.352108194112986
EPICEA_DE_SITKA;51.22;44.0;59.0;0.14141525535859528;-0.577617140334549;0.9060161215741588;4.420557668108287;3.1460755551744954;6.2220179027378615;22.549400093912137;21.618000000000002;23.473913043478266
ERABLE_A_FEUILLES_D_OBIER;51.29;40.0;60.0;0.15941591407710784;-0.43121476748656645;0.7379038921492146;3.3365414705432634;2.0586820325403616;5.137552016408397;11.833278677001013;11.26590909090909;12.512244897959182
ERABLE_CHAMPETRE;161.68;147.0;182.0;-0.028314953955612517;-0.44816902066540354;0.21952182181820412;5.3449813751089525;4.213507318107884;7.029763750444326;13.203875772240602;12.644578313253012;13.624375
ERABLE_SYCOMORE;272.79;255.0;294.0;0.013613408382278508;-0.30288302713444437;0.3744652878851301;7.143742203031072;6.169214495807718;8.539125669687424;16.988245284759632;16.55130111524162;17.409349593495946
FRENE_COMMUN;715.57;687.0;739.0;-0.25331473745939703;-0.4464651818651937;-0.0197264992437419;9.048040459632956;8.062875846571043;10.287327308641483;19.264103328111936;18.90519662921344;19.651851851851873
HETRE;1788.04;1753.0;1822.0;-0.21968394395588142;-0.3809717829766436;-0.043263253690501345;8.63712404993748;8.046664484118978;9.226847563357358;18.512824544027264;18.328147333699825;18.73749306711043
HOUX;36.47;29.0;45.0;-0.03434670951248086;-0.4534783878907456;0.310483862346728;2.008801473992706;1.409306419671075;2.744864439331711;7.457395465942548;6.975;7.997368421052632
MELEZE_D_EUROPE;150.58;141.0;160.0;-0.4544766602565298;-0.969588210804546;0.03814864894968535;7.570023646296214;5.9634811546147235;9.656112784667693;21.480865917340157;20.852287581699333;22.204666666666668
MERISIER;222.98000000000002;205.0;240.0;-0.37214471941683097;-0.7516624544303915;-0.019258456093568986;7.742856289915221;6.430894769231316;9.164880989898736;15.744265195374291;15.351598173515983;16.19295774647888
NOISETIER_COUDRIER;141.97;127.0;159.0;0.08902408605016757;-0.17163377101532107;0.30869652499916683;2.6771058610207574;2.1532338254718844;3.2950606424368836;9.078737570305917;8.862595419847334;9.282399999999996
ORME_CHAMPETRE;74.52;64.0;88.0;0.1898789614021146;-0.3546812633039651;0.7711264996764101;6.6556807083759955;5.208043158352943;8.930203648292268;11.5507633249256;10.918072289156624;12.140845070422536
PEUPLIER_CULTIVE;51.5;43.0;59.0;-0.017979309360681248;-0.7917642959913701;0.8082967576026518;10.075629567783261;7.030517549182085;14.56810026734038;26.794794177030504;25.43333333333333;28.0764705882353
PIN_A_CROCHETS;108.88;102.0;116.0;-0.25722678622208395;-0.8063768719760027;0.26227087747068495;5.370583463759992;4.283366529909362;6.351392736492331;11.16451042814358;10.704587155963305;11.620720720720724
PIN_D_ALEP;74.69;70.0;80.0;-0.09663282233836899;-0.4638030900267303;0.2738995296580686;2.365428872130219;1.7005296814191386;3.0651407905610135;12.783665003549586;12.379220779220788;13.244444444444442
PIN_LARICIO_DE_CORSE;151.34;142.0;161.0;-0.05809127418762988;-0.5088963067190496;0.4068149722972314;4.677163821532879;3.7463702754667416;5.959094813866404;17.789864403714734;17.09612903225807;18.35850340136055
PIN_MARITIME;408.71000000000004;394.0;425.0;-0.00196372985716004;-0.24559923566931752;0.19888290865581218;4.178252973995099;3.5888638027712494;4.839758370445511;19.484957610884386;19.280429594272075;19.78448275862069
PIN_NOIR_D_AUTRICHE;112.58;104.0;120.0;0.01182485228931188;-0.48445600637275743;0.5243197081444814;6.078110626890933;4.413828266950515;9.676808458487;16.002314807955113;15.563333333333336;16.71801801801802
PIN_SYLVESTRE;962.23;931.0;996.0;-0.214409180238329;-0.38827436685501326;-0.012590169240598094;5.890647611006718;5.218373275924619;6.693429836073289;16.869274921175922;16.640195016251347;17.063702928870313
ROBINIER_FAUX_ACACIA;227.19;210.0;242.0;-0.015311917740391003;-0.3070818189347643;0.38715179625632085;7.846948048851805;6.491151478385959;9.319527220405735;16.482856443572427;15.999130434782607;16.957510729613727
SAPIN_PECTINE;1373.89;1339.0;1408.0;-0.05055698225760057;-0.22367615092725307;0.13730489308002086;6.296188122237738;5.833358442132108;6.824141942905387;20.291957212860947;19.999717912552903;20.525431357839476
SAULE_MARSAULT;92.23;77.0;109.0;-0.15302473074030115;-0.6306067533704826;0.31684278446158853;6.011399880823086;4.686973435035359;7.8712800869262844;11.780195525847331;11.298412698412692;12.264646464646464
SORBIER_DES_OISELEURS;40.37;31.0;49.0;-0.1294403652535804;-0.7431863315012166;0.4756246798738349;3.8144319184479265;2.3598626236824805;5.174488796394365;9.92809593329272;9.31707317073171;10.636170212765954
TILLEUL_A_GRANDES_FEUILLES;116.22;105.0;130.0;-0.1370499072108201;-0.6601984670877076;0.33812985740956325;6.869145689384458;5.144982327339044;8.520449644295722;15.911274520736953;15.211818181818185;16.520535714285717
TILLEUL_A_PETITES_FEUILLES;104.60000000000001;93.0;118.0;0.0622229485989709;-0.5586408324431712;0.6793275672495592;8.036375897327456;5.932752659401908;11.396988462743778;16.86924088758374;16.17127659574468;17.65673076923077
TREMBLE;217.02;201.0;235.0;-0.12441814044386951;-0.4495636011507401;0.1552133352062631;5.191637547159021;4.162851221750926;6.125522453860246;18.667629877546275;18.199065420560753;19.178199052132694
