excludedGroup,Estimate
0,0.44926168190079
0,5.57416638844378
0,0.89461091729591
0,-1.6728319775285
0,0.11583637118213
0,-3.1780844897771
0,-5.3474335259004
0,-4.0702316620399
0,-2.4511281559602
0,0.10122140464321
0,-0.0179740510994
0,0.0738395558958
0,0.01314703855384
0,0.0199535410483
0,-0.5346473199934
0,0.99753385663947
0,-0.1446599534091
0,-1.1736523318462
0,0.35545773074059
0,-1.4032160999233
0,0.80399661322659
0,1.55695453864521
1,0.70759576441612
1,5.3547304275509
1,0.74279259544386
1,-5.9268771240605
1,0.1147542139766
1,-3.2709663967461
1,-5.2977595468209
1,-4.0655993437289
1,-1.2094076407489
1,0.09810790409103
1,-0.0144817438765
1,0.07260486400896
1,0.01255583809318
1,0.05783846772003
1,-0.6051853135875
1,1.07010821971194
1,0.02463984284749
1,-1.2935269366219
1,0.29036304726843
1,-0.9625364629649
1,0.79186058635047
1,1.72076318503027
2,0.87127761223225
2,5.82766130551876
2,1.03037264046722
2,-1.6287315997142
2,0.13120531724458
2,-3.4810765550844
2,-5.7596944402818
2,-4.4407497926657
2,-2.7697790878658
2,0.10356794782327
2,-0.0203303135369
2,0.07663481089909
2,0.02136558343847
2,0.01867630029824
2,-0.6306537993107
2,0.98215843958429
2,-0.15491417058
2,-1.2328954777596
2,0.32733143116906
2,-1.4379314914205
2,0.8929979656889
2,1.81117856893401
3,1.76603353598584
3,4.86984561497144
3,-0.0756472044053
3,-0.9499796293411
3,0.12565271194412
3,-3.6961469133708
3,-5.5746086336881
3,-4.2284517296141
3,-3.1295611869931
3,0.09985899212058
3,-0.0413325915875
3,0.06993505669568
3,0.0076910244249
3,0.00262307752448
3,-0.4873017021313
3,1.13774915252782
3,-0.0036553220624
3,-1.2241188249643
3,0.3004773775524
3,-0.6853234996118
3,0.75405740859152
3,1.53567507492436
4,0.77303129043081
4,5.06211313660059
4,0.96226220997854
4,-1.9600323321554
4,0.12328382193141
4,-3.2156440922317
4,-5.3703581088542
4,-4.1528157925742
4,-2.476333382382
4,0.08992961070222
4,-0.02423359776
4,0.08116449600071
4,0.00877603643778
4,0.02234556637907
4,-0.5763945057587
4,0.87916781062373
4,-0.2037543877398
4,-1.1802296070444
4,0.2425832654133
4,-1.4452796300772
4,0.83723877772285
4,1.40255158411107
5,0.26957384068828
5,5.76638055560319
5,0.51286947763749
5,-1.4037359665041
5,0.09862373915319
5,-2.9752377248269
5,-5.1443520598712
5,-3.7120903516798
5,-2.3184385849201
5,0.0977288553556
5,-0.0193686457196
5,0.06829396522045
5,0.01601787403272
5,0.01453460548913
5,-0.6396153538963
5,0.90827644994989
5,-0.1399908532154
5,-1.275731711347
5,0.34841233618093
5,-1.3971187454246
5,0.83183131588647
5,1.7422904562335
6,0.11554744583262
6,6.02787296310435
6,1.17478702863775
6,-1.3422107895387
6,0.12166651061751
6,-3.219351251705
6,-5.4800889833094
6,-4.1827652897493
6,-2.562343767833
6,0.1105145865796
6,-0.0105007550038
6,0.0754124576017
6,0.0137504816169
6,0.02262320413976
6,-0.4320993632115
6,1.04208895955526
6,-0.1562348168831
6,-1.1649770310473
6,0.35185329875489
6,-1.4204263727997
6,0.83515434045022
6,1.29678249405779
7,-1.9914359053035
7,7.97598644512794
7,2.8195797127145
7,-1.3655908426139
7,0.09484101428241
7,-2.4115411181961
7,-5.1147306512781
7,-3.7619250625628
7,-4.4480119414108
7,0.10220061968796
7,0.02147819936622
7,0.0666480096601
7,0.01324874487591
7,0.27360433606712
7,-0.4603285289366
7,1.00970107800523
7,-1.2467130007816
7,-1.2954580379105
7,0.33569435828428
7,-12.528463082617
7,0.81825636476459
7,1.58707122043648
8,0.18119457361751
8,2.3957740717013
8,0.99748290584926
8,-1.782019190019
8,0.11490158921568
8,-3.0847534976589
8,-4.4873301694162
8,-4.0011809081281
8,-2.2275831731107
8,0.10907313880779
8,-0.0087003891131
8,0.10699870049807
8,0.01326205423238
8,0.0230357516238
8,-0.4562290217111
8,1.0326820411954
8,0.1171728274141
8,-0.3976660976268
8,0.58138429034887
8,-1.0238729283656
8,0.5647357614573
8,1.30673324926398
9,0.90930215730565
9,5.60436053401362
9,0.4480499509844
9,-2.0433829791334
9,0.11124981943028
9,-3.3187596852889
9,-5.448395500108
9,-3.9997364050914
9,-2.2364942002321
9,0.09807897542023
9,-0.0228954211548
9,0.06715271108625
9,0.01218601268897
9,-0.0018046596547
9,-0.4606137026522
9,0.93707572271071
9,-0.0617084868317
9,-1.3060961297247
9,0.27545638553339
9,-1.4961945592276
9,0.81586862231687
9,1.60204203409708
10,-0.1301612068328
10,6.09553087283092
10,1.20287086395733
10,-3.2839046218053
10,0.11612592053003
10,-2.876616326241
10,-5.3415551216198
10,-4.0759057869939
10,-1.8283818133103
10,0.10895389577789
10,-0.0191292748548
10,0.07419768174031
10,0.01344034272756
10,0.04001274052053
10,-0.6133004408653
10,1.01496738524602
10,-0.0488597925234
10,-1.2208321960287
10,0.5097780780069
10,-1.1930478252169
10,0.79803123788455
10,1.82557205421306
