"idp","xl93","yl93","dc","dep"
19034,876538,6647185,NA,"71"
19057,664803,6896815,NA,"60"
19068,922152,6838657,NA,"54"
19128,617804,7013149,NA,"80"
19144,753389,6736169,8,"89"
19146,558960,6188304,NA,"09"
19165,348869,6637612,NA,"85"
19166,627458,6495424,NA,"19"
19194,527498,6730071,3,"37"
19198,827604,6767515,NA,"21"
19201,443442,6231216,NA,"64"
19228,804463,6631813,NA,"71"
19232,218467,6822538,NA,"22"
19235,673535,6746837,NA,"45"
19252,947426,6756494,NA,"70"
19282,892688,6898874,NA,"55"
19297,768272,6370353,NA,"48"
19311,827689,6777508,NA,"52"
19321,581639,6751605,NA,"41"
19357,519943,6542280,NA,"16"
19393,1008159,6845909,8,"57"
19438,754506,6632238,NA,"58"
19456,734269,6602433,8,"03"
19464,842636,6889309,NA,"51"
19482,810015,6579808,NA,"71"
19585,608229,6585508,NA,"23"
19599,924102,6600813,NA,"39"
19658,421679,6742937,NA,"49"
19695,698292,6838568,NA,"77"
19707,938037,6826528,NA,"54"
19756,694953,6916550,NA,"60"
19775,718616,6878372,8,"02"
19780,990137,6842067,NA,"54"
19884,653752,6533170,NA,"23"
19887,200689,6848665,NA,"29"
19926,1041718,6797648,8,"67"
19952,279903,6758085,NA,"56"
19989,676173,6822764,NA,"77"
19992,656052,6569121,NA,"23"
19997,781732,7013764,NA,"59"
20028,696213,6354978,NA,"12"
20119,703706,6532750,NA,"63"
20136,761247,6720114,NA,"89"
20140,615002,6439579,NA,"19"
20157,573111,6687722,NA,"41"
20164,836913,6687493,NA,"21"
20169,892173,6838915,NA,"55"
20277,590889,6184043,NA,"09"
20287,918897,6692786,8,"25"
20290,514486,6848100,NA,"61"
20312,892516,6878887,NA,"55"
20375,389897,6279605,NA,"64"
20412,355674,6247920,NA,"64"
20413,381710,6743265,7,"44"
20443,632348,6363507,NA,"12"
20453,640970,6915005,NA,"60"
20475,666264,6832842,NA,"77"
20501,917277,6736768,NA,"70"
20516,740585,6640349,NA,"58"
20519,679658,6287187,NA,"81"
20550,645691,6763060,NA,"45"
20591,454667,6380969,NA,"33"
20658,841440,6749410,8,"21"
20660,467380,6710583,NA,"49"
20664,920532,6882644,NA,"54"
20675,925219,6730704,8,"70"
20683,891650,6545139,NA,"01"
20686,934695,6670667,8,"25"
20690,721469,6506623,8,"63"
20722,837596,6767430,NA,"52"
20742,890037,6822944,NA,"55"
20755,244109,6780360,NA,"56"
20836,870995,6933041,NA,"55"
20844,581352,6477826,NA,"19"
20869,507408,6476442,NA,"24"
20885,883201,6725069,NA,"21"
20946,584521,6857511,8,"28"
20949,640456,6377425,NA,"12"
20971,879439,6519266,NA,"38"
20972,659730,6531122,NA,"23"
20973,554677,6633916,NA,"36"
21010,509313,6706239,NA,"37"
21019,520358,6592235,NA,"86"
21089,626873,6425493,NA,"46"
21113,989680,6558282,8,"74"
21139,635149,6459392,NA,"19"
21143,339790,6260037,NA,"64"
21156,553014,6434102,NA,"24"
21171,524786,6644157,NA,"86"
21176,870566,6883073,NA,"55"
21177,764428,6388368,NA,"48"
21185,904205,6610976,NA,"39"
21219,572577,6383987,NA,"46"
21256,902070,6595007,NA,"39"
21264,930266,6852578,NA,"54"
21273,829397,6977375,NA,"08"
21287,949907,6812434,NA,"88"
21291,778672,6654015,NA,"58"
21304,972375,6868205,NA,"57"
21346,503125,6200755,NA,"31"
21357,695822,6782625,NA,"45"
21360,1017545,6775873,NA,"68"
21391,833412,6979339,NA,"08"
21418,740858,6436522,NA,"43"
21475,939570,6772551,NA,"88"
21492,795747,6781778,NA,"10"
21527,938865,6458809,NA,"38"
21538,890879,6455225,NA,"38"
21564,883966,6581174,NA,"01"
21582,758589,6878033,4,"51"
21590,558940,6665856,NA,"37"
21630,583223,6941474,8,"76"
21637,859374,6743260,NA,"52"
21659,841270,6495614,NA,"69"
21714,512190,6812142,8,"61"
21716,716360,6374789,NA,"48"
21721,853395,6511496,NA,"69"
21749,875095,6944999,NA,"55"
21758,696465,6384947,NA,"12"
21767,889179,6723019,NA,"70"
21772,943498,6764522,NA,"70"
21780,832217,6605597,NA,"71"
21855,459174,6442872,NA,"33"
21869,587617,6749556,NA,"41"
21904,652997,6443257,NA,"15"
21909,435336,6217297,NA,"65"
21917,754100,6348495,NA,"48"
21934,867573,6767173,NA,"52"
21961,837340,6737453,8,"21"
21965,834952,6457702,NA,"07"
21990,755539,6518324,8,"63"
22003,645439,6733083,NA,"45"
22016,545350,6713934,NA,"37"
22100,693351,6726684,NA,"45"
22142,821885,6565719,NA,"69"
22144,186602,6836786,NA,"29"
22147,845112,6711406,8,"21"
22171,832903,6451725,8,"07"
22191,913349,6744796,NA,"70"
22210,533090,6200506,NA,"09"
22232,849211,6723362,NA,"21"
22237,675866,6548971,NA,"63"
22254,924359,6630787,8,"39"
22257,975871,6810211,NA,"88"
22267,707044,6454791,NA,"15"
22271,1015494,6769895,8,"68"
22278,455669,6744655,7,"72"
22292,849468,6753338,8,"52"
22351,931283,6738646,NA,"70"
22365,912503,6878715,NA,"54"
22394,497439,6720327,NA,"37"
22401,664078,6573050,NA,"03"
22422,624829,6897151,NA,"75"
22482,643390,6727105,NA,"45"
22551,594392,6603609,8,"36"
22555,366726,6377695,NA,"40"
22567,853229,6959180,8,"08"
22603,636453,6853080,NA,"75"
22611,456068,6550802,NA,"79"
22619,916001,6820722,NA,"54"
22668,498224,6332656,NA,"47"
22694,605303,6713434,NA,"41"
22699,652929,6910907,NA,"60"
22785,693941,6796631,NA,"77"
22800,988926,6702174,NA,"25"
22849,623068,6209745,NA,"11"
22856,630930,6671250,NA,"18"
22925,385640,6247674,NA,"64"
22944,462624,6618692,NA,"79"
22956,838195,6603548,NA,"71"
22970,580901,6184126,NA,"09"
22975,965878,6810298,NA,"88"
22982,815732,6781607,NA,"10"
22990,614542,6623425,NA,"36"
22992,583984,6553737,NA,"87"
23003,620397,6845219,NA,"75"
23013,305785,6745883,NA,"56"
23032,692789,6422941,NA,"15"
23045,728798,6664430,NA,"58"
23071,990484,6882040,8,"57"
23073,847418,6747360,NA,"21"
23075,443547,6728766,NA,"49"
23109,498720,6392593,NA,"47"
23128,665591,6752900,NA,"45"
23144,880375,6395372,NA,"26"
23208,433308,6698872,NA,"49"
23232,638334,6839072,NA,"75"
23293,603505,6737432,NA,"41"
23294,770236,6366340,NA,"48"
23343,527969,6546210,NA,"16"
23346,361487,6225896,NA,"64"
23375,846223,6841308,NA,"52"
23410,961087,6718403,8,"70"
23415,537185,6212459,NA,"09"
23447,528410,6839989,NA,"61"
23453,778587,6644024,8,"58"
23456,523184,6210577,NA,"31"
23475,559407,6482005,NA,"24"
23516,911471,6758802,8,"52"
23546,867655,6543346,NA,"01"
23577,484571,6614513,NA,"86"
23593,671349,6487063,NA,"63"
23627,907876,6572976,NA,"01"
23643,774913,6682026,NA,"58"
23646,1058472,6885446,NA,"67"
23673,587830,6535720,8,"87"
23697,706152,6822511,NA,"77"
23731,793783,6785792,NA,"10"
23749,641761,6771088,NA,"45"
23801,551275,6945738,NA,"76"
23815,791478,6749836,NA,"89"
23816,617762,6769290,NA,"45"
23825,617343,6719329,NA,"41"
23826,493798,6280746,NA,"32"
23827,900287,6852836,NA,"54"
23859,509267,6218684,NA,"31"
23869,556808,6649886,NA,"36"
23895,612452,6851282,NA,"75"
23896,941103,6718576,8,"70"
23950,544353,6594034,NA,"86"
23968,785680,6538051,NA,"42"
23977,346407,6825498,8,"35"
24042,782675,6889821,NA,"51"
24141,515789,6764144,NA,"72"
24142,973907,6814226,NA,"88"
24173,909839,6568962,NA,"01"
24178,593141,6453749,NA,"19"
24193,323559,6719757,NA,"44"
24327,841012,6699449,NA,"21"
24388,724869,6672457,NA,"58"
24392,909496,6528999,NA,"01"
24412,976172,6382560,NA,"05"
24414,855873,6801251,NA,"52"
24429,563703,6757750,NA,"41"
24493,870909,6923047,NA,"55"
24607,898409,6866844,NA,"55"
24619,580304,6591736,NA,"36"
24638,978440,6876147,NA,"57"
24651,907199,6726862,NA,"70"
24713,870899,6455397,NA,"26"
24719,839902,6803386,8,"52"
24738,700505,6153158,NA,"66"
24746,533253,6941889,NA,"76"
24826,720835,6904338,NA,"02"
24859,554427,6603942,NA,"86"
24914,708876,6908437,8,"02"
24940,202655,6844651,NA,"29"
24960,573993,6553820,NA,"87"
24963,949390,6752480,8,"70"
24976,513409,6718196,NA,"37"
24987,946669,6900408,NA,"57"
25017,572445,6607789,NA,"36"
25019,1030457,6881693,8,"57"
25030,911041,6708842,NA,"70"
25072,649236,6471263,NA,"19"
25083,560188,6815741,NA,"28"
25089,902327,6624981,NA,"39"
25103,553233,6220317,8,"09"
25109,567800,6769708,NA,"28"
25134,926252,6850614,NA,"54"
25157,969029,6712339,8,"25"
25179,661325,6720958,NA,"45"
25180,513078,6678228,NA,"37"
25233,901126,6485110,NA,"38"
25253,538901,6899866,8,"27"
25283,821967,6809535,NA,"10"
25310,890972,6699022,NA,"70"
25318,1027017,6715834,8,"68"
25324,1002094,6837966,NA,"57"
25342,606473,6853331,NA,"75"
25375,765006,6692103,8,"58"
25408,918468,6642828,8,"39"
25475,531122,6925916,NA,"76"
25482,837255,6727461,NA,"21"
25489,218386,6812546,NA,"22"
25492,861852,6799201,NA,"52"
25537,555040,6917722,NA,"76"
25554,426828,6397183,NA,"33"
25569,603298,6473646,NA,"19"
25573,457127,6436895,NA,"33"
25577,957332,6746416,NA,"70"
25598,569547,6979568,NA,"76"
25600,689000,6684751,NA,"18"
25610,751170,6710207,8,"89"
25628,604550,6623508,8,"36"
25631,653130,6697045,NA,"18"
25633,834352,6621566,NA,"71"
25662,827007,6697570,NA,"21"
25664,436900,6407090,NA,"33"
25693,353627,6241943,NA,"64"
25702,939053,6712598,NA,"70"
25717,521577,6498305,NA,"24"
25743,850833,6679380,NA,"21"
25821,836059,6821407,NA,"52"
25851,607728,6525563,NA,"23"
25853,958281,6856334,NA,"57"
25863,1044377,6873576,NA,"67"
25880,797550,6523962,NA,"42"
25888,960073,6832334,NA,"54"
25905,875602,6771102,NA,"52"
25970,438618,6373109,NA,"33"
25980,991236,6738128,8,"90"
25991,522820,6648170,NA,"86"
26010,849638,6539504,NA,"01"
26019,896256,6383248,NA,"26"
26026,672159,6820799,NA,"77"
26041,436077,6307196,NA,"40"
26141,327836,6264130,NA,"64"
26188,624908,6429506,NA,"46"
26196,509064,6676263,NA,"37"
26237,797720,6543943,NA,"69"
26283,757233,6718149,NA,"89"
26312,794131,6591933,NA,"71"
26328,904130,6834815,NA,"54"
26329,479467,6238909,NA,"65"
26347,886795,6910918,8,"55"
26357,628379,6605323,NA,"36"
26379,681394,6730782,NA,"45"
26386,681731,6770751,NA,"45"
26388,687737,6534883,NA,"63"
26393,730763,6660417,NA,"58"
26406,1021039,6717884,8,"68"
26464,872863,6451384,8,"38"
26500,897970,6583053,NA,"39"
26533,847931,6807315,NA,"52"
26579,660065,6571085,NA,"23"
26603,523152,6688137,8,"37"
26635,549697,6755868,NA,"41"
26659,946238,6850442,NA,"54"
26705,944705,6904422,NA,"57"
26713,564502,6613850,NA,"36"
26716,427723,6263311,NA,"64"
26772,614918,6429589,NA,"46"
26831,577256,6465871,NA,"19"
26855,689169,6704735,NA,"18"
26897,162203,6785016,NA,"29"
26942,930681,6668703,8,"25"
26959,647655,6759046,8,"45"
26967,552410,6841789,NA,"28"
26976,791818,6789806,NA,"10"
26977,866723,6901096,8,"55"
26979,363452,6221884,NA,"64"
26988,468751,6392841,NA,"33"
27002,596858,6659544,NA,"36"
27011,784140,6592018,NA,"71"
27020,502610,6862190,NA,"61"
27033,364427,6829348,NA,"35"
27061,725482,6508587,NA,"63"
27063,652039,6567156,NA,"23"
27067,499900,6776268,NA,"72"
27068,896531,6880851,NA,"55"
27093,389737,6747196,NA,"49"
27112,802669,6655810,NA,"71"
27194,763396,6502271,NA,"63"
27209,1031291,6747774,NA,"68"
27218,1054371,6873489,NA,"67"
27242,1068378,6875366,NA,"67"
27245,536825,6650052,8,"37"
27304,556860,6416087,NA,"24"
27305,790713,6659908,NA,"71"
27309,769034,6460261,NA,"43"
27313,328224,6801662,NA,"35"
27363,460067,6308996,NA,"32"
27528,713721,6298887,NA,"34"
27567,566750,6883644,NA,"27"
27571,646433,6375377,NA,"12"
27587,564951,6907645,NA,"27"
27589,687653,6524892,NA,"63"
27610,557079,6202305,NA,"09"
27656,889172,6489209,NA,"38"
27668,383593,6241697,NA,"64"
27682,703259,6716608,NA,"58"
27711,869966,6813122,NA,"52"
27751,685635,6285138,NA,"81"
27752,649620,6755033,NA,"45"
27789,846307,6617467,NA,"71"
27790,642467,6617195,NA,"18"
27807,501388,6956146,NA,"76"
27816,825640,6771529,NA,"10"
27823,807534,6757693,8,"21"
27825,570730,6641776,NA,"36"
27835,842721,6899303,8,"55"
27846,627336,6719245,NA,"41"
27857,831280,6495699,NA,"69"
27914,666852,6902795,NA,"60"
27968,570847,6895603,NA,"27"
27972,749120,6704228,NA,"58"
27974,611114,6691401,NA,"41"
28084,845114,6945257,NA,"08"
28116,807188,6951578,NA,"08"
28201,615420,6489530,NA,"19"
28224,821539,6993434,NA,"08"
28256,565367,6957614,NA,"76"
28264,745191,6712256,NA,"89"
28270,763819,6552224,NA,"42"
28288,420535,6846877,NA,"50"
28310,359522,6229907,NA,"64"
28381,944772,6680572,8,"25"
28516,734607,6642398,NA,"58"
28554,900697,6435160,NA,"38"
28582,906941,6696886,NA,"70"
28589,959727,6792363,8,"88"
28590,690938,6914585,NA,"60"
28593,618974,6675347,NA,"18"
28610,697786,6778611,NA,"45"
28624,570265,6825650,NA,"28"
28678,914540,6650856,8,"39"
28701,914037,6824736,NA,"88"
28780,464244,6330939,NA,"40"
28783,783365,6735915,NA,"89"
28824,564369,6837692,NA,"28"
28838,956107,6372743,NA,"05"
28846,532563,6618113,NA,"86"
28895,866980,6931077,NA,"55"
28923,482671,6384733,8,"47"
28936,828549,6409802,NA,"07"
28961,881488,6525243,NA,"38"
28994,403323,6211568,NA,"64"
28998,625828,6539399,8,"23"
29017,559689,6755785,NA,"41"
29020,722567,6636505,NA,"58"
29031,992361,6868032,8,"57"
29040,915903,6576904,8,"01"
29060,967065,6716353,NA,"25"
29061,630176,6581328,NA,"23"
29074,855107,6945171,NA,"55"
29096,439935,6532950,NA,"17"
29120,788420,6390163,NA,"07"
29132,719398,6734458,8,"89"
29136,377534,6233756,NA,"64"
29141,619727,6765277,NA,"45"
29155,858266,6847201,8,"55"
29159,732727,6656403,NA,"58"
29168,937089,6716612,NA,"70"
29250,506602,6620326,NA,"86"
29287,797450,6981646,NA,"08"
29385,579721,6521800,NA,"87"
29409,673451,6736845,NA,"45"
29414,609191,6461608,NA,"19"
29438,894653,6894859,NA,"55"
29463,543219,6697963,8,"37"
29500,423316,6698955,NA,"49"
29583,747156,6708242,NA,"89"
29589,913681,6550944,NA,"01"
29599,988260,6856075,NA,"57"
29608,786881,6444124,NA,"43"
29672,596524,6619578,NA,"36"
29679,730002,6570495,NA,"03"
29684,866894,6921083,NA,"55"
29706,678390,6848730,NA,"77"
29724,640000,6561262,NA,"23"
29736,762125,6352423,NA,"48"
29758,583270,6707622,NA,"41"
29761,916761,6676817,NA,"25"
29773,283916,6760051,8,"56"
29778,731375,6496548,NA,"63"
29787,172516,6824906,NA,"29"
29810,901469,6525072,NA,"01"
29811,811292,6729681,NA,"21"
29835,308158,6791832,NA,"56"
29890,814880,6681686,NA,"21"
29913,566550,6619828,NA,"36"
29916,632895,6667237,NA,"18"
29924,623741,6767242,NA,"45"
29928,579007,6675681,NA,"36"
29930,940673,6668617,NA,"25"
29947,908734,6672889,NA,"39"
29974,639451,6257556,NA,"11"
29977,511278,6702225,NA,"37"
29998,455504,6724671,NA,"49"
30024,829312,6967380,8,"08"
30031,496342,6346658,NA,"47"
30057,990311,6862053,8,"57"
30059,619850,6541448,NA,"23"
30069,995250,6740092,NA,"90"
30082,890629,6659055,NA,"39"
30096,703681,6766569,NA,"45"
30142,374095,6301712,NA,"40"
30174,600788,6651518,NA,"36"
30213,702897,6910486,NA,"02"
30225,737249,6718319,NA,"89"
30236,888573,6419279,NA,"26"
30311,626498,6619328,NA,"36"
30346,585032,6439830,NA,"19"
30347,827433,6981389,NA,"08"
30397,982948,6704225,NA,"25"
30426,593057,6443759,NA,"19"
30431,902338,6858815,NA,"55"
30432,775011,6458212,NA,"43"
30436,854593,6885209,NA,"55"
30469,701210,6710629,NA,"58"
30479,685324,6722755,NA,"45"
30487,611406,6965226,NA,"80"
30501,741112,6466492,NA,"43"
30534,606599,6629486,8,"36"
30549,730256,6600469,8,"03"
30567,639786,6297511,NA,"81"
30571,724616,6642483,NA,"58"
30619,440439,6836719,NA,"61"
30626,629300,6715231,NA,"41"
30648,886624,6890931,NA,"55"
30652,681844,6546922,NA,"63"
30660,685352,6488943,NA,"63"
30662,827518,6991384,NA,"08"
30671,769432,6977886,8,"02"
30673,971857,6808247,8,"88"
30678,737926,6798258,8,"89"
30684,823332,6969431,8,"08"
30730,435757,6511004,NA,"16"
30738,170470,6818927,NA,"29"
30759,393502,6475384,NA,"33"
30770,902252,6848822,NA,"55"
30796,907887,6806801,NA,"88"
30798,453513,6241122,NA,"65"
30812,694194,6826610,8,"77"
30833,865609,6771187,NA,"52"
30843,851603,6769309,NA,"52"
30853,618137,6575433,NA,"23"
30873,869709,6783144,NA,"52"
30890,951526,6768450,NA,"88"
30898,856726,6667339,NA,"21"
30908,888750,6673060,NA,"39"
30911,735473,6508503,NA,"63"
30948,900706,6668961,NA,"39"
30961,876459,6871030,NA,"55"
30962,908919,6926718,NA,"54"
30984,1009430,6761953,8,"68"
31020,523956,6544245,NA,"16"
31027,838023,6817393,NA,"52"
31030,579554,6501819,NA,"87"
31033,656019,6802947,NA,"77"
31046,575028,6917555,NA,"27"
31092,668965,6441125,NA,"15"
31096,872948,6461374,NA,"38"
31138,722482,6626513,8,"58"
31157,687710,6768702,NA,"45"
31173,742448,6860181,NA,"51"
31180,397599,6731143,NA,"49"
31205,701016,6924495,NA,"60"
31215,1022080,6837793,8,"67"
31222,979603,6548378,NA,"74"
31226,784735,6661958,NA,"71"
31231,482028,6548589,3,"16"
31255,736995,6688343,NA,"58"
31270,717095,6698504,NA,"58"
31312,496218,6814273,NA,"72"
31325,878074,6593215,NA,"39"
31354,900020,6589030,NA,"39"
31364,906770,6676903,NA,"39"
31369,772682,6889906,NA,"51"
31390,670897,6670914,NA,"18"
31405,349942,6279932,NA,"40"
31419,681760,6536932,NA,"63"
31422,959641,6782371,NA,"88"
31426,448784,6636792,NA,"79"
31463,811459,6983525,NA,"08"
31468,639796,6775102,NA,"45"
31497,872695,6665204,NA,"21"
31549,963828,6804320,8,"88"
31587,679429,6734796,8,"45"
31596,817270,6727632,NA,"21"
31604,831447,6749495,NA,"21"
31608,861338,6739246,NA,"52"
31610,527305,6466286,8,"24"
31634,363697,6251850,NA,"64"
31657,945634,6780493,NA,"88"
31716,769458,6510213,NA,"42"
31718,748596,6878118,NA,"51"
31721,345264,6685605,NA,"44"
31728,625116,6215721,NA,"11"
31740,554293,6827782,NA,"28"
31760,653584,6513189,NA,"23"
31761,880718,6435331,NA,"26"
31779,618348,6839240,NA,"75"
31781,1004232,6853938,8,"57"
31821,874313,6387432,NA,"26"
31828,705308,6722586,NA,"89"
31830,595311,6713517,8,"41"
31842,848273,6847286,NA,"51"
31865,493901,6534503,NA,"16"
31868,280470,6828033,NA,"22"
31898,970065,6832247,8,"54"
31909,674124,6816785,8,"77"
31927,491853,6528525,NA,"16"
31928,863816,6795187,NA,"52"
31950,868344,6857108,NA,"55"
31959,451479,6478903,NA,"16"
31970,602045,6323800,NA,"81"
32009,1024131,6843771,8,"67"
32091,559376,6238246,NA,"31"
32100,614417,6847268,NA,"75"
32108,614877,6185840,NA,"11"
32121,755183,6712171,NA,"89"
32127,863984,6581346,NA,"01"
32129,806775,6433965,NA,"07"
32212,637747,6769123,NA,"45"
32237,915829,6800736,8,"88"
32238,819661,6773579,NA,"10"
32254,964605,6894256,8,"57"
32286,626582,6629319,NA,"36"
32301,1000477,6881953,8,"67"
32313,659529,6744956,NA,"45"
32334,657060,6689017,NA,"18"
32350,787984,6574001,NA,"71"
32388,893785,6561107,NA,"01"
32400,797371,6737794,NA,"21"
32431,607227,6465620,NA,"19"
32461,630969,6437447,NA,"15"
32469,507679,6750221,8,"72"
32486,733216,6950208,7,"02"
32511,916259,6850700,NA,"54"
32517,845966,6811329,NA,"52"
32522,472218,6812473,NA,"53"
32527,1207481,6102847,NA,"2A"
32530,779521,6753935,NA,"89"
32610,868259,6847115,8,"55"
32621,581151,6214091,NA,"09"
32632,667672,6525060,NA,"63"
32637,535663,6510177,NA,"87"
32676,833326,6735489,NA,"21"
32684,914883,6690822,8,"25"
32719,727087,6698419,NA,"58"
32787,585829,6295965,NA,"31"
32809,928733,6906559,NA,"57"
32811,744074,6816194,NA,"10"
32813,944878,6924409,NA,"57"
32814,556341,6833761,7,"28"
32818,535995,6550140,NA,"87"
32843,560022,6795755,NA,"28"
32857,400713,6867027,NA,"14"
32867,302260,6803872,NA,"22"
32974,902155,6604999,NA,"39"
32982,669888,6551020,NA,"63"
33061,399558,6239568,NA,"64"
33064,552992,6911742,NA,"76"
33080,590751,6885443,NA,"75"
33101,786690,6891786,8,"51"
33108,735388,6498512,NA,"63"
33114,501513,6488480,NA,"24"
33115,951871,6808420,NA,"88"
33137,578554,6381939,NA,"46"
33146,737146,6942179,NA,"02"
33180,987135,6726172,NA,"70"
33188,843489,6755388,NA,"21"
33198,878241,6379406,NA,"26"
33205,539232,6218435,NA,"09"
33229,367464,6223849,NA,"64"
33236,377452,6467522,NA,"33"
33257,442136,6315138,NA,"32"
33288,543551,6737932,NA,"41"
33347,786784,6667936,NA,"71"
33407,731291,6486557,NA,"63"
33408,610529,6621460,NA,"36"
33410,663575,6513105,NA,"63"
33425,673514,6269257,NA,"34"
33439,709322,6724551,7,"89"
33442,755763,7015984,NA,"59"
33489,719968,7038278,NA,"59"
33524,675698,6528990,NA,"63"
33534,559522,6735800,NA,"41"
33548,922066,6828664,NA,"54"
33570,566467,6609837,NA,"36"
33596,910945,6465044,NA,"38"
33599,647523,6505247,NA,"19"
33630,865438,6751203,NA,"52"
33635,759298,6490317,NA,"63"
33672,369510,6229826,NA,"64"
33703,403406,6221556,NA,"64"
33727,902918,6461117,NA,"38"
33731,474068,6310879,NA,"32"
33756,591843,6537685,NA,"87"
33781,883458,6755046,NA,"52"
33846,932215,6614732,8,"39"
33858,753713,7010005,NA,"59"
33901,935642,6780579,NA,"88"
33924,585949,6549724,NA,"87"
33953,715046,6692526,NA,"58"
33999,615670,6519502,NA,"23"
34013,771663,6769990,NA,"10"
34014,938209,6846514,NA,"54"
34074,555123,6927715,NA,"76"
34105,805394,6975581,NA,"08"
34114,1012347,6867858,NA,"67"
34143,600370,6601561,NA,"36"
34153,377289,6447542,NA,"33"
34177,760568,6640180,NA,"58"
34210,703174,6706616,NA,"58"
34222,484985,6664471,NA,"86"
34248,917941,6349096,NA,"05"
34249,570348,6835643,NA,"28"
34284,737079,6698335,NA,"58"
34299,867142,6483403,NA,"38"
34321,811633,6769650,NA,"10"
34326,739806,6784251,NA,"89"
34351,572744,6403966,NA,"46"
34354,815562,6761622,8,"21"
34404,892431,6868894,NA,"55"
34406,758844,6908013,NA,"51"
34473,731778,6780322,8,"89"
34546,721532,6750429,NA,"89"
34566,908305,6622931,8,"39"
34568,763126,6706108,NA,"89"
34616,874916,6691165,NA,"21"
34618,549500,6492078,NA,"24"
34654,771833,6789976,8,"10"
34658,744176,6592357,NA,"03"
34686,616383,6843254,NA,"75"
34724,829568,6997363,NA,"08"
34744,491771,6518534,NA,"16"
34751,689422,6734711,NA,"89"
34795,480328,6826397,NA,"61"
34812,883887,6805008,NA,"52"
34874,896875,6920825,NA,"55"
34891,557474,6729822,NA,"41"
34913,612661,6637429,8,"36"
34929,851346,6739332,NA,"52"
34964,793272,6725837,NA,"21"
34986,828545,6643598,NA,"71"
35015,748528,6634287,NA,"58"
35029,524811,6887990,NA,"27"
35056,918568,6886658,NA,"57"
35070,553732,6280249,8,"31"
35084,771142,6943889,8,"02"
35090,774998,6692018,NA,"89"
35102,252297,6804277,NA,"56"
35146,644229,6827031,NA,"75"
35161,630679,6641275,NA,"18"
35197,655297,6479205,NA,"19"
35241,629094,6929097,8,"60"
35244,619308,6715315,NA,"41"
35263,706935,6678604,NA,"58"
35267,558223,6819754,8,"28"
35274,804888,6681771,NA,"21"
35276,890552,6882902,NA,"55"
35313,946583,6890414,NA,"57"
35323,701741,6536763,NA,"63"
35324,675026,6449067,NA,"15"
35332,851517,6759316,8,"52"
35352,946650,6666567,NA,"25"
35392,853054,6705342,NA,"21"
35444,724723,6418676,NA,"48"
35456,674322,6602939,NA,"03"
35463,618764,6411574,NA,"46"
35487,844173,6835329,NA,"52"
35490,641425,6731118,NA,"45"
