Year;Pred;Lower95;Upper95
2012;0.05564004493993835;0.04973395567638883;0.06193082080765944
2013;0.11802967035147374;0.10687309710955561;0.12986344760693558
2014;0.17863212693400726;0.16240931077950305;0.1959714060308645
2015;0.22777938314281435;0.20778686649833866;0.24893268774660404
2016;0.2718181351506241;0.2486137970468949;0.29616346675037275
