Year;Pred;Lower95;Upper95
2012;0.02834231859715845;0.02533588818324717;0.031555789368640674
2013;0.06129580232603546;0.05536008659675784;0.06770315895456602
2014;0.09465751790438318;0.08543454594928013;0.10472118400041452
2015;0.12302757619500765;0.11132018847004621;0.13576990019592783
2016;0.14970727419405408;0.1357339233144288;0.1647779935306365
