Year;Pred;Lower95;Upper95
2012;0.05570928010098551;0.04924887883374163;0.06249437906676436
2013;0.12573260974898512;0.11532047209163332;0.13659658804679098
2014;0.23321413551635756;0.21243149267984196;0.2555781160612124
2015;0.31998050021273183;0.28925773101366026;0.35312958063347444
2016;0.3908156055395633;0.35383129741214725;0.4299483752029063
