BasalAreaM2Ha;StemDensityHa;Pred;Lower95;Upper95
200.0;10.0;0.4504905731278106;0.42011311716160304;0.48200328819187976
200.0;11.0;0.45837999423382864;0.4278770126686312;0.4899317373955223
200.0;12.0;0.4663426815574818;0.435800732972199;0.49783930259600595
200.0;13.0;0.47437646052931837;0.44365949161737794;0.5059781285769208
200.0;14.0;0.4824790162783109;0.45156378766149874;0.5141200670324945
200.0;15.0;0.4906478914191783;0.45960554735903547;0.5224731519462569
200.0;16.0;0.49888048406203556;0.4677352774802829;0.5307069843145853
200.0;17.0;0.5071740460658429;0.4759059438345348;0.539165120240132
200.0;18.0;0.5155256815575016;0.48400873255614996;0.5477818494138244
200.0;19.0;0.5239323457392471;0.4921960856554266;0.5563070957457217
200.0;20.0;0.5323908440074114;0.5004397158834714;0.56498599093399
200.0;21.0;0.5408978314060388;0.5088417761131108;0.5736657406784509
200.0;22.0;0.5494498124392314;0.5171680137068511;0.582395069048667
200.0;23.0;0.5580431412663347;0.5255497661691244;0.5911449644870177
200.0;24.0;0.5666740223041505;0.5340114743188351;0.5997737233063352
200.0;25.0;0.5753385112604673;0.5424812934741763;0.6086681258273579
200.0;26.0;0.5840325166229318;0.5509202053922536;0.6176337024637422
200.0;27.0;0.5927518016270656;0.5595119195666253;0.6263929050168744
200.0;28.0;0.6014919867268289;0.5678693106985655;0.6352300937361406
200.0;29.0;0.6102485525903144;0.5764438314785998;0.6442095700428934
200.0;30.0;0.6190168436426092;0.5850201435447298;0.6531824634368195
200.0;31.0;0.6277920721764435;0.5935390644942564;0.6620283674038343
200.0;32.0;0.6365693230504257;0.6020017255574868;0.6709906020562848
200.0;33.0;0.6453435589927735;0.610561086243453;0.67975093403148
200.0;34.0;0.6541096265270164;0.6190707380608049;0.688778920657616
200.0;35.0;0.6628622625340005;0.6276973403264663;0.6975934282324721
200.0;36.0;0.6715961014623011;0.6362446669157766;0.7065858688301312
200.0;37.0;0.6803056831967189;0.6448328311207737;0.7153631269230101
200.0;38.0;0.6889854615915278;0.6535081189486791;0.7241555954928348
200.0;39.0;0.6976298136723614;0.6620151085753032;0.7327369510499249
1200.0;10.0;0.4320238829019294;0.4016341931207076;0.4633594626308538
1200.0;11.0;0.4378899238717094;0.4073538902635565;0.46941045520908165
1200.0;12.0;0.4438014324334616;0.41314100552990185;0.47551737311504605
1200.0;13.0;0.44975760973663564;0.41886889197541843;0.4815486870560559
1200.0;14.0;0.45575761207393034;0.4246733136736571;0.4876357441998971
1200.0;15.0;0.46180055017368216;0.43075811251595886;0.49386999210220994
1200.0;16.0;0.467885488523791;0.4368287829916292;0.500169598437894
1200.0;17.0;0.4740114447301612;0.4428815273554183;0.5065425685669113
1200.0;18.0;0.4801773889124729;0.44892681595350536;0.512787282931255
1200.0;19.0;0.48638224314038153;0.455101352916095;0.5190963863904428
1200.0;20.0;0.4926248809131841;0.46118269131610157;0.5254339498793095
1200.0;21.0;0.49890412668617484;0.4673002923350399;0.5317439695088237
1200.0;22.0;0.5052187554468841;0.4735926540351426;0.5381095543169059
1200.0;23.0;0.5115674923445854;0.47971265479503356;0.5446365517573828
1200.0;24.0;0.5179490123764002;0.4859295815706032;0.5512991924445259
1200.0;25.0;0.524361940133478;0.49217891780360934;0.5576899114166896
1200.0;26.0;0.5308048496107229;0.4983953518159713;0.564365533020625
1200.0;27.0;0.5372762640836104;0.5047331705930043;0.5709540950967303
1200.0;28.0;0.5437746560556842;0.5110384570326798;0.577688886695447
1200.0;29.0;0.5502984472803123;0.5174514166526667;0.5844085489754703
1200.0;30.0;0.556846008860311;0.5237919875492019;0.591073267992744
1200.0;31.0;0.5634156614290935;0.5301944814871916;0.5979586129829685
1200.0;32.0;0.5700056754169216;0.5364994592389459;0.6047534610364909
1200.0;33.0;0.5766142714059018;0.5429211615199961;0.6114962233571642
1200.0;34.0;0.5832396205772119;0.5494777546393308;0.6181561107612507
1200.0;35.0;0.5898798452542054;0.5559185862226843;0.6247748516763911
1200.0;36.0;0.596533019544722;0.5623927452243926;0.6314672869321722
1200.0;37.0;0.6031971700860903;0.5689192096739473;0.6383540261775817
1200.0;38.0;0.609870276896038;0.5753402374552008;0.6451226373869221
1200.0;39.0;0.6165502743327511;0.5818110470387672;0.6518984273246378
