Year;Pred;Lower95;Upper95
2012;0.06964751398378186;0.06470557650253939;0.0747665052971449
2013;0.14311178869718336;0.13385797312570602;0.15251162652636818
2014;0.22354246149254925;0.21010797027548178;0.23714304205336378
2015;0.309881585859322;0.2911920688086147;0.3290175948125301
2016;0.40221354991877295;0.37612003504569214;0.42915096863697455
