SimaPro 7.3;Inventaire;Date:;04/03/2014;Heure:;16:57;;;
Projet;_Forest resources database;;;;;;;
;;;;;;;;
;;;;;;;;
Calculation: ;Analyser;;;;;;;
Results: ;Inventaire;;;;;;;
Product: ;1 m2 _Oak forest respacing by brush-cutter, in forest/FR U (of project _Forest resources database);;;;;;;
Méthode: ;;;;;;;;
Indicateur: ;Inventaire;;;;;;;
Unité: ;?;;;;;;;
Compartiment: ;Tous les compartiments;;;;;;;
Per sub-compartment: ;Oui;;;;;;;
Default units: ;Non;;;;;;;
Exclure les processus d'infrastructure: ;Non;;;;;;;
Exclure les émissions à long terme: ;Oui;;;;;;;
Sorted on item: ;Substance;;;;;;;
Sort order: ;Croissant;;;;;;;
;;;;;;;;
N°;Substance;Compartiment;Sous-compartiment;Unité;Total;_Oak forest respacing by brush-cutter, in forest/FR U;_Power sawing, without catalytic converter/hr/RER_Brush-cutter/hr/FR U;Operation, passenger car, diesel, fleet average/RER S
332;Copper;Sol;;kg;2.29869E-10;x;7.28039E-11;1.57065E-10
333;Copper;Sol;agricultural;kg;6.75531E-12;x;5.98489E-12;7.70411E-13
334;Copper;Sol;industrial;kg;1.85622E-12;x;1.00603E-12;8.5019E-13
335;Copper, 0.99% in sulfide, Cu 0.36% and Mo 8.2E-3% in crude ore, in ground;Brut;in ground;kg;1.23884E-08;x;9.9289E-09;2.45948E-09
336;Copper, 1.18% in sulfide, Cu 0.39% and Mo 8.2E-3% in crude ore, in ground;Brut;in ground;kg;6.83383E-08;x;5.4805E-08;1.35333E-08
337;Copper, 1.42% in sulfide, Cu 0.81% and Mo 8.2E-3% in crude ore, in ground;Brut;in ground;kg;1.81281E-08;x;1.45382E-08;3.58988E-09
338;Copper, 2.19% in sulfide, Cu 1.83% and Mo 8.2E-3% in crude ore, in ground;Brut;in ground;kg;9.01821E-08;x;7.23211E-08;1.78609E-08
339;Copper, ion;Eau;;kg;1.56803E-10;x;3.38588E-11;1.22944E-10
340;Copper, ion;Eau;groundwater;kg;9.58149E-12;x;7.50894E-12;2.07256E-12
341;Copper, ion;Eau;lake;kg;1.14668E-16;x;9.13274E-17;2.33403E-17
342;Copper, ion;Eau;ocean;kg;5.47473E-11;x;3.83825E-11;1.63648E-11
343;Copper, ion;Eau;river;kg;1.41255E-10;x;1.15435E-10;2.58198E-11
344;Cumene;Air;;kg;2.1297E-22;x;1.71884E-22;4.10867E-23
345;Cumene;Air;high. pop.;kg;2.49526E-10;x;1.46402E-10;1.03125E-10
346;Cumene;Air;low. pop.;kg;2.29265E-16;x;1.63197E-16;6.60685E-17
347;Cumene;Eau;river;kg;5.99608E-10;x;3.51804E-10;2.47804E-10
348;Cyanide;Air;;kg;1.00399E-19;x;8.10306E-20;1.93687E-20
349;Cyanide;Air;high. pop.;kg;8.89712E-12;x;6.39461E-12;2.50251E-12
350;Cyanide;Air;low. pop.;kg;3.67401E-10;x;3.64801E-10;2.5995E-12
351;Cyanide;Eau;;kg;3.40531E-11;x;2.72759E-11;6.77723E-12
352;Cyanide;Eau;ocean;kg;1.94156E-10;x;1.35831E-10;5.83248E-11
353;Cyanide;Eau;river;kg;3.10536E-10;x;2.15114E-10;9.54226E-11
354;Cyanoacetic acid;Air;high. pop.;kg;8.78963E-17;x;3.61423E-17;5.1754E-17
355;Cypermethrin;Sol;agricultural;kg;3.0845E-13;x;2.06531E-13;1.01919E-13
356;Diatomite;Brut;in ground;kg;4.52819E-14;x;1.52823E-14;2.99996E-14
357;Dichromate;Eau;river;kg;4.72926E-12;x;2.98533E-12;1.74393E-12
358;Diethylamine;Air;high. pop.;kg;5.85791E-16;x;3.93475E-16;1.92316E-16
359;Diethylamine;Eau;river;kg;1.40591E-15;x;9.44356E-16;4.61549E-16
360;Dimethyl malonate;Air;high. pop.;kg;1.10221E-16;x;4.53221E-17;6.4899E-17
361;Dimethylamine;Eau;river;kg;1.26443E-15;x;6.69764E-16;5.94665E-16
362;Dinitrogen monoxide;Air;;kg;1.3126E-07;x;3.2956E-09;1.27964E-07
363;Dinitrogen monoxide;Air;high. pop.;kg;1.11833E-08;x;8.19828E-09;2.98504E-09
364;Dinitrogen monoxide;Air;low. pop.;kg;1.24439E-08;x;7.74232E-09;4.70155E-09
365;Dinitrogen monoxide;Air;stratosphere + troposphere;kg;3.55798E-15;x;3.40486E-15;1.53118E-16
366;Dioxin, 2,3,7,8 Tetrachlorodibenzo-p-;Air;;kg;3.85219E-16;x;3.11119E-16;7.41001E-17
367;Dioxin, 2,3,7,8 Tetrachlorodibenzo-p-;Air;high. pop.;kg;4.37912E-17;x;3.48655E-17;8.92561E-18
368;Dioxin, 2,3,7,8 Tetrachlorodibenzo-p-;Air;low. pop.;kg;2.25592E-16;x;2.07953E-16;1.76388E-17
369;Dipropylamine;Air;high. pop.;kg;3.69046E-16;x;2.49206E-16;1.1984E-16
370;Dipropylamine;Eau;river;kg;8.85733E-16;x;5.98109E-16;2.87625E-16
371;DOC, Dissolved Organic Carbon;Eau;;kg;4.54793E-09;x;4.27988E-09;2.68053E-10
372;DOC, Dissolved Organic Carbon;Eau;lake;kg;7.34824E-12;x;4.35245E-12;2.99579E-12
373;DOC, Dissolved Organic Carbon;Eau;ocean;kg;1.82738E-06;x;1.195E-06;6.32385E-07
374;DOC, Dissolved Organic Carbon;Eau;river;kg;8.54154E-06;x;5.81764E-06;2.72391E-06
375;Dolomite;Brut;in ground;kg;1.49857E-07;x;1.24345E-07;2.55126E-08
376;Energy, gross calorific value, in biomass;Brut;biotic;MJ;0.000187922;x;0.000160086;2.78359E-05
377;Energy, gross calorific value, in biomass, primary forest;Brut;biotic;MJ;1.90943E-07;x;1.2793E-07;6.3013E-08
378;Energy, kinetic (in wind), converted;Brut;in air;MJ;4.65069E-05;x;3.45331E-05;1.19738E-05
379;Energy, potential (in hydropower reservoir), converted;Brut;in water;MJ;0.000729427;x;0.000630677;9.87505E-05
380;Energy, solar, converted;Brut;in air;MJ;6.49042E-07;x;4.60386E-07;1.88655E-07
381;Ethane;Air;;kg;5.95454E-13;x;4.80579E-13;1.14875E-13
382;Ethane;Air;high. pop.;kg;4.23531E-08;x;2.54403E-08;1.69129E-08
383;Ethane;Air;low. pop.;kg;2.87205E-08;x;2.29109E-08;5.80957E-09
384;Ethane, 1,1-difluoro-, HFC-152a;Air;high. pop.;kg;2.38518E-13;x;1.69456E-13;6.90615E-14
385;Ethane, 1,1,1-trichloro-, HCFC-140;Air;;kg;4.38975E-21;x;3.54288E-21;8.46876E-22
386;Ethane, 1,1,1-trichloro-, HCFC-140;Air;low. pop.;kg;8.42018E-16;x;5.99366E-16;2.42651E-16
387;Ethane, 1,1,1,2-tetrafluoro-, HFC-134a;Air;;kg;1.07331E-10;x;2.42584E-11;8.30723E-11
388;Ethane, 1,1,1,2-tetrafluoro-, HFC-134a;Air;high. pop.;kg;8.10069E-15;x;6.36968E-15;1.731E-15
389;Ethane, 1,1,1,2-tetrafluoro-, HFC-134a;Air;low. pop.;kg;2.02081E-13;x;1.43817E-13;5.82641E-14
390;Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113;Air;high. pop.;kg;3.01003E-15;x;2.40119E-15;6.0884E-16
391;Ethane, 1,2-dichloro-;Air;high. pop.;kg;6.96661E-11;x;6.22009E-11;7.46519E-12
392;Ethane, 1,2-dichloro-;Air;low. pop.;kg;1.68196E-15;x;1.19726E-15;4.84695E-16
393;Ethane, 1,2-dichloro-;Eau;river;kg;2.019E-12;x;1.42821E-12;5.90795E-13
394;Ethane, 1,2-dichloro-1,1,2,2-tetrafluoro-, CFC-114;Air;low. pop.;kg;3.48291E-12;x;2.44825E-12;1.03466E-12
395;Ethane, hexafluoro-, HFC-116;Air;;kg;1.84069E-11;x;1.69886E-11;1.41822E-12
396;Ethane, hexafluoro-, HFC-116;Air;high. pop.;kg;2.13317E-13;x;1.69656E-13;4.36616E-14
397;Ethanol;Air;high. pop.;kg;2.6572E-10;x;1.79968E-10;8.57512E-11
398;Ethanol;Air;low. pop.;kg;1.21299E-12;x;8.56446E-13;3.56542E-13
399;Ethanol;Eau;river;kg;9.82596E-13;x;7.75184E-13;2.07412E-13
400;Ethene;Air;high. pop.;kg;9.85883E-09;x;6.56461E-09;3.29423E-09
401;Ethene;Air;low. pop.;kg;2.20359E-09;x;2.04448E-09;1.59104E-10
402;Ethene;Eau;river;kg;2.35627E-10;x;1.32208E-10;1.0342E-10
403;Ethene, chloro-;Air;;kg;1.60816E-21;x;1.29791E-21;3.1025E-22
404;Ethene, chloro-;Air;high. pop.;kg;3.23574E-11;x;3.01554E-11;2.20199E-12
405;Ethene, chloro-;Eau;river;kg;6.94181E-14;x;5.04571E-14;1.8961E-14
406;Ethene, tetrachloro-;Air;;kg;3.47704E-18;x;2.80624E-18;6.708E-19
407;Ethene, tetrachloro-;Air;high. pop.;kg;2.10087E-16;x;1.50079E-16;6.00078E-17
408;Ethene, tetrachloro-;Air;low. pop.;kg;1.80911E-15;x;1.28776E-15;5.2134E-16
409;Ethyl acetate;Air;high. pop.;kg;1.14432E-10;x;9.12233E-11;2.32085E-11
410;Ethyl acetate;Eau;river;kg;1.55784E-15;x;1.0552E-15;5.02636E-16
411;Ethyl cellulose;Air;high. pop.;kg;2.30239E-13;x;1.83673E-13;4.65661E-14
412;Ethylamine;Air;high. pop.;kg;8.33714E-17;x;6.14555E-17;2.19158E-17
413;Ethylamine;Eau;river;kg;2.00094E-16;x;1.47497E-16;5.25973E-17
414;Ethylene diamine;Air;high. pop.;kg;9.84555E-16;x;7.17057E-16;2.67498E-16
415;Ethylene diamine;Eau;river;kg;2.37129E-15;x;1.72534E-15;6.45954E-16
416;Ethylene oxide;Air;;kg;5.05596E-14;x;4.83838E-14;2.17579E-15
417;Ethylene oxide;Air;high. pop.;kg;3.06779E-12;x;1.75172E-12;1.31608E-12
418;Ethylene oxide;Air;low. pop.;kg;3.56543E-15;x;3.41199E-15;1.53435E-16
419;Ethylene oxide;Air;stratosphere + troposphere;kg;2.16673E-14;x;2.07349E-14;9.32468E-16
420;Ethylene oxide;Eau;river;kg;7.87317E-14;x;6.07112E-14;1.80206E-14
421;Ethyne;Air;;kg;4.66824E-13;x;3.45333E-13;1.2149E-13
422;Ethyne;Air;high. pop.;kg;3.10306E-10;x;3.07053E-10;3.25363E-12
423;Ethyne;Air;low. pop.;kg;2.87601E-11;x;2.24729E-11;6.28724E-12
424;Feldspar;Brut;in ground;kg;1.01368E-13;x;7.94645E-14;2.19037E-14
425;Fenpiclonil;Sol;agricultural;kg;3.85539E-14;x;3.03368E-14;8.21717E-15
426;Fluoride;Eau;;kg;1.40638E-10;x;9.53336E-11;4.53047E-11
427;Fluoride;Eau;groundwater;kg;5.94216E-10;x;4.68655E-10;1.25561E-10
428;Fluoride;Eau;ocean;kg;5.70565E-09;x;3.96276E-09;1.74289E-09
429;Fluoride;Eau;river;kg;7.82717E-09;x;4.7172E-09;3.10996E-09
430;Fluoride;Sol;;kg;1.22722E-10;x;7.74604E-11;4.52613E-11
431;Fluoride;Sol;industrial;kg;3.81476E-09;x;2.50239E-09;1.31236E-09
432;Fluorine;Air;;kg;6.06084E-15;x;4.19354E-15;1.8673E-15
433;Fluorine;Air;high. pop.;kg;5.02171E-12;x;4.04989E-12;9.71819E-13
434;Fluorine;Air;low. pop.;kg;1.30463E-10;x;1.28624E-10;1.83884E-12
435;Fluorine, 4.5% in apatite, 1% in crude ore, in ground;Brut;in ground;kg;7.70225E-09;x;5.2386E-09;2.46364E-09
436;Fluorine, 4.5% in apatite, 3% in crude ore, in ground;Brut;in ground;kg;3.40373E-09;x;2.31221E-09;1.09152E-09
437;Fluorspar;Brut;in ground;kg;2.32935E-07;x;1.61429E-07;7.15062E-08
438;Fluosilicic acid;Air;high. pop.;kg;2.15136E-11;x;1.9856E-11;1.65752E-12
439;Fluosilicic acid;Eau;river;kg;3.87235E-11;x;3.574E-11;2.98347E-12
440;Formaldehyde;Air;;kg;7.13693E-08;x;1.12954E-10;7.12563E-08
441;Formaldehyde;Air;high. pop.;kg;6.17751E-10;x;4.57738E-10;1.60013E-10
442;Formaldehyde;Air;low. pop.;kg;1.43596E-10;x;1.03819E-10;3.97768E-11
443;Formaldehyde;Air;stratosphere + troposphere;kg;1.86809E-14;x;1.7877E-14;8.03898E-16
444;Formaldehyde;Eau;;kg;1.3655E-09;x;1.3521E-09;1.33945E-11
445;Formaldehyde;Eau;river;kg;1.18855E-12;x;1.08237E-12;1.06187E-13
446;Formamide;Air;high. pop.;kg;6.829E-17;x;5.32287E-17;1.50614E-17
447;Formamide;Eau;river;kg;1.63901E-16;x;1.27752E-16;3.61487E-17
448;Formate;Eau;river;kg;2.44056E-14;x;1.17272E-14;1.26784E-14
449;Formic acid;Air;high. pop.;kg;1.42444E-13;x;1.13639E-13;2.88058E-14
450;Formic acid;Air;low. pop.;kg;1.24387E-11;x;8.33386E-12;4.10486E-12
451;Formic acid;Eau;river;kg;4.75778E-17;x;3.70845E-17;1.04933E-17
452;Furan;Air;;kg;3.41625E-22;x;2.7572E-22;6.59054E-23
453;Furan;Air;low. pop.;kg;3.53212E-12;x;2.36651E-12;1.16561E-12
454;Gallium;Brut;in ground;kg;1.83715E-15;x;1.30502E-15;5.32132E-16
455;Gas, mine, off-gas, process, coal mining/m3;Brut;in ground;m3;1.2181E-06;x;9.90789E-07;2.27313E-07
456;Gas, natural/m3;Brut;in ground;m3;0.000221112;x;0.000135181;8.59317E-05
457;Glutaraldehyde;Eau;ocean;kg;7.05745E-11;x;4.89623E-11;2.16122E-11
458;Glyphosate;Sol;agricultural;kg;6.40721E-12;x;3.40465E-12;3.00256E-12
459;Glyphosate;Sol;industrial;kg;1.57971E-11;x;6.12927E-12;9.66788E-12
460;Gold;Brut;in ground;kg;4.95206E-13;x;3.95043E-13;1.00163E-13
461;Gold, Au 1.1E-4%, Ag 4.2E-3%, in ore, in ground;Brut;in ground;kg;2.25542E-13;x;1.79923E-13;4.56188E-14
462;Gold, Au 1.3E-4%, Ag 4.6E-5%, in ore, in ground;Brut;in ground;kg;4.13598E-13;x;3.29942E-13;8.36552E-14
463;Gold, Au 2.1E-4%, Ag 2.1E-4%, in ore, in ground;Brut;in ground;kg;7.56384E-13;x;6.03396E-13;1.52987E-13
464;Gold, Au 4.3E-4%, in ore, in ground;Brut;in ground;kg;1.87461E-13;x;1.49544E-13;3.79167E-14
465;Gold, Au 4.9E-5%, in ore, in ground;Brut;in ground;kg;4.48994E-13;x;3.58179E-13;9.08142E-14
466;Gold, Au 6.7E-4%, in ore, in ground;Brut;in ground;kg;6.95119E-13;x;5.54522E-13;1.40597E-13
467;Gold, Au 7.1E-4%, in ore, in ground;Brut;in ground;kg;7.83805E-13;x;6.25268E-13;1.58536E-13
468;Gold, Au 9.7E-4%, Ag 9.7E-4%, Zn 0.63%, Cu 0.38%, Pb 0.014%, in ore, in ground;Brut;in ground;kg;4.69678E-14;x;3.74679E-14;9.49992E-15
469;Granite;Brut;in ground;kg;4.89846E-16;x;4.06547E-16;8.32996E-17
470;Gravel;Brut;in ground;kg;0.000224575;x;0.000125476;9.90992E-05
471;Gypsum;Brut;in ground;kg;1.66339E-10;x;1.16211E-10;5.01283E-11
472;Heat, waste;Air;;MJ;0.050548114;x;0.001650034;0.04889808
473;Heat, waste;Air;high. pop.;MJ;0.013507243;x;0.010313824;0.003193418
474;Heat, waste;Air;low. pop.;MJ;0.010602756;x;0.006425546;0.00417721
475;Heat, waste;Air;stratosphere + troposphere;MJ;5.4082E-09;x;5.17546E-09;2.32744E-10
476;Heat, waste;Eau;;MJ;6.04162E-06;x;5.58862E-06;4.52995E-07
477;Heat, waste;Eau;ocean;MJ;4.96595E-08;x;3.49783E-08;1.46812E-08
478;Heat, waste;Eau;river;MJ;0.003243635;x;0.002367904;0.000875731
479;Heat, waste;Sol;;MJ;2.7971E-05;x;1.56485E-05;1.23226E-05
480;Heat, waste;Sol;industrial;MJ;8.93791E-07;x;6.20637E-07;2.73154E-07
481;Helium;Air;;kg;1.69595E-18;x;1.16413E-18;5.3182E-19
482;Helium;Air;low. pop.;kg;1.01968E-08;x;4.05375E-09;6.14306E-09
483;Heptane;Air;high. pop.;kg;3.88526E-08;x;2.28185E-08;1.60341E-08
484;Hexane;Air;;kg;3.44659E-13;x;2.78165E-13;6.64935E-14
485;Hexane;Air;high. pop.;kg;9.28605E-08;x;5.84695E-08;3.43911E-08
486;Hexane;Air;low. pop.;kg;8.07231E-11;x;5.73567E-11;2.33663E-11
487;Hydrocarbons, aliphatic, alkanes, cyclic;Air;high. pop.;kg;4.52115E-12;x;2.76247E-12;1.75868E-12
488;Hydrocarbons, aliphatic, alkanes, cyclic;Air;low. pop.;kg;2.43853E-14;x;1.73581E-14;7.02726E-15
489;Hydrocarbons, aliphatic, alkanes, unspecified;Air;;kg;5.44961E-09;x;4.28882E-09;1.16079E-09
490;Hydrocarbons, aliphatic, alkanes, unspecified;Air;high. pop.;kg;3.92752E-07;x;3.90913E-07;1.83884E-09
491;Hydrocarbons, aliphatic, alkanes, unspecified;Air;low. pop.;kg;1.38875E-09;x;1.06106E-09;3.27688E-10
492;Hydrocarbons, aliphatic, alkanes, unspecified;Eau;ocean;kg;6.77927E-09;x;4.6878E-09;2.09147E-09
493;Hydrocarbons, aliphatic, alkanes, unspecified;Eau;river;kg;1.57001E-08;x;9.26446E-09;6.43559E-09
494;Hydrocarbons, aliphatic, unsaturated;Air;;kg;1.003E-19;x;7.06474E-20;2.96526E-20
495;Hydrocarbons, aliphatic, unsaturated;Air;high. pop.;kg;7.15521E-08;x;7.14801E-08;7.19938E-11
496;Hydrocarbons, aliphatic, unsaturated;Air;low. pop.;kg;4.38559E-10;x;3.23646E-10;1.14913E-10
497;Hydrocarbons, aliphatic, unsaturated;Eau;ocean;kg;6.25782E-10;x;4.32719E-10;1.93063E-10
498;Hydrocarbons, aliphatic, unsaturated;Eau;river;kg;1.44924E-09;x;8.55182E-10;5.94057E-10
499;Hydrocarbons, aromatic;Air;;kg;1.98119E-09;x;1.67639E-09;3.04802E-10
500;Hydrocarbons, aromatic;Air;high. pop.;kg;7.22074E-08;x;7.21546E-08;5.28263E-11
501;Hydrocarbons, aromatic;Air;low. pop.;kg;5.05581E-10;x;3.92808E-10;1.12773E-10
502;Hydrocarbons, aromatic;Eau;ocean;kg;2.871E-08;x;1.98582E-08;8.85187E-09
503;Hydrocarbons, aromatic;Eau;river;kg;6.35132E-08;x;3.74332E-08;2.608E-08
504;Hydrocarbons, chlorinated;Air;;kg;5.36497E-11;x;5.02919E-11;3.35773E-12
505;Hydrocarbons, chlorinated;Air;high. pop.;kg;5.39937E-11;x;5.38467E-11;1.46965E-13
506;Hydrocarbons, chlorinated;Air;low. pop.;kg;8.54534E-15;x;6.08274E-15;2.4626E-15
507;Hydrocarbons, unspecified;Eau;;kg;1.50534E-10;x;1.22834E-10;2.77006E-11
508;Hydrocarbons, unspecified;Eau;ocean;kg;1.09046E-08;x;7.62083E-09;3.28382E-09
509;Hydrocarbons, unspecified;Eau;river;kg;7.88385E-10;x;6.84783E-10;1.03602E-10
510;Hydrogen;Air;;kg;4.18141E-11;x;2.27941E-11;1.902E-11
511;Hydrogen;Air;high. pop.;kg;6.76944E-09;x;4.77739E-09;1.99205E-09
512;Hydrogen-3, Tritium;Air;low. pop.;Bq;0.047747132;x;0.034494229;0.013252903
513;Hydrogen-3, Tritium;Eau;ocean;Bq;3.232297064;x;2.324450126;0.907846938
514;Hydrogen-3, Tritium;Eau;river;Bq;0.348404505;x;0.250153754;0.098250751
515;Hydrogen chloride;Air;;kg;5.63338E-09;x;4.02175E-09;1.61163E-09
516;Hydrogen chloride;Air;high. pop.;kg;3.21943E-08;x;3.01736E-08;2.02068E-09
517;Hydrogen chloride;Air;low. pop.;kg;2.19874E-08;x;1.66793E-08;5.30814E-09
518;Hydrogen chloride;Air;stratosphere + troposphere;kg;1.01997E-16;x;9.76077E-17;4.38941E-18
519;Hydrogen fluoride;Air;;kg;8.88728E-10;x;7.67192E-10;1.21536E-10
520;Hydrogen fluoride;Air;high. pop.;kg;1.46006E-09;x;1.27519E-09;1.84873E-10
521;Hydrogen fluoride;Air;low. pop.;kg;4.13416E-09;x;3.03072E-09;1.10344E-09
522;Hydrogen peroxide;Air;high. pop.;kg;1.70995E-13;x;1.36368E-13;3.4627E-14
523;Hydrogen peroxide;Eau;river;kg;1.88185E-12;x;1.51181E-12;3.70041E-13
524;Hydrogen sulfide;Air;;kg;6.29136E-10;x;4.8324E-10;1.45896E-10
525;Hydrogen sulfide;Air;high. pop.;kg;7.84596E-13;x;5.07347E-13;2.77249E-13
526;Hydrogen sulfide;Air;low. pop.;kg;1.98342E-09;x;1.65999E-09;3.23437E-10
527;Hydrogen sulfide;Eau;river;kg;4.12997E-11;x;3.29219E-11;8.37784E-12
528;Hydroxide;Eau;river;kg;4.93754E-12;x;3.91894E-12;1.0186E-12
529;Hypochlorite;Eau;ocean;kg;9.37958E-11;x;6.85712E-11;2.52246E-11
530;Hypochlorite;Eau;river;kg;8.93976E-11;x;6.53302E-11;2.40673E-11
531;Indium;Brut;in ground;kg;2.22692E-12;x;7.35791E-13;1.49113E-12
532;Iodide;Eau;groundwater;kg;9.72898E-12;x;7.10588E-12;2.6231E-12
533;Iodide;Eau;ocean;kg;5.21475E-09;x;3.60597E-09;1.60879E-09
534;Iodide;Eau;river;kg;1.20921E-08;x;7.13931E-09;4.95279E-09
535;Iodine;Brut;in water;kg;3.59099E-13;x;2.45797E-13;1.13303E-13
536;Iodine;Air;;kg;1.35735E-19;x;9.56063E-20;4.0129E-20
537;Iodine;Air;high. pop.;kg;7.06765E-12;x;6.99606E-12;7.15843E-14
538;Iodine;Air;low. pop.;kg;1.63002E-10;x;1.19013E-10;4.39895E-11
539;Iodine-129;Air;low. pop.;Bq;8.35854E-06;x;6.01098E-06;2.34757E-06
540;Iodine-131;Air;low. pop.;Bq;0.000392495;x;0.000285369;0.000107126
541;Iodine-131;Eau;river;Bq;4.37516E-07;x;2.94571E-07;1.42945E-07
542;Iodine-133;Air;low. pop.;Bq;2.36276E-08;x;1.28026E-08;1.0825E-08
543;Iodine-133;Eau;river;Bq;1.85006E-08;x;7.78614E-09;1.07145E-08
544;Iodine-135;Air;low. pop.;Bq;2.18698E-08;x;1.54042E-08;6.46561E-09
545;Iron;Brut;in ground;kg;4.50417E-05;x;3.60781E-05;8.96361E-06
546;Iron;Air;;kg;4.17572E-10;x;3.55363E-10;6.22096E-11
547;Iron;Air;high. pop.;kg;3.49014E-09;x;3.26051E-09;2.29621E-10
548;Iron;Air;low. pop.;kg;3.18874E-10;x;2.95451E-10;2.34236E-11
549;Iron;Sol;;kg;3.03732E-08;x;1.19813E-08;1.83919E-08
550;Iron;Sol;agricultural;kg;2.36053E-09;x;2.16356E-09;1.96967E-10
551;Iron;Sol;industrial;kg;1.52589E-07;x;1.00094E-07;5.24949E-08
552;Iron-59;Eau;river;Bq;5.08624E-09;x;2.1406E-09;2.94565E-09
553;Iron, ion;Eau;;kg;7.65856E-09;x;5.29937E-09;2.35919E-09
554;Iron, ion;Eau;groundwater;kg;1.74206E-07;x;1.27263E-07;4.69426E-08
555;Iron, ion;Eau;ocean;kg;2.79569E-09;x;1.93493E-09;8.60757E-10
556;Iron, ion;Eau;river;kg;1.7238E-08;x;1.2002E-08;5.23596E-09
557;Isocyanic acid;Air;high. pop.;kg;5.02975E-12;x;3.05002E-12;1.97973E-12
558;Isoprene;Air;;kg;4.5637E-21;x;3.68329E-21;8.80415E-22
559;Isoprene;Air;low. pop.;kg;1.63902E-13;x;1.09813E-13;5.40894E-14
560;Isopropylamine;Air;high. pop.;kg;2.14112E-17;x;1.35522E-17;7.85905E-18
561;Isopropylamine;Eau;river;kg;5.13879E-17;x;3.25258E-17;1.88621E-17
562;Kaolinite;Brut;in ground;kg;1.35701E-08;x;1.29443E-08;6.25861E-10
563;Kieserite;Brut;in ground;kg;1.65769E-11;x;8.46158E-12;8.11533E-12
564;Krypton-85;Air;low. pop.;Bq;0.003115448;x;0.002257415;0.000858033
565;Krypton-85m;Air;low. pop.;Bq;0.000212785;x;0.000104827;0.000107959
566;Krypton-87;Air;low. pop.;Bq;7.39677E-05;x;4.27171E-05;3.12506E-05
567;Krypton-88;Air;low. pop.;Bq;7.74284E-05;x;4.1651E-05;3.57774E-05
568;Krypton-89;Air;low. pop.;Bq;2.28597E-05;x;1.03754E-05;1.24843E-05
569;Lactic acid;Air;high. pop.;kg;2.89098E-16;x;1.95223E-16;9.38749E-17
570;Lactic acid;Eau;river;kg;6.93826E-16;x;4.68526E-16;2.253E-16
571;Lanthanum-140;Air;low. pop.;Bq;9.6813E-10;x;4.07455E-10;5.60674E-10
572;Lanthanum-140;Eau;river;Bq;3.13886E-08;x;1.32101E-08;1.81785E-08
573;Lead;Brut;in ground;kg;1.47311E-08;x;6.9189E-09;7.81221E-09
574;Lead;Air;;kg;6.23232E-10;x;1.59306E-10;4.63926E-10
575;Lead;Air;high. pop.;kg;3.32524E-10;x;2.42645E-10;8.9879E-11
576;Lead;Air;low. pop.;kg;1.15092E-09;x;1.10752E-09;4.33996E-11
577;Lead;Air;stratosphere + troposphere;kg;2.37213E-18;x;2.27005E-18;1.0208E-19
578;Lead;Eau;;kg;1.0247E-10;x;2.58088E-11;7.66611E-11
579;Lead;Eau;groundwater;kg;5.83535E-13;x;4.69474E-13;1.14061E-13
580;Lead;Eau;lake;kg;7.48555E-18;x;5.96189E-18;1.52366E-18
581;Lead;Eau;ocean;kg;3.89649E-10;x;2.71086E-10;1.18563E-10
582;Lead;Eau;river;kg;3.81863E-10;x;2.2286E-10;1.59003E-10
583;Lead;Sol;;kg;7.17291E-11;x;8.24989E-13;7.09041E-11
584;Lead;Sol;agricultural;kg;2.18914E-12;x;1.90238E-12;2.86757E-13
585;Lead-210;Air;;Bq;5.63663E-14;x;3.97022E-14;1.66641E-14
586;Lead-210;Air;high. pop.;Bq;2.88276E-05;x;2.8536E-05;2.91615E-07
587;Lead-210;Air;low. pop.;Bq;4.25269E-05;x;3.08822E-05;1.16447E-05
588;Lead-210;Eau;;Bq;1.15193E-08;x;9.29696E-09;2.22229E-09
589;Lead-210;Eau;groundwater;Bq;7.43708E-08;x;5.05881E-08;2.37828E-08
590;Lead-210;Eau;ocean;Bq;8.789E-05;x;5.97522E-05;2.81378E-05
591;Lead-210;Eau;river;Bq;1.89536E-05;x;1.3996E-05;4.95765E-06
592;Linuron;Sol;agricultural;kg;1.03189E-12;x;4.22862E-13;6.09031E-13
593;Lithium;Brut;in ground;kg;1.97566E-15;x;1.53993E-15;4.35731E-16
594;Lithium, ion;Eau;;kg;4.27893E-11;x;3.45345E-11;8.25483E-12
595;Lithium, ion;Eau;river;kg;3.12637E-15;x;2.43685E-15;6.89522E-16
596;m-Xylene;Air;high. pop.;kg;1.19849E-11;x;9.66618E-12;2.31876E-12
597;m-Xylene;Eau;;kg;1.20587E-15;x;9.7323E-16;2.3264E-16
598;m-Xylene;Eau;river;kg;1.73195E-16;x;1.36278E-16;3.69173E-17
599;Magnesite;Brut;in ground;kg;7.54849E-07;x;6.37563E-07;1.17286E-07
600;Magnesium;Brut;in water;kg;1.00686E-06;x;1.00686E-06;1.23739E-12
601;Magnesium;Air;;kg;8.25806E-16;x;6.66491E-16;1.59315E-16
602;Magnesium;Air;high. pop.;kg;2.38946E-09;x;2.35754E-09;3.19151E-11
603;Magnesium;Air;low. pop.;kg;1.00108E-10;x;8.01787E-11;1.99292E-11
604;Magnesium;Eau;;kg;2.49709E-11;x;2.01534E-11;4.81746E-12
605;Magnesium;Eau;groundwater;kg;3.43454E-08;x;2.60321E-08;8.3133E-09
