"species","mean","min","max"
"Alisier blanc",26.1112019995262,0.439765002130793,95.2716750715579
"Alisier torminal",25.7041572857504,0.439765002130793,101.902622109264
"Arbousier",21.299476555668,0.405287425963739,102.705061756275
"Aubepine monogyne",23.5568710380752,0.405287425963739,129.328297793712
"Aulne glutineux",26.7481333842288,0.412987978730297,131.920890595549
"Bouleau verruqueux",24.6350051611554,0.405287425963739,99.2153282169913
"Charme",25.7673060555255,0.439765002130793,117.595524861524
"Chataignier",28.7129468508742,0.405287425963739,129.328297793712
"Chene-liege",18.9513938331874,0.475649826304666,102.705061756275
"Chene pedoncule",25.1196782766116,0.405287425963739,111.744207702695
"Chene pubescent",19.946150341452,0.405287425963739,104.189080616796
"Chene rouge",23.4515438103708,0.551578829935175,88.8680192770957
"Chene sessile",25.653865333503,0.405287425963739,104.209269580482
"Chene tauzin",22.668370295122,0.5128838865086,70.566472628678
"Chene vert",18.4187305286598,0.405287425963739,104.189080616796
"Douglas",30.2249330689056,0.475649826304666,130.751469332165
"Epicea commun",34.4479188713656,0.405287425963739,120.985900277582
"Epicea de sitka",34.9616739159072,1.68433119231852,88.3217859046567
"Erable a feuilles d'obier",26.4177526338571,0.405287425963739,76.1009676817309
"Erable champetre",25.5198105882443,0.5128838865086,117.595524861524
"Erable de montpellier",17.6556736699707,0.439765002130793,53.4180196971878
"Erable sycomore",27.5854209661058,0.405287425963739,110.59653257496
"Frene commun",25.7076230262296,0.405287425963739,117.595524861524
"Hetre",28.8061645928889,0.405287425963739,112.654868095516
"Houx",31.797825808117,0.551578829935175,88.8680192770957
"Meleze d'europe",28.0198098908119,0.405287425963739,116.805557630361
"Merisier",26.3444492564459,0.5128838865086,101.902622109264
"Noisetier coudrier",24.3566792997346,0.405287425963739,93.343729864187
"Orme champetre",23.6208517230835,0.405287425963739,89.9161104407409
"Peuplier cultive",25.4213667376354,0.5128838865086,100.396638434202
"Pin a crochets",25.2537208540717,0.529475311861101,72.6706117481932
"Pin d'alep",16.880791928863,0.405287425963739,58.3766950309232
"Pin laricio de corse",27.1389387005061,0.405287425963739,97.9253030778731
"Pin maritime",23.3894514615066,0.405287425963739,130.751469332165
"Pin noir d'autriche",23.1291306476681,0.405287425963739,108.28873926773
"Pin sylvestre",25.9269678109903,0.405287425963739,108.28873926773
"Robinier faux acacia",24.5398078355951,0.439765002130793,90.9061227029755
"Sapin pectine",34.5916361672298,0.5128838865086,110.59653257496
"Saule cendre",19.6986582622216,0.405287425963739,73.2909867346744
"Saule marsault",21.3263453014282,0.405287425963739,117.595524861524
"Sorbier des oiseleurs",29.1854728838815,0.439765002130793,116.805557630361
"Tilleul a grandes feuilles",29.4288401432802,1.71212553411526,90.456457865497
"Tilleul a petites feuilles",27.0180062383431,1.0257677730172,81.4778104530871
"Tremble",24.9511000263818,0.405287425963739,99.2153282169913
