species;meanNbObs;lowNbObs;uppNbObs;meanBias;lowBias;uppBias;meanMse;lowMse;uppMse;meanMeanObs;lowMeanObs;uppMeanObs
ALISIER_BLANC;185.71;173.0;199.0;-0.2268555874826565;-0.46210964182287995;0.08583286172666002;4.642565688568694;3.766907693646979;5.5787683947018865;10.470562579336207;10.23387978142077;10.792307692307688
ALISIER_TORMINAL;162.16;147.0;177.0;-0.2717804275899629;-0.5600756984734425;-0.018499928209411143;3.974484217190049;3.128586416112298;4.939164718658719;10.935527572639856;10.643636363636373;11.215483870967738
AUBEPINE_MONOGYNE;140.94;128.0;156.0;0.08639083533660792;-0.1559449037766008;0.353546801267575;2.774612050290814;2.188646362210265;3.501823693101343;7.591661776115218;7.356617647058821;7.800000000000001
AULNE_GLUTINEUX;258.87;247.0;274.0;-0.2880590875272029;-0.8044500630639614;0.11182812797514004;8.750286463654529;7.548402377364326;10.506845528280655;16.761509038965148;16.383206106870237;17.084063745019918
BOULEAU_VERRUQUEUX;765.5600000000001;740.0;789.0;-0.18737905895279802;-0.374240585289392;0.003348410523698992;6.079344351221619;5.53348776226369;6.652459787883266;15.987261679776319;15.813684210526329;16.15821656050957
CHARME;1533.32;1490.0;1565.0;-0.042059115156248814;-0.2030514466010303;0.08678320980067251;7.733400843087394;7.224850377083957;8.39177963258004;15.523632768857766;15.361284170375116;15.648316062176132
CHATAIGNIER;1408.3;1369.0;1437.0;0.10900197715938836;-0.06421531242530398;0.31945280507879303;8.751173846042064;8.084054096305765;9.770787443122968;16.43595147273061;16.291841004184086;16.601482004234295
CHENE_PEDONCULE;2856.86;2813.0;2905.0;-0.12339609059731091;-0.23867845050233222;0.01365924062900636;8.323679383026098;7.790728416333372;8.792106397436463;19.06239491369113;18.95529370383392;19.18617543859651
CHENE_PUBESCENT;821.32;795.0;844.0;-0.013212985616104699;-0.23890177768591886;0.1643082905415566;5.836270707847339;5.345557796623209;6.386143359989275;13.851215466251857;13.667427884615398;14.044945188794161
CHENE_ROUGE;75.09;69.0;83.0;0.0269342435711348;-0.6933810290212182;0.8221494451873611;6.303795515038663;4.67009911373272;7.941087913531323;18.99398274467991;18.166216216216217;19.79324324324324
CHENE_SESSILE;2741.87;2701.0;2799.0;-0.11377241794569472;-0.22285188242550266;0.01043967185568773;5.9527222481502235;5.688246271432857;6.292258357718184;20.421480283466366;20.313296903460827;20.517315387413586
CHENE_TAUZIN;60.84;54.0;68.0;-0.24486800742628653;-0.8295785366800554;0.28100641552161265;4.44360972324434;3.1762068658920692;6.020345954192309;12.174170094362207;11.430158730158727;12.96896551724138
CHENE_VERT;157.06;143.0;171.0;0.17650345434379971;-0.11892533829478955;0.4823156472067172;3.0485248565664453;2.2052088457957146;3.7803324932118456;9.56817218251271;9.265838509316772;9.883850931677015
CHENE_LIEGE;44.92;41.0;51.0;-0.10333202207716939;-0.5604364882681163;0.4045065932355032;2.209793877336176;1.4799421651075673;3.3038869882792823;8.315829662265443;7.819512195121951;8.850980392156863
DOUGLAS;767.09;748.0;782.0;0.019411857965812948;-0.17910226006772817;0.22934647530995245;5.242873437266744;4.482132100609109;6.163700547064213;24.582871774287078;24.34658944658947;24.88460543337647
EPICEA_COMMUN;1942.06;1920.0;1967.0;-0.08345031392446903;-0.25451473541093833;0.08777817487054744;7.958460442678278;7.557481835695813;8.486475262445495;21.934655641286856;21.78354822073241;22.099066874028015
EPICEA_DE_SITKA;84.78;79.0;91.0;0.10101843825738788;-0.6135049778282693;0.7036933311132417;4.650035871550576;3.3308461506283233;7.312639946780037;21.89114665441035;21.113043478260874;22.49135802469135
ERABLE_A_FEUILLES_D_OBIER;87.85000000000001;77.0;99.0;0.15945518015741816;-0.2995212426215829;0.5660415391042884;3.589195839809991;2.7381998079329914;4.859245195428775;11.56679544276872;11.127710843373489;11.980487804878052
ERABLE_CHAMPETRE;324.64;302.0;349.0;0.03801181026286827;-0.21787689093834656;0.2315369572831563;6.335307696910801;5.25272592038099;7.349850984173818;13.247919644048775;12.991212121212117;13.50755287009063
ERABLE_SYCOMORE;443.21000000000004;422.0;463.0;0.07729427622648966;-0.19240550736308654;0.3152458908866205;7.422434653015296;6.502498398527554;8.2075557252304;16.90474330030712;16.6252821670429;17.17252252252253
FRENE_COMMUN;1228.42;1193.0;1263.0;-0.2807233566019416;-0.4994711993050858;-0.10571707661274368;9.727587635134435;8.816796351239288;10.5706069165043;19.012960551794016;18.82372881355931;19.23235053235055
HETRE;3027.53;2989.0;3074.0;-0.26093120998351926;-0.3786093529040736;-0.14592593329622242;9.216538282542817;8.827256219380088;9.695931640654276;18.75364480681359;18.614070186946535;18.901368034701417
HOUX;62.76;54.0;71.0;0.030455548560248784;-0.27922970808573866;0.3620605624652104;2.04432418704238;1.627967660638585;2.5954937535765215;7.516432731927722;7.2129032258064525;7.793442622950822
MELEZE_D_EUROPE;253.11;242.0;261.0;-0.5441108752410206;-1.1683181021894606;-0.024599282552346065;8.549113243235423;6.836426573411511;10.646385848596989;20.798364818613365;20.39676113360324;21.2484251968504
MERISIER;383.04;361.0;407.0;-0.4975485109637169;-0.767683488424653;-0.23414382693928085;8.062255959433617;7.0287050901754045;9.163048817874063;15.338099335267406;15.045478036175714;15.610000000000003
NOISETIER_COUDRIER;283.58;261.0;306.0;0.06912237262551778;-0.13021580760981047;0.21709449538373365;2.6554212051506396;2.268989191793596;3.0334599288360713;9.025216685280759;8.89746376811595;9.172463768115943
ORME_CHAMPETRE;152.71;138.0;165.0;0.252664100485294;-0.12235027801024957;0.7094548080525773;6.308277169709458;4.857345105286458;7.529700089484616;11.391460303061763;10.98013698630137;11.841333333333333
PEUPLIER_CULTIVE;86.91;79.0;94.0;-0.12680822921350182;-0.941117041209012;0.7374619001772513;10.987153041540767;8.026215065509753;14.84155651636508;26.00163596251566;25.22444444444443;26.808139534883725
PIN_A_CROCHETS;177.1;169.0;185.0;-0.41885489236213636;-0.8671355483715419;0.07156971893891362;5.457571653899814;4.430253100446831;6.882427284055037;10.86392663951051;10.657222222222222;11.07241379310345
PIN_D_ALEP;162.62;156.0;171.0;-0.013454744766284313;-0.3043743172286878;0.32149936571142174;2.7474521707790682;2.0248565630398305;3.492024784985545;12.796600863650148;12.525974025974024;13.06153846153846
PIN_LARICIO_DE_CORSE;301.71;292.0;312.0;-0.03683690579138118;-0.3388945128136506;0.23880646947988896;4.409392166713137;3.5656964680332215;5.7379162251292914;16.696399619055335;16.390243902439032;16.967796610169493
PIN_MARITIME;908.84;889.0;927.0;-0.019634528813313602;-0.1901385557034908;0.17425841159832367;3.8707937601750335;3.4904323039300555;4.242775169045012;18.40527253421163;18.26311111111111;18.52285714285714
PIN_NOIR_D_AUTRICHE;220.83;208.0;235.0;-0.00822522235757305;-0.44173179138045826;0.3988762696262094;5.55246580843573;4.13717438161487;7.173493792471168;15.27316840320828;14.959545454545456;15.58340611353713
PIN_SYLVESTRE;1697.8400000000001;1667.0;1723.0;-0.2870785467396091;-0.4507782456670968;-0.16391283306722434;6.52386942272259;5.707192945580083;7.298631653635866;16.191504155498645;16.067079646017678;16.346230274693163
ROBINIER_FAUX_ACACIA;413.52;400.0;429.0;5.736648056665469E-4;-0.2566268090192003;0.3073656870496566;7.712517105675025;6.96797509201232;8.68129156113764;16.292505296723522;15.997250000000003;16.600000000000012
