species;meanNbObs;lowNbObs;uppNbObs;meanBias;lowBias;uppBias;meanMse;lowMse;uppMse;meanMeanObs;lowMeanObs;uppMeanObs
ALISIER_BLANC;337.0;337.0;337.0;-0.4520156000197511;-0.4520156000197511;-0.4520156000197511;6.733276281168983;6.733276281168983;6.733276281168983;10.19614243323442;10.19614243323442;10.19614243323442
ALISIER_TORMINAL;320.0;320.0;320.0;-0.7586157099314821;-0.7586157099314821;-0.7586157099314821;5.8650893075470005;5.8650893075470005;5.8650893075470005;10.716562499999993;10.716562499999993;10.716562499999993
AUBEPINE_MONOGYNE;346.0;346.0;346.0;0.005439763367209329;0.005439763367209329;0.005439763367209329;3.108200577238204;3.108200577238204;3.108200577238204;7.399710982658963;7.399710982658963;7.399710982658963
AULNE_GLUTINEUX;511.0;511.0;511.0;-1.4387369900565028;-1.4387369900565028;-1.4387369900565028;15.923801585338037;15.923801585338037;15.923801585338037;16.404305283757335;16.404305283757335;16.404305283757335
BOULEAU_VERRUQUEUX;1501.0;1501.0;1501.0;-0.5053559254006468;-0.5053559254006468;-0.5053559254006468;8.351218341351435;8.351218341351435;8.351218341351435;15.665089940039962;15.665089940039962;15.665089940039962
CHARME;3247.0;3247.0;3247.0;0.05917330062244893;0.05917330062244893;0.05917330062244893;9.929302935082031;9.929302935082031;9.929302935082031;15.602032645518948;15.602032645518948;15.602032645518948
CHATAIGNIER;2744.0;2744.0;2744.0;0.4439904375175973;0.4439904375175973;0.4439904375175973;14.245529582760227;14.245529582760227;14.245529582760227;15.81435860058312;15.81435860058312;15.81435860058312
CHENE_PEDONCULE;5906.0;5906.0;5906.0;-0.46487208833187077;-0.46487208833187077;-0.46487208833187077;14.090821119131594;14.090821119131594;14.090821119131594;18.93703013884185;18.93703013884185;18.93703013884185
CHENE_PUBESCENT;2276.0;2276.0;2276.0;-0.48973027451827245;-0.48973027451827245;-0.48973027451827245;9.22407945035855;9.22407945035855;9.22407945035855;11.998022847100167;11.998022847100167;11.998022847100167
CHENE_ROUGE;159.0;159.0;159.0;0.950926990257854;0.950926990257854;0.950926990257854;12.351448657884031;12.351448657884031;12.351448657884031;18.82578616352202;18.82578616352202;18.82578616352202
CHENE_SESSILE;5412.0;5412.0;5412.0;-0.4058655008351582;-0.4058655008351582;-0.4058655008351582;11.104043441732568;11.104043441732568;11.104043441732568;20.380783444197938;20.380783444197938;20.380783444197938
CHENE_TAUZIN;155.0;155.0;155.0;-0.8929719732689156;-0.8929719732689156;-0.8929719732689156;5.952082993160065;5.952082993160065;5.952082993160065;12.27354838709677;12.27354838709677;12.27354838709677
CHENE_VERT;762.0;762.0;762.0;-0.10435455046233821;-0.10435455046233821;-0.10435455046233821;5.544685354887385;5.544685354887385;5.544685354887385;7.326115485564308;7.326115485564308;7.326115485564308
CHENE_LIEGE;109.0;109.0;109.0;-1.0013054076086638;-1.0013054076086638;-1.0013054076086638;4.611391228486552;4.611391228486552;4.611391228486552;8.021100917431195;8.021100917431195;8.021100917431195
DOUGLAS;1468.0;1468.0;1468.0;0.6183994201362257;0.6183994201362257;0.6183994201362257;10.572080783445715;10.572080783445715;10.572080783445715;23.99673024523158;23.99673024523158;23.99673024523158
EPICEA_COMMUN;3216.0;3216.0;3216.0;0.18796139825830938;0.18796139825830938;0.18796139825830938;11.864178607242874;11.864178607242874;11.864178607242874;21.68498134328354;21.68498134328354;21.68498134328354
EPICEA_DE_SITKA;162.0;162.0;162.0;0.5348671119907163;0.5348671119907163;0.5348671119907163;15.97460823687146;15.97460823687146;15.97460823687146;20.282098765432096;20.282098765432096;20.282098765432096
ERABLE_A_FEUILLES_D_OBIER;162.0;162.0;162.0;0.0753023881529603;0.0753023881529603;0.0753023881529603;4.391515207598496;4.391515207598496;4.391515207598496;11.04382716049383;11.04382716049383;11.04382716049383
ERABLE_CHAMPETRE;674.0;674.0;674.0;-0.030262231843454498;-0.030262231843454498;-0.030262231843454498;7.536785536330847;7.536785536330847;7.536785536330847;13.190801186943629;13.190801186943629;13.190801186943629
ERABLE_SYCOMORE;800.0;800.0;800.0;0.35193386173104024;0.35193386173104024;0.35193386173104024;9.934219203966887;9.934219203966887;9.934219203966887;16.861874999999984;16.861874999999984;16.861874999999984
FRENE_COMMUN;2356.0;2356.0;2356.0;-0.5577550989932342;-0.5577550989932342;-0.5577550989932342;15.22666235494836;15.22666235494836;15.22666235494836;18.701740237690966;18.701740237690966;18.701740237690966
HETRE;5457.0;5457.0;5457.0;-0.5488629246269039;-0.5488629246269039;-0.5488629246269039;14.613974618415137;14.613974618415137;14.613974618415137;19.0183067619571;19.0183067619571;19.0183067619571
HOUX;120.0;120.0;120.0;0.17560288847482827;0.17560288847482827;0.17560288847482827;2.247884790831317;2.247884790831317;2.247884790831317;7.66;7.66;7.66
MELEZE_D_EUROPE;479.0;479.0;479.0;-2.0823321249858293;-2.0823321249858293;-2.0823321249858293;17.909120450483453;17.909120450483453;17.909120450483453;19.534446764091832;19.534446764091832;19.534446764091832
MERISIER;717.0;717.0;717.0;-0.9231970117662337;-0.9231970117662337;-0.9231970117662337;10.755836136988911;10.755836136988911;10.755836136988911;14.995815899581595;14.995815899581595;14.995815899581595
NOISETIER_COUDRIER;619.0;619.0;619.0;-0.00567715423816937;-0.00567715423816937;-0.00567715423816937;3.256243363607143;3.256243363607143;3.256243363607143;8.92180936995153;8.92180936995153;8.92180936995153
ORME_CHAMPETRE;332.0;332.0;332.0;-0.018951337950456858;-0.018951337950456858;-0.018951337950456858;7.387867016892876;7.387867016892876;7.387867016892876;11.017771084337344;11.017771084337344;11.017771084337344
PEUPLIER_CULTIVE;168.0;168.0;168.0;0.5038256621250452;0.5038256621250452;0.5038256621250452;20.354814096592186;20.354814096592186;20.354814096592186;25.18630952380952;25.18630952380952;25.18630952380952
PIN_A_CROCHETS;332.0;332.0;332.0;-1.8185543894908998;-1.8185543894908998;-1.8185543894908998;9.032602329680469;9.032602329680469;9.032602329680469;10.233132530120493;10.233132530120493;10.233132530120493
PIN_D_ALEP;413.0;413.0;413.0;-0.371258490640328;-0.371258490640328;-0.371258490640328;6.976169328083352;6.976169328083352;6.976169328083352;12.343583535108959;12.343583535108959;12.343583535108959
PIN_LARICIO_DE_CORSE;634.0;634.0;634.0;-0.8721078613492652;-0.8721078613492652;-0.8721078613492652;12.397084431021876;12.397084431021876;12.397084431021876;15.555993690851722;15.555993690851722;15.555993690851722
PIN_MARITIME;2136.0;2136.0;2136.0;-0.5219700222348844;-0.5219700222348844;-0.5219700222348844;7.639074205265363;7.639074205265363;7.639074205265363;17.001404494381514;17.001404494381514;17.001404494381514
PIN_NOIR_D_AUTRICHE;491.0;491.0;491.0;-0.36779612331101014;-0.36779612331101014;-0.36779612331101014;9.016752591195754;9.016752591195754;9.016752591195754;13.915682281059059;13.915682281059059;13.915682281059059
PIN_SYLVESTRE;3241.0;3241.0;3241.0;-1.7974943171260842;-1.7974943171260842;-1.7974943171260842;16.894864142284977;16.894864142284977;16.894864142284977;15.413946312866386;15.413946312866386;15.413946312866386
ROBINIER_FAUX_ACACIA;825.0;825.0;825.0;0.03839679450170555;0.03839679450170555;0.03839679450170555;10.950371240835228;10.950371240835228;10.950371240835228;15.927393939393957;15.927393939393957;15.927393939393957
SAPIN_PECTINE;3248.0;3248.0;3248.0;0.13196886829700116;0.13196886829700116;0.13196886829700116;10.173498224365641;10.173498224365641;10.173498224365641;20.119519704433525;20.119519704433525;20.119519704433525
SAULE_MARSAULT;487.0;487.0;487.0;-1.0087567101063024;-1.0087567101063024;-1.0087567101063024;9.446598153577476;9.446598153577476;9.446598153577476;10.846611909650932;10.846611909650932;10.846611909650932
SORBIER_DES_OISELEURS;121.0;121.0;121.0;-0.9146640079532163;-0.9146640079532163;-0.9146640079532163;5.560900184026403;5.560900184026403;5.560900184026403;9.091735537190088;9.091735537190088;9.091735537190088
TILLEUL_A_GRANDES_FEUILLES;286.0;286.0;286.0;-0.12017739633823854;-0.12017739633823854;-0.12017739633823854;13.011502117841289;13.011502117841289;13.011502117841289;16.06258741258741;16.06258741258741;16.06258741258741
TILLEUL_A_PETITES_FEUILLES;293.0;293.0;293.0;0.2668935607016743;0.2668935607016743;0.2668935607016743;10.557108639984454;10.557108639984454;10.557108639984454;16.604436860068258;16.604436860068258;16.604436860068258
TREMBLE;667.0;667.0;667.0;-0.21220518588877701;-0.21220518588877701;-0.21220518588877701;8.09669228588993;8.09669228588993;8.09669228588993;18.19190404797601;18.19190404797601;18.19190404797601
