Year;Pred;Lower95;Upper95
2012;0.0832483806533247;0.0735320636702208;0.0937451206178338
2013;0.18516770467469976;0.1696111821390126;0.20155745215642507
2014;0.33538956211548726;0.30692998650236514;0.36640080756362314
2015;0.4481714013082202;0.40851495583047526;0.4908977877313111
2016;0.5343740572190766;0.4895151413575427;0.5816653539858035
