Year;Pred;Lower95;Upper95
2012;0.02836327480901525;0.025359380092645933;0.031600214987369535
2013;0.061358219680581305;0.05525052993888924;0.06763667246020044
2014;0.09476504087314379;0.08528856129664719;0.10453227896717165
2015;0.12316154805368867;0.11110943708149879;0.13547191399894332
2016;0.14986284818438547;0.13553066127517022;0.16450744878514578
