Year;Pred;Lower95;Upper95
2012;0.05749270768052595;0.04877301435914749;0.0669027020920886
2013;0.12074564425921176;0.10329323043954375;0.13930815767396199
2014;0.19376101665106282;0.16724874876109852;0.22182050978990653
2015;0.2762431665726707;0.23996972370085912;0.314784583528973
2016;0.36919079228788354;0.3217682326526481;0.4189281129916589
