Slope;Pred;Lower95;Upper95
0.0;0.3491633970860835;0.31984956833796163;0.37976965153710407
1.0;0.34373660826610486;0.31495628718898205;0.3738653311935677
2.0;0.33837081298555993;0.31016448936350827;0.3679681777034173
3.0;0.3330661793558407;0.3053741263771984;0.3621534918175253
4.0;0.3278228374094435;0.3005979671555147;0.3564612470110755
5.0;0.3226408803699588;0.2957836824496646;0.35078990729550186
6.0;0.3175203659117417;0.29100689702743676;0.34512061221734147
7.0;0.3124613174076254;0.28636248904896355;0.3395973459179299
8.0;0.3074637251632294;0.2818637210070801;0.33412152471895484
9.0;0.30252754763656065;0.27744030579557655;0.3288090026323135
10.0;0.2976527126416298;0.27295494397855213;0.32351982681366
11.0;0.2928391185350046;0.2684727809751619;0.3182944899212311
12.0;0.2880866353842881;0.2641589921998201;0.31324175196420423
13.0;0.2833951061175659;0.2598011623089359;0.3081614625683584
14.0;0.2787643476530706;0.2555005730910359;0.3032238838427459
15.0;0.27419415200827274;0.25122498269633753;0.2983573558194198
16.0;0.2696842873878029;0.2470160864438249;0.2934358034077196
17.0;0.2652344992496155;0.24285451733310526;0.28874237891723775
18.0;0.26084451134894265;0.23886761309293603;0.2841604298356224
19.0;0.25651402675957924;0.23478019597901933;0.2795223715753208
20.0;0.25224272887221827;0.23079153520385232;0.27503940412431405
21.0;0.24803028236952993;0.22684309978050166;0.2704306384159123
22.0;0.2438763341777604;0.22301436025492405;0.26604922094587535
23.0;0.23978051439471662;0.21920169383076094;0.26163819317996195
24.0;0.23574243719404528;0.21538959909206823;0.257295479204943
25.0;0.231761701705713;0.21159159590272403;0.2530756328824456
26.0;0.22783789287271877;0.20789499487085217;0.24879636331546295
27.0;0.22397058228408107;0.20425985262446833;0.24467252798843286
28.0;0.22015932898415508;0.2006437396549552;0.2406355376499334
29.0;0.21640368025841644;0.19711991953155195;0.23662400474602308
30.0;0.21270317239587044;0.19364695675948806;0.23275107911703286
31.0;0.20905733142825467;0.19021454385757564;0.22892296658625255
32.0;0.20546567384627115;0.1868133184554287;0.2252142292164282
33.0;0.2019277072930783;0.18341062335465397;0.22151599832423974
34.0;0.1984429312353084;0.1801268197320075;0.21779189646663788
35.0;0.1950108376119229;0.17689477552339106;0.21425074213612982
36.0;0.19163091146118247;0.1737049350215467;0.2106941705457489
37.0;0.18830263152609447;0.17054649200147554;0.20721907954232843
38.0;0.18502547083866352;0.16751616985756412;0.20378399607452047
39.0;0.18179889728330284;0.1644495680460747;0.20040081489213002
40.0;0.17862237413980286;0.1614211746396943;0.19702415679703145
41.0;0.17549536060621107;0.1584427829089542;0.19373504207993508
42.0;0.17241731230204105;0.15555321731590133;0.1905143426273479
43.0;0.16938768175220154;0.15268792635872985;0.1873200126179666
44.0;0.16640591885204967;0.14984981821190468;0.18430686246107753
45.0;0.16347147131399895;0.14708372508055434;0.18123777145254416
46.0;0.16058378509609117;0.1442594973224598;0.17824120326617854
47.0;0.15774230481294502;0.14154668970765527;0.17530172392968302
48.0;0.1549464741295249;0.13883716670930413;0.17233246933879687
49.0;0.15219573613814705;0.1362020431906048;0.16949955765169933
50.0;0.1494895337191422;0.13363533706939112;0.1667102132721361
51.0;0.14682730988560946;0.13109154479593943;0.1639130503842786
52.0;0.14420850811268565;0.12859714675770884;0.16114139965022456
53.0;0.14163257265174525;0.12615211841922924;0.15841127834488433
54.0;0.13909894882995508;0.12370793161475957;0.15575095634116398
55.0;0.1366070833356041;0.12137328218290788;0.15311303632430384
56.0;0.13415642448961537;0.11904798024399099;0.15053958840522996
57.0;0.13174642250364516;0.11676228814140155;0.14802962650288032
58.0;0.12937652972519087;0.11451415685889854;0.14553347411803952
59.0;0.1270462008700742;0.11227673474240729;0.14305203302133995
60.0;0.12475489324273445;0.11009507824739961;0.14069356157421298
61.0;0.12250206694468109;0.10791841731764618;0.13833607087113264
62.0;0.1202871850715075;0.10587008805308806;0.13602142318170585
63.0;0.11810971389883644;0.1037777814534806;0.13376711814745457
64.0;0.11596912305756844;0.10172181769085076;0.13153939309818596
65.0;0.11386488569877938;0.099742004276418;0.12933902088301463
66.0;0.11179647864864967;0.0978098352089144;0.1271397317031524
67.0;0.10976338255373863;0.09591027852479639;0.12497572193893991
68.0;0.10776508201697728;0.09402526168609548;0.12286534919711134
69.0;0.10580106572468315;0.09219054228764778;0.12081814148939884
70.0;0.10387082656494288;0.09038020234811384;0.11877133816993302
