Year;Pred;Lower95;Upper95
2012;0.09431094249545463;0.08668091940723965;0.10223176286339064
2013;0.20819301021782108;0.19255723403415248;0.22469071937061724
2014;0.33843697840648274;0.3137034909683861;0.36437359003559056
2015;0.4298262575092097;0.4005882315418051;0.4602772048483009
2016;0.49953009225404243;0.46791653353609486;0.5319407741759377
