Year;Pred;Lower95;Upper95
2012;0.030292502563143347;0.027127358968478954;0.033787544481632126
2013;0.06494986262186415;0.05880537140689923;0.07170832415839035
2014;0.09966214339104375;0.09035966120890238;0.10981297135488999
2015;0.12891723804650446;0.11715434187101381;0.1417243191758497
2016;0.15594525505732384;0.1419489447827076;0.17128961980233404
