"excludedGroup","parms"
0,0.00692392475353
0,-0.0022247475825
0,0.03203033795839
0,-0.0020683494146
0,0.02121881887412
0,0.0275729847107
0,-0.0021010081411
0,0.02205613226806
0,0.01792305641544
0,0.36691191780301
0,-0.0020581781308
0,0.02712947329616
0,0.02330504550011
0,0.03759416940577
0,0.67278868526028
0,0.00573622624385
0,-0.0537705728112
0,-0.0388215755439
0,-0.044297720871
0,-0.0471621974795
0,0.1456129671821
0,0.0050980332207
0,-0.0376358929012
0,-0.04537602593
0,-0.0347321821789
0,-0.0396305386177
0,0.09765353208012
0,0.11383154667897
0,0.00538211497785
0,-0.0419196644682
0,-0.0347618368048
0,-0.3974646399154
0,-0.0608297668618
0,0.12520221999903
0,0.09298504744409
0,0.5369414908564
0,0.00540825765081
0,-0.0474948201713
0,-0.0415468230568
0,-0.061137384012
0,-0.6930498792737
0,0.13516989644363
0,0.1050898347021
0,0.15879262600914
0,2.63266378641915
0,0.00206991706107
0,-0.0330393556028
0,-0.0296690908241
0,-0.0260739626653
0,-0.0374074179248
0,0.05136060551934
0,0.04659059459437
0,0.04320314268065
0,0.05589492225652
0,0.05014219798519
0,0.00313154826926
0,-0.0011516883459
0,0.00208069554339
0,-0.0096569654247
0,0.00528556198038
0,0.11543507809426
0,0.06779375971918
0,0.11826571250724
0,0.12008120135765
0,-0.0201816766118
0,0.28291989573068
1,0.00748586586692
1,-0.0023724752967
1,0.03499477604822
1,-0.0022129122145
1,0.02275547170543
1,0.02896656517638
1,-0.0022527451984
1,0.02397499409873
1,0.01914312943368
1,0.36851673947071
1,-0.0021797425863
1,0.02915728802
1,0.0246733426839
1,0.04038188796827
1,0.79528753867251
1,0.00613784466784
1,-0.0584415920833
1,-0.0418278096244
1,-0.0482245031985
1,-0.0507193447068
1,0.15879286910215
1,0.00546085110407
1,-0.0403953450685
1,-0.0478296662173
1,-0.03722442033
1,-0.042121969771
1,0.10569011890104
1,0.12025805577277
1,0.00578066328966
1,-0.0455374171774
1,-0.0372697194705
1,-0.4009338907992
1,-0.065553187087
1,0.13671801296877
1,0.1002308973113
1,0.54825095858997
1,0.00577155497633
1,-0.0511497034859
1,-0.0442346523486
1,-0.0657677966004
1,-0.8171501974999
1,0.14669843539534
1,0.11274506631783
1,0.17142105858417
1,2.75887677003088
1,0.00219931755645
1,-0.03549393622
1,-0.0314734765756
1,-0.027868176839
1,-0.0396699440385
1,0.05508091470602
1,0.04944737665821
1,0.0462125799459
1,0.05940407249586
1,0.05336896095562
1,0.00336120389841
1,-0.001354753681
1,0.00169933144403
1,-0.0110259615167
1,0.00498962693509
1,0.12660834674799
1,0.07449486304085
1,0.12984559152442
1,0.13181195502293
1,-0.021414855149
1,0.30739869490677
2,0.00791278026397
2,-0.0026060076417
2,0.03566654424271
2,-0.0025132261047
2,0.02498564168255
2,0.03394318588111
2,-0.0024940475164
2,0.02533060179491
2,0.02146090780306
2,0.40349951364345
2,-0.0024313601659
