"count_speciesBeech","count_speciesHornbeam","count_speciesOak","count_speciesOthers","count_speciesBeech:G","count_speciesHornbeam:G","count_speciesOak:G","count_speciesOthers:G","count_speciesBeech:G_thisSpecies","count_speciesHornbeam:G_thisSpecies","count_speciesOak:G_thisSpecies","count_speciesOthers:G_thisSpecies","zero_speciesBeech","zero_speciesHornbeam","zero_speciesOak","zero_speciesOthers","zero_speciesBeech:G","zero_speciesHornbeam:G","zero_speciesOak:G","zero_speciesOthers:G","zero_speciesBeech:logG","zero_speciesHornbeam:logG","zero_speciesOak:logG","zero_speciesOthers:logG","zero_speciesBeech:G_thisSpecies","zero_speciesHornbeam:G_thisSpecies","zero_speciesOak:G_thisSpecies","zero_speciesOthers:G_thisSpecies","zero_speciesBeech:logG_thisSpecies","zero_speciesHornbeam:logG_thisSpecies","zero_speciesOak:logG_thisSpecies","zero_speciesOthers:logG_thisSpecies"
0,0,0,0,0,0,0,0,0,0,0,0,0.0144861453994408,0,0,0,0.000448400940341421,0,0,0,-0.00843543952068322,0,0,0,-7.18990475167476e-05,0,0,0,0.000860562068269595,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229443904729487,0,0,0,0.00063500747678807,0,0,0,-0.0122374308976173,0,0,0,6.15234523718875e-06,0,0,0,0.00018334328153406,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101066737698192,0,0,0,0.000597887272574575,0,0,0,-0.00830528257886197,0,0,0,-0.000173572484833685,0,0,0,0.00195273200820459,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00932398542195673,0,0,0,0.000305501105591027,0,0,0,-0.00525377525898973,0,0,0,-2.8461162535934e-05,0,0,0,1.18589740835182e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.000448400940341422,0,0,0,8.10804322592682e-05,0,0,0,-0.000772344568277813,0,0,0,-4.39065115556708e-05,0,0,0,0.000235246726032353,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.00063500747678807,0,0,0,5.01244976788107e-05,0,0,0,-0.000572506190214023,0,0,0,-2.00527221316706e-05,0,0,0,7.86904799577962e-05,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000597887272574572,0,0,0,0.000223374932138259,0,0,0,-0.00172141642300126,0,0,0,-0.000190275678293072,0,0,0,0.00112294018388315,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000305501105591027,0,0,0,3.75955135312408e-05,0,0,0,-0.000366281629642757,0,0,0,-2.55876734429628e-05,0,0,0,0.000103000998166926
0,0,0,0,0,0,0,0,0,0,0,0,-0.00843543952068321,0,0,0,-0.000772344568277813,0,0,0,0.010053034302181,0,0,0,0.000554410894509184,0,0,0,-0.00467015366800567,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0122374308976173,0,0,0,-0.000572506190214023,0,0,0,0.00856820629320883,0,0,0,0.000249626522688921,0,0,0,-0.00159002581125315,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00830528257886193,0,0,0,-0.00172141642300126,0,0,0,0.0200091997324464,0,0,0,0.00158582599788194,0,0,0,-0.0153092259347548,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00525377525898973,0,0,0,-0.000366281629642757,0,0,0,0.00467065934661272,0,0,0,0.000241956818786818,0,0,0,-0.00144931045120343
0,0,0,0,0,0,0,0,0,0,0,0,-7.18990475167435e-05,0,0,0,-4.39065115556704e-05,0,0,0,0.00055441089450918,0,0,0,0.000365803083678243,0,0,0,-0.00193670126377758,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6.15234523719435e-06,0,0,0,-2.00527221316705e-05,0,0,0,0.000249626522688918,0,0,0,0.000354108226685473,0,0,0,-0.0014797644617129,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000173572484833678,0,0,0,-0.000190275678293071,0,0,0,0.00158582599788194,0,0,0,0.000352856036416662,0,0,0,-0.00219198261942453,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.84611625359351e-05,0,0,0,-2.55876734429629e-05,0,0,0,0.000241956818786819,0,0,0,0.000105032930475021,0,0,0,-0.000527672578807883
0,0,0,0,0,0,0,0,0,0,0,0,0.000860562068269596,0,0,0,0.000235246726032354,0,0,0,-0.00467015366800567,0,0,0,-0.00193670126377758,0,0,0,0.0131507437217901,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.000183343281534038,0,0,0,7.86904799577956e-05,0,0,0,-0.00159002581125314,0,0,0,-0.0014797644617129,0,0,0,0.00746402358598819,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195273200820452,0,0,0,0.00112294018388314,0,0,0,-0.0153092259347547,0,0,0,-0.00219198261942453,0,0,0,0.0202525497596925,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18589740835264e-05,0,0,0,0.000103000998166927,0,0,0,-0.00144931045120344,0,0,0,-0.000527672578807883,0,0,0,0.00357970018376194
