species;dbhCm;basalAreaM2Ha;mqdCm;inclination;meanTemp;meanPrec;reference;pred;var
ALISIER_BLANC;18.1558327786908;26.1112019995262;18.1558327786908;37.6135093956323;11.8484493528974;615.7721964515;1;12.170995064983892;0.00724569874983089
ALISIER_BLANC;18.1558327786908;26.1112019995262;7.95774715459477;37.6135093956323;11.8484493528974;615.7721964515;0;9.417369488339235;0.09147625412022922
ALISIER_BLANC;18.1558327786908;26.1112019995262;8.400653812078165;37.6135093956323;11.8484493528974;615.7721964515;0;9.675834360901158;0.07532020627243519
ALISIER_BLANC;18.1558327786908;26.1112019995262;8.84356046956156;37.6135093956323;11.8484493528974;615.7721964515;0;9.908410155601901;0.06224335506851972
ALISIER_BLANC;18.1558327786908;26.1112019995262;9.286467127044954;37.6135093956323;11.8484493528974;615.7721964515;0;10.118801115869221;0.05160606276338486
ALISIER_BLANC;18.1558327786908;26.1112019995262;9.729373784528349;37.6135093956323;11.8484493528974;615.7721964515;0;10.31003697755766;0.04291976084267926
ALISIER_BLANC;18.1558327786908;26.1112019995262;10.172280442011743;37.6135093956323;11.8484493528974;615.7721964515;0;10.484619811092928;0.03580685786192701
ALISIER_BLANC;18.1558327786908;26.1112019995262;10.615187099495138;37.6135093956323;11.8484493528974;615.7721964515;0;10.644634102683463;0.0299724123044572
ALISIER_BLANC;18.1558327786908;26.1112019995262;11.058093756978533;37.6135093956323;11.8484493528974;615.7721964515;0;10.791830381224832;0.025183806779830648
ALISIER_BLANC;18.1558327786908;26.1112019995262;11.501000414461927;37.6135093956323;11.8484493528974;615.7721964515;0;10.927689522234969;0.02125595718698458
ALISIER_BLANC;18.1558327786908;26.1112019995262;11.943907071945322;37.6135093956323;11.8484493528974;615.7721964515;0;11.053472744591199;0.018040410529432817
ALISIER_BLANC;18.1558327786908;26.1112019995262;12.386813729428717;37.6135093956323;11.8484493528974;615.7721964515;0;11.170260881076569;0.015417213802683412
ALISIER_BLANC;18.1558327786908;26.1112019995262;12.829720386912111;37.6135093956323;11.8484493528974;615.7721964515;0;11.278985514756808;0.013288783491195597
ALISIER_BLANC;18.1558327786908;26.1112019995262;13.272627044395506;37.6135093956323;11.8484493528974;615.7721964515;0;11.380453881244675;0.011575236912176604
ALISIER_BLANC;18.1558327786908;26.1112019995262;13.7155337018789;37.6135093956323;11.8484493528974;615.7721964515;0;11.475368946050189;0.010210803686736446
ALISIER_BLANC;18.1558327786908;26.1112019995262;14.158440359362295;37.6135093956323;11.8484493528974;615.7721964515;0;11.564345713553058;0.009141043577467246
ALISIER_BLANC;18.1558327786908;26.1112019995262;14.60134701684569;37.6135093956323;11.8484493528974;615.7721964515;0;11.647924567747944;0.008320672126730622
ALISIER_BLANC;18.1558327786908;26.1112019995262;15.044253674329084;37.6135093956323;11.8484493528974;615.7721964515;0;11.7265822564601;0.0077118485478593285
ALISIER_BLANC;18.1558327786908;26.1112019995262;15.487160331812479;37.6135093956323;11.8484493528974;615.7721964515;0;11.800740990780819;0.007282818130481246
ALISIER_BLANC;18.1558327786908;26.1112019995262;15.930066989295874;37.6135093956323;11.8484493528974;615.7721964515;0;11.870776026542922;0.007006828672106408
ALISIER_BLANC;18.1558327786908;26.1112019995262;16.37297364677927;37.6135093956323;11.8484493528974;615.7721964515;0;11.93702201527358;0.006861260286026422
ALISIER_BLANC;18.1558327786908;26.1112019995262;16.815880304262663;37.6135093956323;11.8484493528974;615.7721964515;0;11.999778351496076;0.006826922512363748
ALISIER_BLANC;18.1558327786908;26.1112019995262;17.258786961746058;37.6135093956323;11.8484493528974;615.7721964515;0;12.059313696675131;0.006887483464947369
ALISIER_BLANC;18.1558327786908;26.1112019995262;17.701693619229452;37.6135093956323;11.8484493528974;615.7721964515;0;12.115869824011808;0.007029003823171922
ALISIER_BLANC;18.1558327786908;26.1112019995262;18.144600276712847;37.6135093956323;11.8484493528974;615.7721964515;0;12.169664900133588;0.0072395545624817995
ALISIER_BLANC;18.1558327786908;26.1112019995262;18.58750693419624;37.6135093956323;11.8484493528974;615.7721964515;0;12.220896297604058;0.0075089019343465326
ALISIER_BLANC;18.1558327786908;26.1112019995262;19.030413591679636;37.6135093956323;11.8484493528974;615.7721964515;0;12.269743014688833;0.00782824673531525
ALISIER_BLANC;18.1558327786908;26.1112019995262;19.47332024916303;37.6135093956323;11.8484493528974;615.7721964515;0;12.316367764906508;0.008190007619358015
ALISIER_BLANC;18.1558327786908;26.1112019995262;19.916226906646425;37.6135093956323;11.8484493528974;615.7721964515;0;12.360918787768925;0.008587640309258973
ALISIER_BLANC;18.1558327786908;26.1112019995262;20.35913356412982;37.6135093956323;11.8484493528974;615.7721964515;0;12.403531423168898;0.009015486199500197
ALISIER_BLANC;18.1558327786908;26.1112019995262;20.802040221613215;37.6135093956323;11.8484493528974;615.7721964515;0;12.44432948464146;0.009468645125048379
ALISIER_BLANC;18.1558327786908;26.1112019995262;21.24494687909661;37.6135093956323;11.8484493528974;615.7721964515;0;12.483426460849705;0.009942868079965972
ALISIER_BLANC;18.1558327786908;26.1112019995262;21.687853536580004;37.6135093956323;11.8484493528974;615.7721964515;0;12.520926569851069;0.010434466468922314
ALISIER_BLANC;18.1558327786908;26.1112019995262;22.1307601940634;37.6135093956323;11.8484493528974;615.7721964515;0;12.556925686768347;0.01094023511038715
ALISIER_BLANC;18.1558327786908;26.1112019995262;22.573666851546793;37.6135093956323;11.8484493528974;615.7721964515;0;12.591512162252483;0.011457386718446087
ALISIER_BLANC;18.1558327786908;26.1112019995262;23.016573509030188;37.6135093956323;11.8484493528974;615.7721964515;0;12.62476754644757;0.011983495998082155
ALISIER_BLANC;18.1558327786908;26.1112019995262;23.459480166513583;37.6135093956323;11.8484493528974;615.7721964515;0;12.656767230946622;0.012516451817776879
ALISIER_BLANC;18.1558327786908;26.1112019995262;23.902386823996977;37.6135093956323;11.8484493528974;615.7721964515;0;12.687581019375427;0.013054416189655013
ALISIER_BLANC;18.1558327786908;26.1112019995262;24.345293481480372;37.6135093956323;11.8484493528974;615.7721964515;0;12.717273635693674;0.013595789003895978
ALISIER_BLANC;18.1558327786908;26.1112019995262;24.788200138963767;37.6135093956323;11.8484493528974;615.7721964515;0;12.745905178003182;0.014139177640903652
ALISIER_BLANC;18.1558327786908;26.1112019995262;25.23110679644716;37.6135093956323;11.8484493528974;615.7721964515;0;12.773531524559273;0.01468337072941217
ALISIER_BLANC;18.1558327786908;26.1112019995262;25.674013453930556;37.6135093956323;11.8484493528974;615.7721964515;0;12.800204697757126;0.015227315437689876
ALISIER_BLANC;18.1558327786908;26.1112019995262;26.11692011141395;37.6135093956323;11.8484493528974;615.7721964515;0;12.825973191081923;0.01577009778307871
ALISIER_BLANC;18.1558327786908;26.1112019995262;26.559826768897345;37.6135093956323;11.8484493528974;615.7721964515;0;12.850882263346017;0.016310925526327832
ALISIER_BLANC;18.1558327786908;26.1112019995262;27.00273342638074;37.6135093956323;11.8484493528974;615.7721964515;0;12.874974203969158;0.016849113284528774
ALISIER_BLANC;18.1558327786908;26.1112019995262;27.445640083864134;37.6135093956323;11.8484493528974;615.7721964515;0;12.898288572572765;0.017384069552532397
ALISIER_BLANC;18.1558327786908;26.1112019995262;27.88854674134753;37.6135093956323;11.8484493528974;615.7721964515;0;12.920862415743814;0.017915285369617825
ALISIER_BLANC;18.1558327786908;26.1112019995262;28.331453398830924;37.6135093956323;11.8484493528974;615.7721964515;0;12.942730463466619;0.018442324407326918
ALISIER_BLANC;18.1558327786908;26.1112019995262;28.77436005631432;37.6135093956323;11.8484493528974;615.7721964515;0;12.963925307413314;0.018964814287386042
ALISIER_BLANC;18.1558327786908;26.1112019995262;29.217266713797713;37.6135093956323;11.8484493528974;615.7721964515;0;12.984477563017967;0.019482438966264504
ALISIER_BLANC;18.1558327786908;26.1112019995262;29.660173371281108;37.6135093956323;11.8484493528974;615.7721964515;0;13.004416017029508;0.019994932046391703
ALISIER_BLANC;18.1558327786908;26.1112019995262;30.103080028764502;37.6135093956323;11.8484493528974;615.7721964515;0;13.023767762038966;0.020502070893767585
ALISIER_BLANC;18.1558327786908;26.1112019995262;30.545986686247897;37.6135093956323;11.8484493528974;615.7721964515;0;13.0425583193031;0.02100367145854938
ALISIER_BLANC;18.1558327786908;26.1112019995262;30.98889334373129;37.6135093956323;11.8484493528974;615.7721964515;0;13.060811751035333;0.021499583709405176
ALISIER_BLANC;18.1558327786908;26.1112019995262;31.431800001214686;37.6135093956323;11.8484493528974;615.7721964515;0;13.078550763202935;0.02198968760462433
ALISIER_BLANC;18.1558327786908;26.1112019995262;31.87470665869808;37.6135093956323;11.8484493528974;615.7721964515;0;13.09579679975383;0.02247388953328816
ALISIER_BLANC;18.1558327786908;26.1112019995262;32.31761331618147;37.6135093956323;11.8484493528974;615.7721964515;0;13.112570129095262;0.022952119168728663
ALISIER_BLANC;18.1558327786908;26.1112019995262;32.76051997366486;37.6135093956323;11.8484493528974;615.7721964515;0;13.12888992355755;0.023424326684089614
ALISIER_BLANC;18.1558327786908;26.1112019995262;33.203426631148254;37.6135093956323;11.8484493528974;615.7721964515;0;13.144774332497951;0.02389048028632859
ALISIER_BLANC;18.1558327786908;26.1112019995262;33.646333288631645;37.6135093956323;11.8484493528974;615.7721964515;0;13.160240549630673;0.024350564030624453
