Id;latDeg;longDeg;ser;pred;obs
3995;47.010176;-1.252638;A30;13.744641447844216;14.120546068464
4080;47.191319;-0.577959;A30;13.680882696582287;14.1923499788557
4165;46.581599;-1.132805;A30;13.501720282479127;14.281151839665
4250;47.843046;0.482115;B33;12.960588702559109;13.7968363080706
4335;47.820031;0.189049;B61;12.830552431547703;13.8821719033377
4420;48.444504;-0.07994;A13;12.840056366630996;12.7201405252729
4505;47.848507;-0.186373;B61;12.860462753656748;13.8951777730669
4590;47.939817;-0.123781;B61;12.709273913596418;13.7237730026245
4675;47.798729;0.016314;B61;12.897674361731083;13.8019908496312
4760;47.581351;-0.053988;B61;13.111771673663377;13.8433519090925
4845;47.733613;-0.487705;A22;12.94383876147154;13.5426034927368
4930;47.824426;0.442683;B33;13.048600615808558;13.5201565197536
5015;48.597873;-0.466733;A13;12.654958046512235;12.3676369530814
5100;48.599142;-0.412546;A13;12.687634948556045;12.6667192322867
5185;48.660697;-0.062822;A13;12.794213151698472;12.5020061220442
5270;48.778055;0.462329;B32;12.301023427289325;12.0565821783883
5355;48.556815;0.145166;A13;12.441041397709105;12.6499701227461
5440;49.037163;-0.121337;B31;12.308610917644678;13.2513609613691
5525;43.006077;-0.244135;I21;13.335190135819033;9.94835557256425
5610;42.99044;-0.145491;I21;13.817353466033149;12.301036970956
5695;43.019974;0.416648;I21;13.381351649387254;11.8487608773368
5780;43.369852;-0.063335;F52;13.454841414827316;14.8610672269549
5865;43.162788;0.36277;F30;13.275049299282108;13.8978802817208
5950;43.025206;-0.195998;I21;13.531641819979365;8.8814310005733
6035;43.412204;0.243196;F30;13.71058142291109;14.9074476105826
6120;43.270871;-0.440602;I11;13.10685200299771;15.3191262653896
6205;42.953384;-0.192835;I21;13.550973627198625;9.6728140286037
6290;42.858176;-0.408563;I21;13.538108117746148;6.61028032643453
6375;43.694876;-0.002661;F52;13.495773785336754;15.5800967897688
6460;44.288514;-0.00223;F21;13.584473016491678;15.2631607055664
6545;44.139089;-0.245876;F21;13.539880274344187;15.4492154802595
6630;43.965511;0.035989;F52;13.528335505041865;15.4207600184849
6715;43.557132;0.299691;F30;13.639667960693403;15.0448269162859
6800;44.15995;-0.121874;F21;13.398000625010873;15.1969173976353
6885;43.668502;0.493899;F30;13.528244290503496;14.6014011246818
6970;44.456721;-0.499165;F21;13.192666065834217;15.1241758891514
7055;44.482649;-0.173684;F23;13.22982343188962;15.4896831512451
7140;44.046174;0.494077;F30;13.520321067911993;15.3899656023298
7225;43.684966;0.406636;F30;13.686921087175323;14.9481775420053
7310;44.203455;0.238874;F30;13.666993594456313;15.2476809365409
7395;43.610333;0.260671;F30;13.66872013979985;15.273759160723
7480;44.604011;-0.368047;F21;13.38817338283625;15.770373753139
7565;44.925247;0.351062;F23;13.249059078034259;15.1034919193813
7650;44.945643;0.295728;F23;13.139821054487031;15.0366851261684
7735;44.99234;0.095049;F23;13.096545005328373;15.4398919514247
7820;45.183558;-0.218081;F23;13.402945276639871;15.2813087190901
7905;44.96837;-0.182872;F30;13.162001307501138;15.6869524547032
7990;44.65477;-0.496571;F21;13.401599934444995;15.7979204995291
8075;45.114203;-0.100503;F23;13.579218477909093;15.3785927636283
8160;44.64615;-0.105378;F30;13.186564167251811;15.6534320286342
8245;45.174432;0.202219;F23;13.457493588246615;15.0048674174717
8330;45.136968;0.127373;F23;13.2437187054772;15.0357818603516
8415;44.579029;0.124146;F30;13.439154235538494;15.431365285601
8500;45.064012;0.079465;F23;13.0891468017998;15.2293664387294
8585;45.123807;-0.456903;F30;13.652467631904477;15.4915482657296
8670;45.204114;-0.104454;F23;13.362939468864688;15.0012085778373
8755;45.535822;0.277878;F15;13.268587340154198;14.1759394236973
8840;46.065334;-0.23342;F12;13.092657179985613;14.5852669307164
8925;45.976573;-0.177611;F12;12.604190514528284;14.5186765534537
9010;45.897313;-0.483412;F12;12.765389324723046;14.8162910597665
9095;46.457044;0.464338;B82;12.999236129050175;14.2512766293117
9180;46.400862;0.336184;B82;12.76272141764616;14.4164560181754
9265;45.572958;0.340572;F15;12.877844057874592;14.2864447321211
9350;45.83355;-0.132437;F12;12.734304751993589;14.4120937074934
9435;46.690674;0.443168;B82;13.182216587889242;14.163478238242
9520;47.334986;0.235027;B61;13.069362910712622;14.2502038819449
9605;47.100189;0.005145;B81;12.971833890231935;14.819917678833
9690;47.464108;0.415686;B61;13.193487201574655;14.0333747182574
9775;46.686293;0.194839;B81;13.176461024645677;14.0513744354248
9860;46.569774;-0.218188;G11;13.167649430115574;13.7099565097264
9945;47.373512;0.379214;B61;12.951265859899705;14.129310131073
10030;47.319473;-0.492284;B81;13.775042669303659;13.6727324213301
10115;46.511013;0.462467;B82;12.946723276907141;14.1648198536464
10200;47.951774;0.531852;B61;12.887681531967957;13.2926174572536
10285;48.409987;1.21837;B33;12.058546131081906;12.8281636238098
10370;48.027879;0.824245;B33;12.588909727458;13.3472548212324
10455;47.814351;1.017291;B33;12.795960792948046;13.5990537915911
10540;47.996288;1.213747;B33;12.602002581696311;13.5458605630057
10625;47.978042;1.187334;B33;12.815949151609606;13.4765605245318
10710;47.814196;1.003944;B33;12.558439994933806;13.6022961480277
10795;48.391349;1.151266;B33;12.204673374726347;12.6751218523298
10880;49.436262;1.416385;B10;12.332253710297435;12.5550134522574
10965;49.34429;1.170523;B10;11.959211740868076;12.7444755009242
11050;49.034864;0.82211;B32;12.360022391002532;12.7563851220267
11135;49.253346;1.062772;B32;12.110669843574497;12.9397564615522
11220;48.567237;0.808604;B33;12.684309895449658;12.487188066755
11305;49.269447;0.897591;B32;12.166947329576962;12.74596118927
11390;48.912081;1.0848;B32;12.47021637114531;12.8801347868783
11475;48.625587;1.200187;B32;11.967350651521611;12.8460185868399
11560;49.484168;0.822602;B10;11.835003337979812;12.7863593101502
11645;49.417527;1.320321;B10;12.183397240291681;12.6585555757795
11730;48.81484;0.515446;B32;12.30494343275218;12.0791692733765
11815;48.789036;1.387055;B32;12.157268900425423;13.1270528520857
11900;49.975036;1.406599;B10;11.908649339880933;11.8517550059727
11985;49.704676;1.286902;B10;11.936626832339583;11.7125578607832
12070;49.901182;1.171626;B10;11.837177778956317;11.9182810783386
12155;43.165389;0.510024;F30;13.281875835298129;13.8806074687413
12240;43.061135;0.73392;I11;13.706231507068177;14.4520019122532
12325;43.008668;0.833325;I11;13.79538930954375;13.1048470224653
12410;43.173228;1.050014;I11;13.469485653322936;14.7386574745178
12495;43.066558;1.150434;I11;13.55838241244457;13.9409084320068
12580;42.9585;1.128198;I21;13.368106284761694;12.3586411476135
12665;43.274211;0.568057;F30;13.566178842370766;14.5141230310713
12750;42.881508;0.7389;I21;13.584712772922765;11.974616595677
12835;42.925895;1.471162;I21;13.371268698453811;9.69620558193751
12920;43.063564;0.90541;I11;13.880790281711862;14.6803244863238
13005;43.204484;0.705352;F30;13.575440141990589;14.4087381362915
13090;42.933694;0.627404;I21;13.793101094848815;11.6427344594683
13175;44.376649;0.947275;F40;13.716595059035335;14.9743552207947
13260;43.766581;1.06141;F30;13.516269323833939;15.0049356051854
13345;43.711443;0.963496;F30;13.636655781293411;15.4980482373919
13430;44.230964;0.813274;F30;13.81187379238733;15.3374843597412
13515;43.515515;1.116416;F30;13.576376256242739;15.0751729692732
13600;44.182121;1.239477;F30;13.624902285914265;15.4208814076015
13685;44.127129;1.140675;F30;13.702966805206822;15.6820647375924
13770;45.491478;0.893657;G11;13.285921912204365;13.9857828957694
13855;44.792104;1.088553;F15;13.935807369631597;14.690411567688
13940;45.147255;0.724588;F15;13.554445729331604;14.2292832647051
14025;44.97477;1.363285;F40;13.925234262738362;14.543922833034
14110;44.825265;0.860277;F15;13.587148146405163;14.637893472399
14195;44.628418;0.941045;F15;13.895504700446265;14.5240294592721
14280;45.203984;0.926575;F40;13.458922304721414;14.5235122271947
14365;44.75463;0.963145;F15;13.673101696832582;14.7578213555472
14450;44.537513;0.867845;F30;13.598178848880858;15.2135697773525
14535;44.705901;1.48147;F40;14.035397922923067;14.3592943464007
14620;44.646875;0.978381;F15;13.649816124641651;14.4073873247419
14705;44.721123;1.178447;F40;13.50678786529331;14.8324609483992
14790;45.009436;1.223179;F15;13.85362923925031;14.4930124964033
14875;44.611517;1.02961;F15;13.80585800613644;14.9720356804984
14960;44.54402;1.483935;F40;13.751755405724433;14.3152443340846
15045;45.119431;1.449693;G11;13.602140965915524;14.6700707844325
15130;45.075485;0.739369;F15;13.40375732755863;14.1093463216509
15215;45.188798;1.168701;G11;13.653891115348392;14.1668494088309
15300;45.145136;0.584795;F15;13.170994436054258;14.7533250536237
15385;46.108207;1.343085;G11;13.450982812081167;13.5100145339966
15470;46.302958;1.027947;G12;12.849940674066742;13.9567055702209
15555;45.604652;1.377799;G11;13.46974809630778;13.4297248295375
15640;46.126207;1.342762;G11;13.13200737297707;13.6022199903216
15725;45.929145;1.449481;G11;13.30600845490716;13.5826129232134
15810;46.447044;1.037491;B82;12.663464438998394;14.4329724311829
15895;45.669829;0.773465;G11;13.094440083392621;13.3682453291757
15980;45.595228;0.596131;F15;13.376976205512028;14.2353966576713
16065;46.429046;1.037916;B82;12.699038297808002;14.3618966511317
16150;46.26123;0.600804;B82;12.741963313881008;14.3088998794556
16235;45.965031;1.435994;G11;13.344088601692492;13.033761705671
16320;45.908696;1.17914;G11;13.075728671885791;13.6324160439628
16405;47.202177;0.979571;B62;12.811341098141641;14.230904511043
16490;47.022593;1.01042;B62;13.104474205302253;14.0180283955165
16575;46.831009;1.275502;B82;13.086547297260273;14.3464149747576
16660;46.984345;0.827298;B62;12.967386306843586;14.338884966714
16745;47.4174;0.921081;B62;12.83149823103434;14.4053096090044
16830;46.515003;0.723043;B82;12.744583755722758;14.3221398081098
16915;46.710149;0.534058;B82;13.36030581445425;14.4211831092834
17000;46.594342;1.373334;B91;13.262620253549471;14.237987109593
17085;47.474175;1.171677;B62;12.948518997731972;13.9907743590219
17170;46.50216;1.140419;B82;12.89210780504188;14.2496941430228
17255;46.937221;1.498545;B91;13.009975337614563;14.017582484654
17340;47.11385;1.126782;B62;13.176925654225991;13.961644240788
17425;48.1049;-2.375984;A12;13.49160103456672;13.4552745819092
17510;48.395536;-1.834268;A12;13.550716693862308;13.4753587586539
17595;48.461709;-2.462349;A12;13.741118398390341;12.9614913804191
17680;48.230019;-2.400713;A11;13.420051386518574;12.9063634872437
17765;48.216346;-2.291653;A12;13.605982690260062;13.0300895827157
17850;47.698774;-2.166394;A21;13.435414023359172;14.0304253441947
17935;47.875229;-2.261764;A21;13.612217465085914;13.6552773884364
18020;48.550888;-2.484137;A12;13.88033910937565;12.6744236946106
18105;46.407267;-1.512286;F22;13.720418282327344;14.6467589650835
18190;47.027073;-1.820184;A30;13.81346091449071;14.2622641835894
18275;47.381532;-1.980439;A22;13.294041283709342;13.977874483381
18360;47.51599;2.272797;B70;13.10404271291246;13.7695752552578
18445;47.964874;1.897337;B70;12.75647936647313;13.6557269096374
18530;47.659651;2.086239;B70;13.294456983454916;13.72674540111
18615;47.641105;1.900005;B70;12.696677874924761;13.7477310725621
18700;47.803353;2.005468;B70;12.878466464150621;13.8165907178606
18785;47.513553;1.582408;B70;13.209188883992061;13.7996143613543
18870;47.676166;1.699966;B70;13.013483500487537;13.8368011202131
18955;47.551952;2.418902;B70;13.19033724609382;13.6938942500523
19040;47.695819;2.205974;B70;13.198039985561792;13.7911368097578
19125;47.6406;1.780232;B70;12.77303191680224;13.8569884981428
19210;47.713735;2.152625;B70;13.160113884500433;13.8070227759225
19295;47.713111;1.91275;B70;12.73112203481928;13.8619273730687
19380;48.379264;2.447189;B41;12.634138870103003;13.5743089403425
19465;48.61232;1.918991;B41;12.547525142529148;13.3484397615705
19550;49.32995;1.638235;B32;12.401008577837885;12.8726272583008
19635;48.86439;2.053176;B41;12.853206297845967;13.4104723930359
19720;48.684326;1.945556;B41;12.619203107339635;13.2794916289193
19805;49.20586;2.051305;B41;12.332079475862628;13.1925218445914
19890;48.630036;1.851041;B41;12.384937681032886;13.2240155083793
19975;49.367918;2.339267;B41;12.284323293526136;12.6827064241682
20060;49.349948;2.311772;B41;12.140168232187913;13.0733910969325
20145;48.683858;1.823394;B41;12.417355920187878;13.1157346452986
20230;49.042823;1.71046;B41;12.18425764250192;13.1239611080715
20315;50.265813;2.297308;B10;12.43782566768237;12.2638985770089
20400;50.264618;1.793291;B10;12.248653509176508;12.3258642469134
20485;49.511511;2.159943;B10;12.113302991981781;12.4732839039394
20570;50.391071;2.030521;B10;12.110114243106409;12.0620431900024
20655;49.869948;1.866959;B10;12.32458372386315;12.0905543054853
20740;50.444908;2.030202;B10;12.330796764438725;12.0822191919599
20825;50.768221;2.339329;B21;12.444793361317158;12.8420461245946
20910;50.875283;1.970859;B21;11.883900685808205;12.7010160173689
20995;42.48001;2.060044;I22;13.02039509358527;9.13390328202929
21080;43.072377;1.934639;F30;13.034441091553262;15.1482039179121
21165;43.052035;1.51827;I11;13.343806802233056;14.4436423437936
21250;43.180916;2.253102;J22;12.574736795691576;16.0118453162057
21335;42.892303;1.838172;I12;13.03396381796964;11.9558760779245
21420;42.839522;2.448882;I13;12.4912132647195;13.6030141966683
21505;42.713757;2.472995;I22;12.450007291134773;14.8723449025835
21590;42.749765;2.351213;I12;12.680467762073336;10.7823759487697
21675;43.019149;2.47371;I13;12.204959956303924;15.0505971227373
21760;43.25141;1.785871;F30;12.924892371486088;15.1277129309518
21845;43.468474;2.277347;G80;12.632923506032872;11.9266108785357
21930;43.270708;2.474309;J22;12.468152227449373;16.3242457253592
22015;42.856964;1.984978;I12;12.606966027000468;12.0789170946394
22100;43.054802;2.057273;F30;12.988603052799235;14.4805042403085
22185;43.395056;1.759843;F30;13.26835557815148;15.7286466870989
22270;43.070947;1.652803;F30;13.299329938105439;15.055310521807
22355;42.911383;2.44902;I13;12.362997381694663;13.8312945365906
22440;42.785636;2.229293;I12;12.865644913088246;11.7860221181597
22525;43.07309;2.437077;I13;12.647467849091212;14.650728225708
22610;44.45524;1.64851;F40;13.61894199727899;14.248851776123
22695;43.791391;1.954376;F30;12.741538744762911;15.7514336449759
22780;44.203313;1.626584;F40;13.569948801740006;15.4230286734445
22865;43.789771;1.631743;F30;13.04079680887176;15.889474596296
22950;44.329351;1.650044;F40;13.557794246979876;14.603873865945
23035;44.472983;1.610615;F40;13.742691427608301;15.1113881383623
23120;44.331421;2.476883;G50;13.288194063434148;13.4962496757507
23205;44.49212;1.811394;F40;13.683988965097734;14.5459113802229
23290;43.755995;2.177833;F30;12.955056422566924;15.4150955336434
23375;43.952965;1.891064;F30;13.359304938882508;15.4499525342669
23460;44.526854;1.597345;F40;13.934289629247509;14.4720446041652
23545;44.54732;2.276201;G50;13.679108855654016;14.8245639119829
23630;44.580279;1.521134;F40;14.048151602808955;14.1618740218026
23715;45.230838;2.199053;G13;13.299545214993593;13.8292232240949
23800;44.601212;2.477544;G50;13.485744073019703;13.6808033670698
23885;44.780651;1.998114;G50;13.607191529177955;13.4540926388332
23970;44.565308;2.276172;G50;13.69874309662653;14.762153012412
24055;45.373516;1.790254;G13;13.352756639953954;14.0911349569048
24140;45.139701;1.805265;G13;13.291625194247848;14.0182741028922
24225;45.374573;2.083822;G13;12.94218876019248;12.417325087956
24310;44.978122;1.882852;G13;13.737558186358106;14.0223847797939
24395;45.482801;2.287948;G13;12.97161234677772;11.795485155923
24480;44.635481;1.709282;F40;13.896776507257096;14.0863665172032
24565;45.446539;2.083492;G13;13.028742389259442;12.2275599752153
24650;45.301734;1.829214;G13;13.389149465685536;14.178711278098
24735;45.085472;1.754994;G13;13.58053419036189;14.4341069630214
24820;45.497822;1.520372;G11;13.287520444918195;13.3129258837019
24905;45.248356;1.982522;G13;13.19457828263946;13.5160937990461
24990;45.446817;2.287974;G13;12.990966184525758;11.77636214665
25075;45.950252;2.04246;G13;13.18176913485452;11.2171431609562
25160;46.021715;1.887097;G13;13.368534460313692;12.6630605288914
25245;46.146949;1.73073;G11;13.160783413556892;13.8947244371687
25330;45.751911;1.915016;G21;12.987970678202073;11.3543008055006
25415;45.858292;1.605149;G13;13.49381755030992;12.6921684401376
25500;46.022292;2.067901;G13;13.1659309788386;11.8827377728054
25585;45.985627;1.861588;G13;13.170705042245205;12.9800143241882
25670;45.644676;2.210837;G21;13.25197814024228;11.1295096874237
25755;46.256531;2.313187;G12;13.316599963594323;12.5128079823085
25840;46.255788;1.92408;G12;13.153747074647233;13.734158379691
25925;46.184546;2.390932;G12;13.340963341671115;12.8843335424151
26010;45.698715;2.287752;G21;12.918555160923432;10.8974067824227
26095;45.950143;2.00377;G13;12.862928250210176;11.5730322429112
26180;46.03966;1.874035;G13;13.385961817431884;12.5593429974147
26265;46.03919;1.770681;G13;13.259267343103437;12.5626150539943
26350;45.698499;2.108003;G21;13.090886311265718;10.3518513611385
26435;46.796185;2.142644;B91;12.794976100263488;13.9687158039638
26520;46.958279;2.352299;B91;13.149263617107515;14.0202576773507
26605;47.460508;1.742333;B70;13.046189559561421;13.8060571806771
26690;46.742326;2.430753;B91;13.067841880581966;14.0830683026995
26775;47.300069;2.220162;B70;12.697375972173896;13.754765851157
26860;47.462036;2.32591;B70;13.096409388837756;13.7230022975377
26945;46.54443;2.300018;G12;12.775844705432073;13.3090179988316
27030;46.903106;1.814108;B91;13.012941068963206;14.0361080850874
27115;47.480026;2.339174;B70;13.059533106487649;13.7005355698722
27200;47.354046;2.233275;B70;12.947230593238048;13.8409826414926
27285;47.369186;1.518249;B70;13.039678587745726;13.7813569477626
27370;46.740502;1.684811;B91;13.192143847038546;14.042915889195
27455;46.758924;1.763143;B91;13.057841264851627;14.1401064055307
27540;47.460445;1.729059;B70;12.939376183321293;13.8100547790527
27625;46.940286;2.312879;B91;12.973604652278354;14.0415613310678
27710;47.69891;-2.606853;A21;13.191232978851865;13.4710884775434
27795;47.825703;-2.591947;A21;13.301661151431317;13.4499143872942
27880;48.104821;-2.80644;A11;13.389380290641634;13.1804517337254
27965;48.113472;-2.605467;A12;13.400356561553274;13.0635230200631
28050;47.85009;-3.250363;A21;13.202350095504016;13.3085220881871
28135;48.060749;-2.573632;A12;13.25942161771835;13.3676255089896
28220;47.965233;-3.477376;A11;13.18554122107592;12.9695322172982
28305;48.366399;-3.386696;A11;13.51231538295272;12.0270983151027
28390;48.623366;-2.89846;A12;13.89075203184945;12.8121305874416
28475;48.107868;2.970253;B52;13.07810069791531;13.6586018971034
28560;47.567305;3.123304;B51;13.049456795592668;13.3240076473781
28645;48.142855;3.131906;B52;13.041023762752124;13.3961881228856
28730;48.194421;3.428581;B52;12.858278115814867;13.6289523669652
28815;48.337759;3.485509;B52;12.933237743899534;13.1904171534947
28900;48.395434;3.000743;B52;13.192039890235606;14.0126301901681
28985;47.947335;2.633681;B70;13.12487282732328;13.9807228360857
29070;48.286797;3.120619;B52;13.152594699549853;13.3451556478228
29155;48.412662;3.122502;B42;13.373229995524222;13.9830660820007
29240;47.800672;3.193521;B52;12.78498249203153;13.6617270197187
29325;47.782875;3.166535;B52;12.946660363390665;13.7003354345049
29410;48.283942;3.470858;B52;12.953531284081022;13.1929970468794
29495;47.605503;2.658372;B53;13.27343098814971;13.5899077824184
29580;47.713182;2.738981;B53;13.133744540666202;13.7140160969326
29665;48.610337;3.139039;B42;13.382836412902272;13.2989001274109
29750;48.916769;3.007423;B42;12.998169864616136;13.0796869822911
29835;49.312112;3.01258;B41;12.89060307096871;12.8942014149257
29920;48.864384;2.625313;B41;13.27489441536673;14.037842137473
30005;49.492203;2.932214;B41;12.827611946378028;13.335160119193
30090;48.610248;3.152603;B42;13.25184508652101;13.3109233719962
30175;48.539492;2.961962;B42;13.293264277767916;13.5830636705671
30260;49.454696;3.193599;B41;13.100209040695802;13.1496248926435
30345;49.294224;2.998612;B41;12.91696228608789;12.8279012952532
30430;48.896619;3.320689;B42;13.279859555844133;12.9509439468384
30515;49.455921;3.000703;B41;12.863186170854474;12.8988825934274
30600;49.59723;3.347988;B41;12.810417251760645;12.8778444017683
30685;49.618082;2.906046;B41;12.81824858711034;12.7371751921517
30770;49.723064;3.336633;B41;12.742556861081084;12.7675041471209
30855;49.870229;2.728266;B22;12.236171543922707;12.7633989197867
30940;50.516906;2.536315;B21;12.558892212967953;12.7055747849601
31025;42.46136;2.811927;J21;12.469521965132259;15.5686020169939
31110;43.358818;2.967143;J22;12.99842241307888;16.980726650783
31195;42.533185;2.81251;J21;12.636897068618069;17.3469749178205
31280;42.58775;2.618525;J21;12.572639775011517;15.3775350706918
31365;43.017261;2.987903;J22;12.571375776447445;17.8335425513131
31450;43.486153;2.598253;G80;12.699618408053011;13.6640870230539
31535;42.551765;2.64264;I22;12.410237125030433;15.1075777326312
31620;42.695576;2.594696;J21;12.462257576986287;15.878956930978
31705;43.036918;2.58397;J22;12.629019484994009;15.6551134926932
31790;43.827573;2.649478;G50;12.942744930725619;13.532543863569
31875;44.042905;2.775309;G50;13.358044968422261;14.6584432465689
31960;44.492496;2.778804;G60;13.482147171278166;13.0481977462769
32045;43.965951;3.471804;G60;13.015813643431896;12.6098195484706
32130;43.950669;3.172817;G60;13.077180382654516;12.6457849911281
32215;43.826162;2.972318;G80;13.099653871845655;13.3266660145351
32300;43.827708;2.599818;G50;13.001164457182929;12.6219831194196
32385;44.492162;2.854189;G50;13.293488458093227;13.2303312846592
32470;43.987183;3.098636;G60;13.353074212563238;13.2528377941677
32555;44.058354;3.199341;G60;13.214063636242718;12.1434574127197
32640;43.682628;2.921168;G80;13.275811608525077;12.0394330024719
32725;44.456796;2.703192;G60;13.546371675401845;13.518981729235
32810;43.845554;2.649579;G50;13.127976651119676;14.2195595332554
32895;44.203288;3.051551;G60;13.104673837550195;13.8634074074881
32980;44.042394;2.887481;G60;13.400162894957761;14.2374279158456
33065;45.083912;3.164423;G22;13.408895347362053;9.80105812208993
33150;45.190156;3.369558;G90;13.260150234638637;12.9773054804121
33235;44.722692;3.335728;G22;13.234450740553767;10.5779809611184
33320;44.505399;3.482687;G60;13.086459647581899;10.8135864053454
33405;44.618753;2.679059;G50;13.538407680380123;12.6673086030143
33490;45.14051;2.656851;G30;13.168366765949123;8.62916089807238
33575;44.542367;3.382829;G22;12.98355702779243;10.6123384748187
33660;44.942237;2.769702;G30;13.591193239814329;10.5677529062544
33745;44.726218;2.805883;G50;13.641485970738833;11.9240411349705
33830;44.870824;2.592065;G50;13.512520000841924;13.3782884052821
33915;44.886833;3.047633;G22;13.465538734121624;11.214225939342
34000;45.369445;3.436731;G22;13.486915548707245;12.5422451155526
34085;44.793676;3.43805;G22;13.432937038046438;9.00438863890512
34170;44.868053;3.161233;G22;13.112002435774812;10.2251828738621
34255;44.631925;3.422282;G22;13.299106352510755;10.218403169087
34340;45.676367;3.327331;G90;13.208509355019222;12.4031223569597
34425;46.092653;2.998628;G13;13.631028501980857;12.7207020350865
34510;45.714946;2.968417;G30;13.53810515981196;10.1735419545855
34595;45.788157;2.686333;G21;13.037013365729905;10.7483423777989
34680;45.516239;3.094117;G30;13.331944462556285;11.1562866824014
34765;45.716224;2.673025;G21;13.067469597754398;10.1795811993735
34850;45.698588;2.518854;G13;12.733602326854216;11.5074842657362
34935;45.626463;2.595549;G21;12.901861979332791;11.0146435328892
35020;45.729259;3.443918;G22;13.474474650968267;13.5285287584577
35105;45.71152;3.417875;G90;13.480333190784947;13.2605440957206
35190;45.589703;2.826023;G30;13.269905744447753;8.07925538931574
35275;46.814068;2.588132;B91;12.984874435641766;14.0976516178676
35360;47.31798;2.511138;B53;12.858138109640597;13.3706137793405
35445;47.389803;2.590842;B53;12.90746448963079;12.7004567555019
35530;47.43998;3.307043;B53;12.870539931792658;13.3975174086435
35615;47.136518;2.95877;B91;13.11316114500965;13.657577582768
35700;47.205893;3.329209;B53;13.03874565513047;12.9560267584664
35785;47.006927;3.443914;B53;13.129576763075553;13.3438230923244
35870;47.065137;2.839449;B91;13.097199719852052;13.8674599102565
35955;46.777839;2.679628;B91;13.013700999627318;13.9193282808576
36040;46.828637;3.256719;B92;13.181946193871049;13.8631314550127
36125;47.279395;3.132287;B53;13.152860022436668;13.6145868301391
36210;47.403188;3.39913;B53;13.044275639977409;13.8273530006409
36295;47.477457;3.108704;B51;13.073605403168813;13.059748513358
36380;48.387733;-4.02531;A11;13.638441558104303;12.1779171398708
36465;47.943958;-3.542134;A11;12.988921596197192;13.0731195041111
36550;48.167538;-4.093017;A11;13.622191206895712;12.4503062793187
36635;48.280915;-3.998813;A11;13.534613760399518;12.9565142222813
36720;47.911576;-3.820252;A11;13.401982096420433;13.1022936276027
36805;48.640845;-4.342131;A11;13.601147164954037;12.8364411762782
