"speciesID","estimate"
1,-4.52297966516894
1,0.601144557597241
1,-0.00224334702898491
2,-10.4884813329748
2,0.562370526709566
2,-0.00267438673531163
3,-10.3358342638443
3,0.561560295749902
3,-0.00321631732349003
4,-6.02926290499894
4,0.598900662382436
4,-0.00301657971823125
5,13.989812373259
5,0.511720164047225
6,0.542697641273
6,-0.00363848751809282
7,-21.3803685240809
7,0.658510209625777
7,-0.00794899870022352
8,-8.34290324558638
8,0.534273860898147
8,-0.00341149005259967
9,-4.44284583718842
9,0.445039474010665
10,-9.47121877871179
10,0.583155492840286
10,-0.00239882542331662
11,-4.49844647056759
11,0.510741141205177
11,-0.00133180402957431
12,-0.0275496079503656
12,0.5453335896938
12,-0.00282256693833045
13,0.53149373670101
13,-0.00157967338020946
14,-8.06318405953073
14,0.595976766605651
14,-0.00260492176053261
15,-18.9772665965697
15,0.487941008543038
16,-8.66611611914354
16,0.5839420569057
16,-0.00267942383237206
17,-8.91972877267493
17,0.563303595960366
17,-0.00212094551089116
18,-2.74771206785023
18,0.541434633975986
18,-0.00272760024816305
19,1.62903312930904
19,0.515861080100692
19,-0.0011421875768366
20,-8.4269467635284
20,0.585712705757187
20,-0.00274803165162682
21,-1.71229987880656
21,0.513036467071334
21,-0.00112352940635284
22,-3.34583020482521
22,0.572927746993081
22,-0.00256605525495575
23,-2.24708453621877
23,0.498463077313551
23,-0.00121189578599079
24,-3.11237206824138
24,0.588288062339774
24,-0.000787141029739357
25,-7.15010372230675
25,0.543055456942044
25,-0.00295121475223175
26,-3.73137008088389
26,0.518239186291093
26,-0.00393700739356424
27,-4.4376841248931
27,0.545477299757373
27,-0.00139671463674727
28,0.50568394782016
29,-3.31940589966121
29,0.566424152371922
29,-0.00177814468509428
30,-2.23537846191327
30,0.496881021674916
30,-0.00167291546758121
31,-6.23375450228672
31,0.600577395030932
31,-0.00749393042745749
