i,Estimate
1,-10.486763509333
1,0.01688574883904
1,0.00273327961882
1,-1.41435645547
1,0.1228448146284
1,0.15900114699177
1,0.81811471096215
1,-0.027602000521
1,0.0002883649072
1,3.16365413788372
2,-14.611777248334
2,0.01202461204688
2,-0.0108994551691
2,-0.5776916940981
2,2.40716640714662
2,-0.0923132847907
2,1.30157481576213
3,-5.7332026171764
3,0.03526639040877
3,-0.0078508045431
3,1.09784230037312
3,-0.0391996036914
3,0.15677123347971
4,-2.7088350520155
4,0.02320545509902
4,-0.0077526004527
4,-0.6185826543687
4,0.16338155448282
4,0.00220557189078
4,1.13292948292825
5,-6.0924307895406
5,0.0183077690936
5,-0.0068208629648
5,-0.7181261542116
5,1.02452906500047
5,-0.0401590190777
5,1.69460317350076
6,-13.661841983034
6,0.01696578146271
6,-0.0098333051284
6,-0.1525406598343
6,-0.151848990576
6,0.28479035533416
6,2.15215493392087
6,-0.0798938870159
6,1.40959091910027
7,1.18662198729298
7,0.0195558159251
7,0.16027849015149
8,-5.4969634697097
8,0.02333072695593
8,-0.0116048879963
8,-0.0559108713087
8,-0.1509267528684
8,0.18144757600748
8,1.02230683952023
8,-0.038763983011
8,1.23583065190044
9,-7.8463960339117
9,0.00989687337101
9,-0.0137415715252
9,-0.1910752761342
9,-0.1523693671267
9,0.05229569767695
9,1.33618991958017
9,-0.0495568437875
9,1.38105594566511
10,-5.4013908034187
10,0.04176506204912
10,-0.013325563314
10,0.76684642883495
10,1.04773433796547
10,-0.0440436751689
10,1.20767172654965
10,-0.2990895343515
10,-0.0072018082235
11,0.00471814958702
11,-0.0050506758635
11,0.43920613964185
11,-0.0141322474748
12,1.28426538890857
12,0.00368069470252
12,-0.0040282494064
12,-0.1828192385043
12,0.55448846674343
13,-6.6007703788486
13,0.01751404560016
13,-0.0086599809023
13,-1.1420083856289
13,0.07283146700669
13,0.27894501823152
13,0.67304397997149
13,-0.0199284753264
13,0.0008883617047
13,2.1549953493432
14,-7.387399522648
14,0.00711483032422
14,-0.0077510733453
14,-0.7483961737984
14,0.21675338135954
14,1.25465053763422
14,-0.0492595976551
14,1.74261742675594
14,0.00382483172183
15,0.65305732690401
15,0.73546490578815
16,-4.0549048464226
16,0.02703803028327
16,-0.742238522143
16,0.47259369003718
16,0.19657236651962
16,2.1397967346581
17,-9.8620544128526
17,0.0207844171929
17,0.00309152773498
17,-1.3560126013699
17,0.11159773508925
17,0.23474079501181
17,0.84779478406932
17,-0.0299545136838
17,3.08051675513238
18,-2.5887642606568
18,0.02987979802852
18,-0.7305663695453
18,0.41201735910184
18,2.22024071822268
19,-25.877963572857
19,0.11611892448357
19,3.00716564306696
19,-0.0892205001022
19,0.98722139097676
19,-0.0243791358863
20,-8.4112592469274
20,0.03201862026809
20,-0.003492611434
20,-1.7243655921274
20,0.24319078923754
20,0.21294516379798
20,1.01126618055353
20,-0.0383034642251
20,2.0709173270182
21,-2.7367086028734
21,0.02975652080373
21,-0.0040118908903
21,-0.5407355295636
21,0.28191426761845
21,0.1144840669254
21,1.65212922023356
22,-23.17991195313
22,0.06751442277182
22,-0.0113593399318
22,-1.5757781111212
22,0.21660975543228
22,0.14387363660641
22,2.76594450819428
22,-0.0940852261993
22,0.00177163893027
22,2.27380192594942
22,-0.0115361749905
23,-8.1259142400037
23,0.03787151417051
23,-0.014979352164
23,-0.6760518298895
23,0.56036446629917
23,1.04551235346954
23,-0.0373475993141
23,1.60036443259168
24,-2.7616763822122
24,0.022291783864
24,-0.1346850814821
24,0.34227170064221
24,0.17230067463586
24,1.20982235842521
25,0.72852435523801
25,0.02665131673984
25,-0.3059400101751
25,1.57749761647921
26,-7.8103963038673
26,0.02078130419351
26,-0.0148621152177
26,-0.608460763435
26,0.11683793761432
26,1.43205128941143
26,-0.0558526119081
26,1.5163586837657
27,-7.5096257538117
27,0.01601191265558
27,-0.008626336871
27,-0.725065239491
27,0.2890073375503
27,1.21282003029282
27,-0.0486539369346
27,1.72306085052936
28,-13.746745701353
28,0.02295299794683
28,-2.5237738285781
28,0.37176043805401
28,0.16930118653036
28,1.63507001194697
28,-0.0622912054802
28,3.16054178396924
29,0.02341449653044
29,-0.2982655766112
29,-0.0006693154973
29,0.84181402342241
30,-11.965041329451
30,0.03877214069508
30,-0.0141759597446
30,-1.4375543938453
30,0.14338166782198
30,0.22652284612568
30,1.72771006440148
30,-0.0635993492531
30,1.95548180178755
30,-0.0023732017113
31,-13.50333001903
31,0.03642281178343
31,-0.0121598888284
31,-0.5795825439896
31,0.26662291443696
31,1.83420116919868
31,-0.0641338461244
31,1.3646592438776
32,-61.370470574269
32,0.02577867641556
32,-0.0738413236103
32,8.51122459143167
32,-0.2973635655796
32,1.34704281072199
33,-10.311340266292
33,0.04819494757355
33,-0.0089119217777
33,-0.4694144493614
33,0.18020290303354
33,1.56081065494869
33,-0.0583604897173
33,1.49583651283259
33,-0.0075274548864
34,1.29922171870597
34,0.0301761190744
34,-0.3151587933607
34,1.13989366797981
35,0.98886001556246
35,0.01240048964631
35,-0.0063536905426
35,0.21074178282843
35,-0.0761930575686
35,0.00117297579334
35,0.54006562163165
36,-11.924396538352
36,-0.0243244152351
36,-0.0076687912459
36,-0.8935547588503
36,1.86250980933488
36,-0.0675401183724
36,1.69211468028716
36,0.01132495269823
37,-4.5237138099165
37,0.01650998422329
37,0.2480271702597
37,1.30081669865607
37,-0.0537179931947
38,2.37124600754484
38,0.01671053862903
38,0.12746234665848
39,-3.387275144051
39,0.01977613225079
39,-0.013518738801
39,-0.7277306835086
39,0.1657967206745
39,0.79533126148952
39,-0.0320888068368
39,0.97458129269522
40,0.97473598918497
40,0.02662472088979
40,-0.0060225304316
40,0.31297467175132
40,0.10112928962216
40,0.37164257336033
41,0.57940053039743
41,0.01508846702631
41,-0.0099808726171
41,0.19228243005089
41,0.00174474464754
41,0.82307614371906
42,-0.5194753020537
42,0.02293109325119
42,-0.0095615734701
42,-0.1483361691969
42,-0.1069490119394
42,1.73288304634049
43,-0.7060649890338
43,0.01952331320002
43,-0.0055570938268
43,-0.7161779446151
43,1.9166832510067
44,1.89414605952686
44,0.01234296885895
44,-0.0077910174797
44,-0.1392840184166
44,-0.1322011453616
44,1.40370702905188
